"110年廣播電台目標聽眾-工作性質",""
"",""
"資料來源：本研究問卷調查整理(N=96)",""
"N","R"
"","%"
"","0"
"聽眾類型","比重"
"學生","3.26"
"工作男性者(內勤工作者)","26.09"
"工作男性者(開車族)","50"
"有工作的女性","28.26"
"家庭主婦","43.48"
"沒有工作/退休","41.3"
"無設定","41.3"
