"108年廣播電臺各類型電臺各類型營收比重","","","","","","",""
"","","","","","","",""
"數據四捨五入加總原因，加總結果未必等於100.00%
資料來源：本研究問卷調查整理(N=70)","","","","","","",""
"N","R","R","R","R","R","R","R"
"","%","%","%","%","%","%","%"
"","0","0","0","0","0","0","0"
"類別","廣告播出及製播收入","時段出租收入","設備、場地出租收入","企劃製播收入","活動製作收入","發行出版品收入","其他營業收入"
"小功率(無)","40.44","54.669999999999995","0.1","1.8599999999999999","1.24","0.05","1.6500000000000001"
"小功率(聯)","68.07","30.8","0","0.33","0","0","0.8"
"中功率(無)","69.61","11.15","0.73","0.42","9.84","0.5","7.75"
"中功率(聯)","90.16","7.86","0.26","0","0.36","0","1.37"
"調幅","23.7","69.81","0.88","2.63","0.25","0","2.74"
