"110年廣播電台目標聽眾-年齡層",""
"",""
"資料來源：本研究問卷調查整理(N=104)",""
"N","R"
"","%"
"","0"
"年齡別","比重"
"15歲以下","0"
"16~19歲","2.17"
"20~29歲","10.87"
"30~39歲","25"
"40~49歲","44.57"
"50~59歲","59.78"
"60~64歲","51.09"
"65歲以上","44.57"
"無設定","28.26"
