"108年廣播產業各類型營收比重",""
"",""
"資料來源：本研究問卷調查整理(N=70)",""
"N","R"
"","%"
"","0"
"類型","比重"
"廣告播出及製播收入","59.39"
"時段出租收入","34.46"
"其他營業收入","2.58"
"活動製作收入","2.16"
"企劃製播收入","1"
"設備、場地出租收入","0.31"
"發行出版品收入","0.1"
