110年廣播電臺各類型電臺各類型營收比重,,,,,,,,
,,,,,,,,
"數據四捨五入加總原因，加總結果未必等於100.00%
資料來源：本研究問卷調查整理(N=84)",,,,,,,,
N,R,R,R,R,R,R,R,R
,%,%,%,%,%,%,%,%
,0,0,0,0,0,0,0,
類別,廣告播出及製播收入,時段出租收入,設備、場地出租收入,企劃製播收入,活動製作收入,發行出版品收入,產品銷售收入,其他營業收入
小功率(無),44.31,49.20,0.56,1.02,0.12,0.00,3.80,0.99
小功率(聯),71.06,23.89,0.00,2.22,0.00,0.00,1.05,1.78
中功率(無),68.09,19.39,0.13,2.88,1.48,0.00,2.19,5.85
中功率(聯),82.13,15.26,0.00,0.80,0.06,0.00,0.40,1.36
調幅,29.81,60.68,1.00,0.50,0.50,0.00,2.01,5.50
