"108年廣播電台目標聽眾-族群",""
"",""
"資料來源：本研究問卷調查整理(N=104)",""
"N","R"
"","%"
"","0"
"族群別","比重"
"閩南人","0.3558"
"客家人","0.1635"
"外省人","0.1346"
"原住民","0.0673"
"新住民(外配及工作者)","0.0577"
"無設定","0.4808"
