序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,死亡漩渦：奪魂鋸新遊戲,2021/05/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Lions Gate International(UK) Limited,36,482,-96.39%,"110,530","13,841","3,259,257"
2,南韓,催魂頻率,2021/05/12,車庫娛樂股份有限公司,RELAY MOTION KFT.,17,43,-93.11%,"9,500",667,"155,585"
3,美國,操控,2021/05/07,威視股份有限公司,GEM ENTERTAINMENT KFT.,16,41,-98.17%,"8,630","7,080","1,659,635"
4,英國,鬼護士,2021/05/07,海樂影業股份有限公司,ALTITUDE FILM SALES LIMITED,15,25,-97.74%,"5,490","3,250","734,760"
5,英國,惡水真相,2021/05/07,采昌國際多媒體股份有限公司,HANWAY FILMS LIMITED,13,23,-98.77%,"4,920","4,939","1,135,346"
6,南韓,如果雨之後,2021/05/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,24,19,-98.89%,"3,950","4,994","1,145,533"
7,美國,死亡連鎖,2021/05/07,車庫娛樂股份有限公司,"XYZ FILMS,LLC",16,10,-98.65%,"2,170","2,845","675,895"
8,日本,劇場版 妄想學生會2,2021/05/07,車庫娛樂股份有限公司,KING RECORD COMPANY LIMITED,6,8,-95.24%,"1,685",527,"128,042"
9,日本,天外者,2021/05/07,天馬行空數位有限公司,"TOEI COMPANY,LTD.",4,5,-98.98%,"1,230","1,380","320,087"
10,英國,永遠的我們,2021/05/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,THE BUREAU SALES,9,5,-99.35%,"1,125","2,038","465,650"
11,法國,阿依達的救援行動,2021/05/07,傳影互動股份有限公司,INDIE SALES COMPANY,3,3,-99.19%,520,724,"154,444"
12,法國,巴黎應召日記,2021/05/07,佳映娛樂國際股份有限公司,"VISIT FILMS, LLC",1,2,-98.95%,390,389,"78,055"
13,中國大陸,只有蕓知道,2021/05/07,飛擎國際視聽有限公司,"浙江東陽阿里巴巴影業有限公司,浙江東陽美拉傳媒有限公司,英皇影業有限公司,華誼兄弟電影有限公司,阿里巴巴影業(北京)有限公司,新麗傳媒集團有限公司,北京新力量影視文化有限公司,北京金逸嘉逸電影發行有限公司,大地時代文化傳播（北京）有限公司,浙江橫店影業有限公司,北京國影縱橫電影發行有限公司",1,1,-97.50%,220,111,"24,374"
14,法國,梵谷到我家,2021/05/07,天馬行空數位有限公司,PANOCEANIC FILMS SA,1,0,-100.00%,0,342,"70,145"
15,法國,人生檔案求刪除,2021/05/07,光年映畫有限公司,WILD BUNCH INTERNATIONAL,1,0,-100.00%,0,994,"217,849"
16,美國,布吉闖籃關,2021/05/07,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,7,0,-100.00%,0,566,"132,306"
17,美國,那些要我死的人,2021/05/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,35,135,-98.55%,"29,715","33,089","7,636,876"
18,法國,大獵逃,2021/04/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CHARADES,1,1,-98.51%,280,"1,036","221,774"
19,中華民國,非法母親,2021/04/30,車庫娛樂股份有限公司,後場音像紀錄工作室有限公司,2,0,-100.00%,0,"1,305","167,780"
20,美國,玩命鈔劫,2021/04/29,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES,LLC",23,541,-98.73%,"135,932","324,864","80,683,332"
21,美國,魔戒三部曲：王者再臨,2021/04/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,30,-97.35%,"9,091","7,620","2,508,175"
22,南韓,迴憶,2021/04/29,香港商甲上娛樂有限公司台灣分公司,"FINECUT CO.,LTD.",10,28,-98.60%,"6,700","23,167","5,508,914"
23,美國,魔戒二部曲：雙城奇謀,2021/04/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,16,-98.26%,"4,778","8,279","2,655,170"
24,美國,魔戒首部曲：魔戒現身,2021/04/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,11,-98.44%,"3,105","9,444","2,962,724"
25,香港,真・三國無雙,2021/04/29,薩摩亞商雄讚股份有限公司台灣分公司,"廣東昇格傳媒股份有限公司,北京拉近影業有限公司,霍爾果斯新益影視文化傳播有限公司,耳東影業(北京)有限公司,太陽娛樂文化有限公司,北京新益影視文化傳播有限公司,中國星電影有限公司,得舍影視(上海)有限公司,影力量娛樂有限公司",5,4,-99.01%,870,"10,521","2,424,328"
26,美國,一級任務,2021/04/29,海樂影業股份有限公司,"Accelerated Global Content,LLC",2,2,-98.88%,440,"6,428","1,432,167"
27,美國,勇抱大地,2021/04/29,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,2,-98.58%,440,"2,006","447,763"
28,日本,秘密X戰士 幻影甜心 劇場版 大家一起來看電影喔,2021/04/29,提恩傳媒實業有限公司,"JOYUP MEDIA (HongKong) ) Co., Ltd.",2,0,-100.00%,0,248,"58,072"
29,英國,父親,2021/04/23,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,10,25,-99.10%,"5,375","45,394","10,610,937"
30,美國,夢想之地,2021/04/23,傳影互動股份有限公司,A24 International LLC,3,3,-99.52%,635,"20,376","4,678,051"
31,中華民國,聽見歌 再唱,2021/04/16,美商華納兄弟（遠東）股份有限公司台灣分公司,"美商華納兄弟(遠東)股份有限公司台灣分公司,香港商福斯傳媒有限公司台灣分公司,海樂影業股份有限公司,有得電影有限公司,高雄人,十三月股份有限公司",35,82,-99.42%,"18,730","354,567","82,031,152"
32,日本,名偵探柯南 緋色的彈丸,2021/04/16,向洋影業有限公司,株式会社トムス・エンタテインメント,28,52,-98.80%,"12,645","272,803","64,709,924"
33,日本,劇場版 假面騎士ZERO-ONE REAL×TIME+劇場短篇 假面騎士聖刃 不死鳥的劍士與破滅之書,2021/04/16,木棉花國際股份有限公司,"TOEI COMPANY,LTD",2,0,-100.00%,0,"10,094","2,560,556"
34,南韓,永生戰,2021/04/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"CJ ENM CO.,LTD.",15,14,-98.78%,"3,320","188,429","44,832,363"
35,美國,私刑救援,2021/04/09,天馬行空數位有限公司,"Ameriean Cinema Inspires,Inc.",2,26,-71.11%,"1,350","1,654","351,926"
36,美國,真人快打,2021/04/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,0,-100.00%,0,"122,271","29,950,935"
37,中華民國,當男人戀愛時,2021/04/01,金盞花大影業股份有限公司,"金盞花大影業股份有限公司,(香港)眾合千澄影視文化傳媒有限公司",38,343,-98.74%,"80,955","1,693,525","404,592,467"
38,日本,令人討厭的松子的一生,2021/03/26,前景娛樂有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION,INC.",1,3,-95.89%,150,"9,514","2,266,322"
39,美國,哥吉拉大戰金剛,2021/03/24,美商華納兄弟(遠東)股份有限公司台灣分公司,美國 WARNER BROS. PICTURES INTERNATIONAL.,16,17,-98.18%,"4,790","1,398,237","357,842,346"
40,美國,游牧人生,2021/03/19,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",10,16,-98.76%,"3,435","70,454","16,764,688"
41,美國,愛情瞎攪禍,2021/03/19,天馬行空數位有限公司,GEM ENTERTAINMENT KFT.,1,6,-89.29%,540,"1,329","280,876"
42,英國,波麗萊多里鬼屋,2021/03/12,威視股份有限公司,WESTEND FILMS LTD,1,4,-73.33%,530,"22,397","5,261,427"
43,日本,間諜之妻,2021/03/12,可樂藝術文創股份有限公司,Nikkatsu Corporation,1,4,-92.86%,360,"4,288","939,212"
44,法國,我愛你，你愛她，她愛他,2021/03/12,捷傑有限公司,ELLE DRIVER,1,3,-93.48%,270,"1,298","263,061"
45,美國,尋龍使者：拉雅,2021/03/05,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,19,-92.86%,"3,800","250,443","60,501,255"
46,英國,噪反,2021/03/05,英屬維京群島商高捷全球開發有限公司 台灣分公司,Lions Gate International(UK),3,26,-93.25%,"1,685","72,606","17,338,546"
47,中華民國,東經北緯,2021/03/05,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"緒虎製作有限公司,金騰國際傳媒股份有限公司,墨爾有限公司,德安信股份有限公司,三皇生物科技股份有限公司",3,9,-92.11%,505,"13,386","3,107,658"
48,丹麥,醉好的時光,2021/03/05,好威映象有限公司,TrustNordisk,1,4,-94.59%,440,"18,015","4,251,338"
49,德國,100%小狼人,2021/02/26,華映娛樂股份有限公司,Studio 100 Film GmbH,2,10,-87.80%,740,"23,478","5,240,553"
50,中華民國,複身犯,2021/02/26,犢影制作電影有限公司,犢影制作電影有限公司##樂到家國際娛樂股份有限公司##良人行影業有限公司##麻吉砥加電影有限公司,2,10,-95.90%,725,"63,051","14,671,043"
51,中國大陸,刺殺小說家,2021/02/26,原創娛樂股份有限公司,"抖音文化（廈門）有限公司,東方嘉影電視院線傳媒股份公司,華策影業（天津）有限公司,深圳市一怡以藝文化傳媒有限公司,郭帆文化傳媒（北京）有限公司,天津十間影視傳媒有限公司,中青新影文化傳媒（北京）有限公司,天津貓眼微影文化傳媒有限公司,廣東優創合影文化傳播股份有限公司,之升（上海）影業有限公司,融創未來文化娛樂（北京）有限公司,霍爾果斯聚合影聯文化傳媒有限公司,上海阿里巴巴影業有限公司,北京自由酷鯨影業有限公司,上海尚世影業有限公司,優酷電影有限公司",1,3,-94.64%,330,"16,784","3,874,629"
52,日本,皇家賓館,2021/02/19,天馬行空數位有限公司,"Nagoya Broadcasting Network Co.,Ltd.",1,3,-92.86%,270,"1,270","251,710"
53,中華民國,我沒有談的那場戀愛,2021/02/10,南人電影有限公司,"可米傳媒事業股份有限公司,海納百川娛樂有限公司,親愛的工作室有限公司,鏡文學股份有限公司,原點概念有限公司,華文創股份有限公司,南人電影有限公司",5,14,-93.52%,"1,085","159,759","38,012,653"
54,美國,湯姆貓與傑利鼠,2021/02/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,3,-96.30%,600,"121,389","28,282,338"
55,英國,偷天行動,2021/02/10,天馬行空數位有限公司,Arclight Films International Pty Ltd.,2,4,-95.88%,220,"10,206","2,137,450"
56,中華民國,角頭－浪流連,2021/02/05,威視股份有限公司,"巧克麗娛樂股份有限公司,台北市電影委員會",3,48,-74.87%,"3,095","683,453","161,741,240"
57,英國,大鼻子情聖,2021/02/01,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,4,-88.24%,"3,000",794,"539,040"
58,愛爾蘭,通靈駕訓班,2021/01/22,海鵬影業有限公司,"Epic Pictures Group, Inc.",2,14,-91.25%,745,"4,299","885,123"
59,英國,議事錄,2021/01/16,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,2,-95.74%,"1,360",441,"283,200"
60,美國,馬德里金庫盜數90分鐘,2021/01/15,薩摩亞商雄讚股份有限公司台灣分公司,TF1 DROITS AUDIOVISUELS.,1,5,-94.51%,275,"119,286","27,445,012"
61,美國,靈魂急轉彎,2020/12/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,12,-97.14%,915,"768,042","184,644,861"
62,日本,鬼滅之刃劇場版 無限列車篇,2020/10/30,木棉花國際股份有限公司,Aniplex Inc.,3,2,-98.86%,930,"2,602,126","634,854,454"
