序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,月光光新慌慌：萬聖結,2022/10/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,86,"5,836",-29.57%,"1,434,116","14,122","3,513,966"
2,南韓,人生真美麗,2022/10/14,車庫娛樂股份有限公司,RELAY MOTION KFT.,63,"2,498",-2.42%,"579,564","5,058","1,188,504"
3,日本,極速甩尾,2022/10/14,原創娛樂股份有限公司,Nikkatsu Corporation,20,"2,265",4.38%,"560,527","4,435","1,100,305"
4,美國,天劫高手,2022/10/14,采昌國際多媒體股份有限公司,Atrium Productions Kft.,48,"1,876",-41.56%,"431,673","5,086","1,215,794"
5,美國,驚爆倒數60分鐘,2022/10/14,車庫娛樂股份有限公司,RELAY MOTION KFT.,48,"1,184",-53.64%,"260,871","3,738","836,391"
6,中國大陸,野馬分鬃,2022/10/14,大躍進電影有限公司,阿里巴巴影業（北京）有限公司,8,435,113.24%,"107,806",639,"160,428"
7,法國,瑪歌皇后 數位修復版,2022/10/14,車庫娛樂股份有限公司,RELAY MOTION KFT.,16,300,20.48%,"68,716",549,"128,349"
8,日本,戀之光,2022/10/14,天馬行空數位有限公司,Happinet Phantom Studios Corporation,11,181,-29.02%,"40,228",436,"100,060"
9,法國,真實世界,2022/10/14,佳映娛樂國際股份有限公司,WILD BUNCH INTERNATIONAL,12,122,46.99%,"25,985",205,"44,394"
10,日本,青凪大學體育會航空部劇場版,2022/10/14,可樂藝術文創股份有限公司,"Toei Company, LTD.",21,96,-39.24%,"22,536",254,"61,573"
11,中華民國,童話·世界,2022/10/13,主磐叙社有限公司,主磐叙社有限公司,40,"1,919",-40.79%,"467,007","5,160","1,281,787"
12,中華民國,孫行者傳,2022/10/13,數位領域電影文化股份有限公司,數位領域電影文化股份有限公司,47,"1,226",15.33%,"306,351","2,289","576,238"
13,日本,電影版 後空翻少年!!,2022/10/12,薩摩亞商羚邦(亞洲)有限公司台灣分公司,Fuji Creative Corporation,14,953,-17.92%,"231,551","2,114","516,806"
14,中華民國,你在我心上,2022/10/07,星勢力娛樂股份有限公司,"麻吉砥加電影有限公司,星勢力娛樂股份有限公司,艾婷投資股份有限公司",90,"14,596",258.27%,"3,551,266","19,503","4,680,251"
15,美國,幸福入場券,2022/10/07,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,93,"12,258",-54.19%,"3,022,866","57,317","14,308,085"
16,美國,沼澤謀殺案,2022/10/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,91,"2,242",-73.02%,"553,439","20,834","5,074,041"
17,美國,阿姆斯特丹,2022/10/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",80,"1,787",-78.72%,"453,520","19,939","5,169,820"
18,越南,替屍鬼2：詛咒再臨,2022/10/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,44,"1,269",-71.84%,"290,456","9,454","2,182,820"
19,日本,麵包超人電影版：多洛林與妖怪嘉年華,2022/10/07,曼迪傳播有限公司,"TMS ENTERTAINMENT CO., LTD.",14,276,-53.38%,"62,982","1,413","348,547"
20,南韓,政客誠實中2,2022/10/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,44,233,-88.93%,"55,097","4,846","1,146,164"
21,伊朗,贖罪風暴,2022/10/07,海鵬影業有限公司,TOTEM FILMS SAS,9,100,-78.63%,"20,320",851,"176,599"
