序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,白俄羅斯,波斯語課,2021/03/26,車庫娛樂股份有限公司,MEMENTO FILMS INTERNATIONAL,28,"3,650",56.85%,"845,606","5,977","1,394,346"
2,英國,盜夢偵探,2021/03/26,向洋影業有限公司,PARK CIRCUS LIMITED,16,"1,993",45.47%,"502,363","3,363","849,605"
3,泰國,夜遊實驚秀,2021/03/26,車庫娛樂股份有限公司,RELAY MOTION KFT.,32,844,-25.70%,"200,936","1,980","472,573"
4,法國,巴黎星空下,2021/03/26,采昌國際多媒體股份有限公司,Memento Films International,17,492,-1.99%,"102,220",994,"210,160"
5,日本,歡樂時光,2021/03/26,東昊影業有限公司,Neopa Inc,6,288,25.22%,"66,693",518,"124,028"
6,西班牙,顫抖的慾望 經典數位修復,2021/03/26,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,7,328,61.58%,"65,155",531,"106,735"
7,德國,我的親親小妹,2021/03/26,可樂藝術文創股份有限公司,Beta Cinema GmbH,11,156,11.43%,"31,780",296,"59,948"
8,南韓,妓生回憶錄,2021/03/26,英屬維京群島商映畫聯合有限公司台灣分公司,STUDIO BONANZA INC.,3,9,-30.77%,"1,770",22,"4,035"
9,日本,令人討厭的松子的一生,2021/03/26,前景娛樂有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION,INC.",17,"3,566",61.87%,"837,898","5,769","1,371,353"
10,西班牙,窗邊上的玫瑰 經典數位修復,2021/03/26,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,7,206,13.19%,"42,470",388,"79,655"
11,美國,哥吉拉大戰金剛,2021/03/24,美商華納兄弟(遠東)股份有限公司台灣分公司,美國 WARNER BROS. PICTURES INTERNATIONAL.,97,"496,291",-16.00%,"127,259,859","1,087,105","278,025,892"
12,美國,游牧人生,2021/03/19,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",40,"11,762",-22.22%,"2,819,298","38,030","9,054,719"
