序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,慾望的盡頭,2024/05/03,英屬維京群島商映畫聯合有限公司台灣分公司,RELAY MOTION KFT.,3,15,-37.50%,"2,980",39,"8,055"
2,南韓,犯罪都市4,2024/4/26,車庫娛樂股份有限公司,RELAY MOTION KFT.,86,"26,305",-53.38%,"6,675,276","124,316","31,625,023"
3,日本,假面騎士 THE WINTER MOVIE- 葛查多 & GEATS 最強克米GOTCHA大作戰,2024/05/03,華映國際文創股份有限公司,東映株式會社,16,991,0.00%,"264,434",991,"264,434"
4,義大利,少年的漂浪旅程,2024/05/03,鴻聯國際開發股份有限公司,PATHE FILMS,15,546,-38.93%,"117,332","1,440","317,319"
5,法國,大發明家,2024/04/30,木棉花國際股份有限公司,MK2 FILMS,5,23,-53.06%,"5,260",72,"17,016"
6,泰國,屍控大賣場,2024/04/26,可樂藝術文創股份有限公司,M PICTURES CO. LTD.,11,49,-88.25%,"11,640","1,113","277,515"
7,美國,蜘蛛驚,2024/04/26,采昌國際多媒體股份有限公司,Cornerstone Films Ltd,65,"1,247",-65.29%,"297,889","4,840","1,173,882"
8,美國,挑戰者,2024/04/26,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,56,"3,395",-44.01%,"866,362","9,459","2,488,657"
9,蒙古,如果我可以冬眠,2024/04/26,東昊影業有限公司,URBAN SALES,4,59,-80.84%,"12,315",680,"148,960"
10,印尼,全境炸裂,2024/04/26,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PT VISINEMA PICTURES,22,248,-54.41%,"59,628","1,580","370,040"
11,日本,背德迷情,2024/04/26,英屬維京群島商映畫聯合有限公司台灣分公司,RELAY MOTION KFT.,2,3,-76.92%,840,35,"7,560"
12,南韓,aespa: WORLD TOUR in Cinemas,2024/04/24,威秀影城股份有限公司,Trafalgar Releasing Ltd.,3,92,0.00%,"47,800","3,853","2,283,245"
13,比利時,給我愛過的前任們,2024/04/19,好威映象有限公司,BE FOR FILMS,3,20,-31.03%,"5,040",493,"110,471"
14,南韓,神鬼對決,2024/04/19,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,159,-63.95%,"34,165","10,098","2,508,093"
15,日本,機動戰士鋼彈 SEED FREEDOM,2024/04/19,薩摩亞商羚邦(亞洲)有限公司台灣分公司,SUNRISE INC.,56,"6,931",-62.77%,"2,266,273","86,876","27,421,615"
16,美國,噬血芭蕾,2024/04/19,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,54,541,-75.43%,"138,290","17,978","4,605,901"
17,法國,瑪格麗特戀習題,2024/04/19,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,3,11,-89.42%,"2,240","1,162","257,375"
18,法國,日安，朵朵,2024/04/19,天馬行空數位有限公司,INDIE SALES COMPANY,4,64,-21.95%,"12,775",882,"186,143"
19,香港,但願人長久,2024/04/12,香港商甲上娛樂有限公司台灣分公司,GOLDEN SCENE COMPANY LIMITED,16,317,-71.42%,"81,334","17,531","4,375,936"
20,日本,搬家 4K數位修復版,2024/04/12,中影股份有限公司,MK2 FILMS,6,206,-2.83%,"45,360","2,155","475,064"
21,越南,再愛一次,2024/04/12,傳影互動股份有限公司,CJ HK Entertainment Company Ltd,22,246,-71.89%,"60,569","26,883","6,762,523"
22,美國,非紳士特攻隊,2024/04/12,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,66,961,-78.39%,"244,647","37,402","9,411,068"
23,日本,孤島診療所2022,2024/04/12,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,4,43,-70.14%,"10,370","2,211","517,485"
24,英國,非關性愛,2024/04/12,捷傑有限公司,MK2 FILMS,6,37,-79.21%,"7,945",478,"103,977"
25,日本,自戀男神,2024/04/12,政駒實業有限公司,ALTERNA inc.,3,17,-85.71%,"4,280",309,"71,560"
26,義大利,盜墓奇美拉,2024/04/12,海鵬影業有限公司,The Match Factory GmbH,9,225,-45.78%,"50,180","2,213","486,507"
27,美國,窒命危機,2024/04/12,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,739,-71.58%,"162,693","21,348","5,014,002"
28,日本,貓的報恩,2024/04/12,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,78,"6,800",-36.55%,"1,703,383","17,517","4,402,504"
29,丹麥,短句之國,2024/04/12,仲業股份有限公司,TRUSTNORDISK APS,15,186,0.00%,"39,648",186,"39,648"
30,美國,瓊拜雅：三重人格,2024/04/11,造次文化有限公司,Magnolia Pictures LLC,3,11,-63.33%,"2,560","1,230","282,381"
31,法國,愛離巢,2024/04/08,原創娛樂股份有限公司,Playtime,10,70,-70.71%,"14,700",490,"102,924"
32,中華民國,莎莉,2024/4/3,伯樂影業股份有限公司,伯樂影業股份有限公司##中環國際娛樂事業股份有限公司##文化內容策進院##中華電信股份有限公司##艾慕影藝股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##華映娛樂股份有限公司##十宜影樂有限公司##畢業生有限公司,14,520,-51.22%,"126,010","33,537","8,418,750"
33,香港,白晝如焚,2024/04/04,華映國際文創股份有限公司,無限動力實業有限公司,1,3,-62.50%,760,"3,392","953,407"
34,美國,功夫熊貓 4,2024/04/04,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,77,"4,339",-59.20%,"1,063,945","181,507","46,068,467"
35,美國,天魔：惡之初,2024/04/03,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,2,21,-72.37%,"5,570","19,936","5,120,801"
36,南韓,屍咒,2024/04/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,4,24,-87.56%,"6,388","29,798","7,407,023"
37,日本,超人力霸王布雷薩 THE MOVIE：大怪獸東京決戰,2024/03/30,野獸國股份有限公司,Tsuburaya Productions Co.  Ltd.,3,2,-97.40%,480,"6,709","2,242,547"
38,日本,特別總集篇 名偵探柯南 vs. 怪盜基德,2024/03/29,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,45,"1,963",-56.80%,"501,079","112,044","28,360,083"
