序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,以色列,她和她們的電影課,2023/01/06,好威映象有限公司,Memento International,7,193,3.21%,"40,530",380,"80,060"
2,南韓,監弒器,2023/01/06,水元素文化傳媒有限公司,"INTERCONMEDIA INTERNATIONAL CO., LTD.",13,261,-34.09%,"61,095",657,"160,361"
3,香港,緣路山旮旯,2023/01/06,捷傑有限公司,"GOLDEN SCENE COMPANY LIMITED,點對點製作有限公司,眾樂文化有限公司",13,190,-54.87%,"45,016",611,"142,499"
4,南韓,紳探追緝令,2023/01/06,車庫娛樂股份有限公司,RELAY MOTION KFT.,51,"3,019",-26.08%,"703,935","7,103","1,680,057"
5,美國,劫婚大作戰,2023/01/06,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,63,"5,714",-16.03%,"1,326,464","12,519","2,925,015"
6,日本,彬與瑛,2023/01/06,中影股份有限公司,日本東寶株式會社,23,478,-13.09%,"105,291","1,028","230,518"
7,法國,地下疑雲,2023/01/06,本萃電影有限公司,Le Pacte,12,145,-29.27%,"32,810",350,"81,703"
8,日本,唱出戀愛的苦惱,2023/01/06,提恩傳媒實業有限公司,DMM.com LLC,8,100,-27.54%,"23,025",238,"55,506"
9,日本,夜鷹的單戀,2023/01/06,天馬行空數位有限公司,"Nagoya Broadcasting Network Co., Ltd.",14,226,22.83%,"48,165",410,"89,014"
10,法國,西蒙娜：世紀之聲,2023/01/06,原創娛樂股份有限公司,OTHER ANGLE PICTURES,8,164,65.66%,"39,455",263,"63,919"
11,英國,夢迴西藏：軍官與達賴喇嘛,2022/12/30,燕翼企業有限公司,PARKLAND PICTURES LIMITED,14,221,-59.89%,"48,770","1,185","263,503"
12,美國,與你共舞,2022/12/30,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,90,"1,610",-69.30%,"375,997","15,129","3,583,107"
13,美國,鞋貓劍客 2,2022/12/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,97,"13,113",-49.37%,"3,138,702","68,413","16,683,316"
14,香港,正義迴廊,2022/12/30,香港商甲上娛樂有限公司台灣分公司,"美亞電影製作有限公司,一劇之本有限公司,香港電影發展基金",15,288,-72.86%,"70,800","2,291","562,891"
15,日本,邪惡的孩子,2022/12/30,采昌國際多媒體股份有限公司,"CULTURE ENTERTAINMENT CO., LTD.",17,222,-73.94%,"52,110","2,584","605,682"
16,法國,美好的早晨,2022/12/30,東昊影業有限公司,LES FILMS DU LOSANGE,12,244,-64.43%,"54,605","1,500","332,304"
17,日本,TANG,2022/12/30,車庫娛樂股份有限公司,WARNER BROS. JAPAN LLC,31,228,-83.60%,"52,694","3,409","818,461"
18,日本,劇場版 弦音 ─初始的一射─,2022/12/30,中影股份有限公司,株式會社波麗佳音(PONY CANYON INC.),22,"1,200",-44.03%,"286,849","5,123","1,260,468"
19,中華民國,想見你,2022/12/30,車庫娛樂股份有限公司,"車庫影業股份有限公司,三鳳有限公司",76,"73,612",-44.15%,"17,923,133","358,438","88,521,815"
20,香港,無間道III：終極無間,2022/12/30,華映娛樂股份有限公司,寰亞電影##天津電影製片廠,10,55,-71.94%,"12,230",378,"84,629"
21,香港,無間道,2022/12/29,華映娛樂股份有限公司,寰亞電影,12,88,-77.08%,"19,520",842,"196,626"
22,烏克蘭,沒有煙硝的日子,2022/12/29,政駒實業有限公司,ARTHOOD ENTERTAINMENT GmbH.,6,64,-75.94%,"13,625",623,"136,103"
23,日本,心情直播不NG,2022/12/28,傳影互動股份有限公司,PONY CANYON INC.,5,145,-65.31%,"31,555",927,"198,886"
24,印尼,鬼搖靈2：陰語陣陣,2022/12/23,車庫娛樂股份有限公司,RELAY MOTION KFT.,46,"2,101",-61.87%,"510,021","28,797","7,089,146"
25,南韓,共感頻率,2022/12/23,車庫娛樂股份有限公司,RELAY MOTION KFT.,16,218,-73.35%,"50,462","8,442","2,017,750"
