序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,中華民國,鑽石水族世界,2023/10/21,前濱映畫有限公司,黃琇怡,1,63,-18.18%,"17,050",140,"37,600"
2,美國,飢餓遊戲：星火燎原,2023/10/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,143,30.00%,"35,071",253,"62,475"
3,法國,交響狂花,2023/10/20,海鵬影業有限公司,LE PACTE,14,344,3.61%,"71,800",676,"140,488"
4,日本,明天星期一,2023/10/20,天馬行空數位有限公司,NIKKATSU CORPORATION,15,263,8.68%,"59,595",505,"116,774"
5,日本,天元突破劇場版 紅蓮螺巖 螺巖篇,2023/10/20,木棉花國際股份有限公司,"Aniplex, Inc.",14,"1,664",-26.99%,"639,579","3,943","1,438,237"
6,南韓,誆世巨作：蜘蛛窩新宇宙,2023/10/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,63,"1,610",-21.35%,"368,011","3,657","859,567"
7,日本,特別篇 吹響吧！上低音號～合奏團競賽篇～,2023/10/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,56,"2,417",-13.21%,"588,530","5,202","1,290,937"
8,美國,花月殺手,2023/10/20,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,92,"22,900",12.66%,"6,655,190","43,226","12,622,438"
9,法國,杜巴利伯爵夫人,2023/10/20,可樂藝術文創股份有限公司,WHY NOT PRODUCTIONS,31,"1,427",23.34%,"330,418","2,584","610,599"
10,日本,劇場版城市獵人：天使之淚,2023/10/20,英屬維京群島商高捷全球開發有限公司 台灣分公司,"ANIPLEX, INC.",44,"4,347",-36.60%,"1,054,546","11,204","2,764,010"
11,西班牙,換宿夜驚魂,2023/10/20,原創娛樂股份有限公司,"Film Factory Entertainment, S.L.",20,161,-20.69%,"37,750",364,"88,857"
12,加拿大,生命之舞,2023/10/20,聯影企業股份有限公司,HOUSE OF FILM,12,424,39.47%,"90,340",728,"158,782"
13,南韓,詐騙女王,2023/10/18,采昌國際多媒體股份有限公司,Atrium Productions Kft.,60,"3,470",-30.85%,"821,818","8,488","2,011,874"
14,南韓,雉岳山怪談,2023/10/17,華映國際文創股份有限公司,Hive Filmwokers Inc.,77,"4,553",814.26%,"1,078,476","5,051","1,188,036"
15,美國,飢餓遊戲,2023/10/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,6,10,-88.89%,"2,330",190,"45,151"
16,日本,天元突破劇場版 紅蓮螺巖 紅蓮篇,2023/10/13,木棉花國際股份有限公司,"Aniplex, Inc.",13,504,-64.58%,"207,644","4,017","1,465,715"
17,南韓,朝聖之路：一路平安,2023/10/13,水元素文化傳媒有限公司,"INTERCONMEDIA INTERNATIONAL CO., LTD.",5,52,-78.78%,"11,920",496,"111,375"
18,日本,電影哆啦A夢 - 大雄之宇宙英雄記,2023/10/13,香港商甲上娛樂有限公司台灣分公司,Animation International LTD,5,18,-92.74%,"4,030",681,"169,777"
19,克羅埃西亞,幸福的所在,2023/10/13,好威映象有限公司,Atrium Production KFT.,8,224,-52.03%,"51,055",992,"224,106"
20,英國,達利:慾望之謎,2023/10/13,薩摩亞商雄讚股份有限公司台灣分公司,Bankside Films Ltd,5,76,-79.57%,"17,420",782,"175,106"
21,南韓,極惡變身,2023/10/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,25,273,-86.61%,"64,499","4,534","1,099,963"
22,美國,親愛的大衛,2023/10/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,874,-76.37%,"211,949","9,371","2,302,239"
23,中華民國,動物感傷の清晨,2023/10/13,飛爾創意有限公司,"飛爾創意有限公司,前景娛樂有限公司,霹靂國際多媒體股份有限公司,內容物數位電影製作有限公司",15,372,-22.66%,"83,440","1,416","317,282"
