序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,中華民國,哈勇家,2022/11/11,華映娛樂股份有限公司,"華映娛樂股份有限公司,氧氣電影有限公司,中環國際娛樂事業股份有限公司,星泰國際娛樂股份有限公司,得藝文創國際股份有限公司,凡宇興業有限公司,樂到家國際娛樂股份有限公司,鏡文學股份有限公司",80,"13,944",-19.14%,"3,144,771","35,897","7,723,136"
2,中華民國,我心我行,2022/11/11,三乘影像股份有限公司,"三乘影像股份有限公司,藝碩文創股份有限公司,許芳宜＆藝術家",30,"5,733",-10.04%,"1,243,114","14,675","3,093,127"
3,日本,春心萌動的老屋緣廊,2022/11/11,天馬行空數位有限公司,NIPPON TELEVISION NETWORK CORPORATION,18,743,11.23%,"167,710","1,411","323,810"
4,日本,即使，這份戀情今晚會從世上消失,2022/11/11,車庫娛樂股份有限公司,"TOHO CO., LTD.",54,"8,996",16.30%,"2,237,891","16,731","4,146,041"
5,法國,抓狂養老院,2022/11/11,原創娛樂股份有限公司,Other Angle Pictures,5,115,-15.44%,"26,330",251,"58,745"
6,日本,幽靜的山荷葉,2022/11/11,希望行銷娛樂有限公司,"Nagoya Broadcasting Network Co., Ltd.",10,154,-46.90%,"31,535",444,"93,240"
7,澳門,海鷗來過的房間,2022/11/11,海鵬影業有限公司,地地影像工房有限公司,13,457,194.84%,"92,235",612,"125,895"
8,瑞典,星夢性快感,2022/11/11,車庫娛樂股份有限公司,VERSATILE,17,182,18.18%,"40,227",336,"76,568"
9,美國,黑豹 2：瓦干達萬歲,2022/11/09,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,"263,630",-29.15%,"70,998,681","635,723","171,748,371"
10,西班牙,遺屍物,2022/11/04,原創娛樂股份有限公司,"Castelao Pictures, S.L.U.",4,31,-86.28%,"7,275",680,"163,606"
11,法國,索蘭琪的少女心事,2022/11/04,東昊影業有限公司,ＭＫ2 Films,1,9,-89.02%,"1,870",149,"30,304"
12,美國,絕命線阱,2022/11/04,采昌國際多媒體股份有限公司,GEM ENTERTAINMENT KFT.,16,610,-47.41%,"133,885","3,575","819,026"
13,南韓,局中局,2022/11/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,64,"3,529",-56.26%,"835,938","23,783","5,685,904"
14,日本,迴咒師ー塩子的誕生,2022/11/04,台灣幸福科學出版有限公司,幸福の科学,12,"2,805",-48.62%,"617,578","12,104","2,666,716"
15,日本,大逃殺 4K數位修復版,2022/11/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,13,226,-65.34%,"52,843","1,713","398,996"
16,瑞士,瑞士鐘錶師,2022/11/04,聯影企業股份有限公司,Alpha Violet,4,109,-70.46%,"21,590",950,"200,897"
17,中華民國,小藍,2022/11/04,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,奇葩娛樂事業有限公司,29,"2,768",-54.59%,"583,502","12,023","2,729,697"
18,俄羅斯,獵空計畫,2022/11/04,可樂藝術文創股份有限公司,Central Partnerhsip Sales House LCC,3,19,-91.91%,"3,957",608,"137,990"
19,日本,刀劍神域劇場版 –Progressive- 陰沉薄暮的詼諧曲,2022/11/01,木棉花國際股份有限公司,Aniplex Inc.,79,"17,958",-53.89%,"4,462,951","104,948","25,828,713"
20,日本,天才狂歡派對：首部曲,2022/11/01,光年映畫有限公司,"Beyond C. Co., Ltd.",21,810,0.00%,"203,171",985,"252,171"
21,美國,鬼禱,2022/10/28,車庫娛樂股份有限公司,"FLAMING DEVILS, LLC",40,"1,958",-56.19%,"458,520","32,638","7,889,656"
22,南韓,笑子當老大,2022/10/28,采昌國際多媒體股份有限公司,Atrium Productions Kft.,2,47,-31.88%,"10,330","1,476","333,872"
23,中華民國,罪後真相,2022/10/28,威視股份有限公司,"伯樂影業股份有限公司,中環國際娛樂事業股份有限公司 ,良人行影業有限公司 ,宏將影業有限公司 ,東森電視事業股份有限公司 ,滿滿額娛樂股份有限公司 ,聚星文創娛樂事業股份有限公司 ,打字人創意有限公司 ,得利影視股份有限公司 ,有戲娛樂股份有限公司",78,"7,586",-56.70%,"1,887,345","62,895","14,689,064"
24,中華民國,流麻溝十五號,2022/10/28,牽猴子股份有限公司,湠臺灣電影股份有限公司,85,"25,589",-29.25%,"5,707,458","131,155","29,592,508"
25,日本,信用詐欺師JP：英雄篇,2022/10/28,可樂藝術文創股份有限公司,PONY CANYON INC.,5,102,-74.24%,"24,750","3,531","834,944"
26,日本,流浪之月,2022/10/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,23,-80.00%,"5,695","1,538","369,400"
