序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,英國,伊恩•麥克連 80歲個人秀巡迴演出,2022/06/11,威秀影城股份有限公司,Royal National Theatre,2,11,-76.60%,"7,640",58,"39,320"
2,日本,餘命10年,2022/06/10,車庫娛樂股份有限公司,WARNER BROS. JAPAN LLC,51,"17,967",91.44%,"4,488,133","27,352","6,843,285"
3,日本,露草,2022/06/10,天馬行空數位有限公司,"Free Stone Productions Co.,Ltd.",15,306,35.40%,"63,733",532,"108,869"
4,黎巴嫩,黎巴嫩的天空,2022/06/10,薩摩亞商雄讚股份有限公司台灣分公司,"1982 Productions,LLC",9,172,9.55%,"35,125",329,"69,019"
5,英國,羅密歐與茱麗葉,2022/06/10,威秀影城股份有限公司,Royal National Theatre,4,53,70.97%,"33,920",84,"54,680"
6,德國,熟女解放中,2022/06/10,政駒實業有限公司,M- Appeal,8,160,15.11%,"31,555",299,"60,678"
7,日本,我的夏日大戀習,2022/06/10,輝洪開發股份有限公司,NIKKATSU CORPORATION,6,95,-44.44%,"21,560",266,"59,706"
8,美國,侏羅紀世界: 統霸天下,2022/06/08,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,96,"317,094",-35.85%,"84,658,331","811,423","217,147,998"
9,美國,進擊的地才,2022/06/03,仲業股份有限公司,"The Novice,LLC",12,22,-86.16%,"4,735",577,"129,323"
10,英國,們,2022/06/02,車庫娛樂股份有限公司,RELAY MOTION KFT.,56,"1,767",-62.56%,"415,865","13,213","3,178,474"
11,德國,PINA,2022/06/02,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,11,721,-13.76%,"189,802","2,360","648,755"
12,德國,自然就樹美,2022/06/02,海鵬影業有限公司,"TELEPOOL GmbH,Munchen",13,291,-45.91%,"66,590","1,379","299,917"
13,匈牙利,懾影屍,2022/06/02,天馬行空數位有限公司,Evrit Consulting Kft.,12,164,-60.29%,"41,595","1,204","294,867"
14,法國,失速母親,2022/06/02,好威映象有限公司,Be For Films,12,126,-63.90%,"28,020","1,007","215,624"
15,日本,劇場版「黃金拼圖Thank you！！」,2022/06/02,蜜蜂工房創藝有限公司,Hakuhodo DY music & pictures Inc.,10,84,-58.00%,"20,439",652,"159,857"
16,義大利,愛在書店相遇時,2022/06/02,東昊影業有限公司,True Colours,9,70,-72.87%,"14,415",621,"130,239"
17,美國,終極夜路,2022/06/02,車庫娛樂股份有限公司,RELAY MOTION KFT.,16,55,-76.50%,"11,615",858,"192,361"
18,日本,噪音,2022/06/02,車庫娛樂股份有限公司,RELAY MOTION KFT.,9,23,-88.38%,"5,190",749,"169,321"
19,日本,電影版 99.9 不可能的翻案,2022/05/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,21,442,-58.46%,"107,951","8,557","2,070,882"
20,中華民國,還孩子做自己,2022/05/27,車庫娛樂股份有限公司,後場音像紀錄工作室有限公司,4,637,19.51%,"101,600","1,599","255,550"
21,法國,來自巴黎的情書,2022/05/27,東昊影業有限公司,MK2 Films,13,337,343.42%,"71,388",493,"98,228"
22,法國,好好說再見,2022/05/27,中影股份有限公司,STUDIOCANAL,5,166,-34.39%,"36,905","1,269","276,870"
23,中華民國,費爾的旅程,2022/05/27,瀚草文創事業股份有限公司,陳勇瑞,9,108,-73.20%,"23,630","2,231","509,140"
24,中華民國,教練,2022/05/27,佳映娛樂國際股份有限公司,"想映電影有限公司,佳映娛樂國際股份有限公司",5,36,-87.92%,"8,260","2,497","554,211"
25,法國,藍色是最溫暖的顏色,2022/05/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,16,-77.78%,"4,620",447,"108,709"
26,美國,捍衛戰士: 獨行俠,2022/05/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,97,"318,327",-18.89%,"82,859,681","1,512,457","409,011,235"
27,南韓,犯罪都市2,2022/05/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,51,"2,704",-42.11%,"646,056","44,731","10,597,456"
28,伊朗,風帶著我來 數位修復版,2022/05/20,海鵬影業有限公司,MK2 FILMS,2,80,207.69%,"17,290",875,"190,681"
29,伊朗,櫻桃的滋味 數位修復版,2022/05/20,海鵬影業有限公司,MK2 FILMS,3,80,3.90%,"17,025","1,255","272,181"
30,中華民國,給阿媽的一封信,2022/05/20,鹿一電影製作有限公司,鹿一電影製作有限公司,3,72,46.94%,"14,420","2,185","467,520"
31,日本,牛首村,2022/05/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,50,-67.95%,"11,510","5,912","1,401,148"
32,芬蘭,鬼雙胞,2022/05/20,采昌國際多媒體股份有限公司,FILM CONSTELLATION LTD.,2,17,-80.00%,"4,214","2,206","534,074"
33,中華民國,再會啦  白宮,2022/05/20,我希望影像製作股份有限公司,我希望影像製作有限公司,1,3,-91.18%,900,"2,950","660,981"
34,日本,第一人夫,2022/05/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,NIKKATSU CORPORATION,1,2,-80.00%,440,825,"183,074"
35,泰國,淒厲人僧：卡到陰,2022/05/20,水元素文化傳媒有限公司,Five Star Production Company Limited,1,0,-100.00%,0,"2,256","522,004"
36,泰國,愛在暹邏：數位經典版,2022/05/18,光年映畫有限公司,"Sahamongkolfilm International Co.,Ltd.",3,41,-54.44%,"10,415","1,568","402,920"
37,法國,親愛的童伴,2022/05/13,海鵬影業有限公司,MK2 FIMLS,3,57,-20.83%,"12,385","2,035","474,048"
38,日本,輪到你了 劇場版,2022/05/13,天馬行空數位有限公司,Nippon Television Network Corporation,3,32,-60.98%,"8,660","3,215","788,287"
39,南韓,空氣殺人,2022/05/13,采昌國際多媒體股份有限公司,Atrium Productions Kft.,2,31,-6.06%,"7,125","5,428","1,286,488"
