序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,英國,布勒合唱團：直到盡頭,2024/10/04,好威映象有限公司,Altitude Film Sales Limited,18,666,53.10%,"159,098","1,101","265,627"
2,德國,飛鳥總動員,2024/10/04,可樂藝術文創股份有限公司,INDIE SALES COMPANY,30,469,-48.57%,"108,798","1,381","329,949"
3,美國,地獄怪客：歪曲人的詛咒,2024/10/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,76,"4,213",-23.48%,"1,023,142","9,719","2,359,586"
4,南韓,再見，福寶,2024/10/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,91,"42,165",36.73%,"11,332,389","73,003","19,253,186"
5,南韓,當我的指尖觸碰到你的溫度時,2024/10/04,采昌國際多媒體股份有限公司,Kt alpha Co Ltd,24,793,-31.64%,"206,574","1,953","500,979"
6,日本,麵包超人電影版：細菌人與繪本的露露,2024/10/04,曼迪傳播股份有限公司,TMS ENTERTAINMENT CO.  LTD.,32,"1,511",4.93%,"373,993","2,951","736,690"
7,美國,小丑：雙重瘋狂,2024/10/02,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,101,"74,143",-51.05%,"21,031,542","225,611","64,897,142"
8,香港,武替道,2024/09/30,華映國際文創股份有限公司,武替道電影製作有限公司,68,"1,285",-41.38%,"308,030","3,477","881,892"
9,印尼,薇娜：死後七日,2024/09/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,74,"3,977",-54.47%,"1,008,477","20,618","5,219,518"
10,法國,超時空愛殺,2024/09/27,聯影企業股份有限公司,KINOLOGY.,9,228,-45.97%,"56,715","1,049","255,869"
11,蒙古,薩滿男孩,2024/09/27,海鵬影業有限公司,BEST FRIEND FOREVER SPRL,8,159,-65.51%,"35,805","1,055","235,909"
12,美國,千萬別放手,2024/09/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,69,634,-83.30%,"158,467","9,140","2,255,432"
13,日本,在大雪封閉的山莊裡,2024/09/27,可樂藝術文創股份有限公司,Happinet Phantom Studios Corporation,22,450,-56.90%,"112,271","2,816","699,887"
14,中華民國,台北十日,2024/09/27,春暉映像有限公司,兩個人有限公司,4,5,-89.36%,"1,031",93,"20,556"
15,中華民國,雪水消融的季節,2024/09/27,希望影視行銷股份有限公司,羅苡珊##希望影視行銷股份有限公司,19,955,-29.15%,"226,981","4,117","971,705"
16,日本,不朽之櫻,2024/09/27,天馬行空數位有限公司,CULTURE ENTERTAINMENT CO##. LTD,9,117,-67.04%,"26,399","1,019","232,588"
17,南韓,那年夏天，想見妳,2024/09/27,水元素文化傳媒有限公司,PANCINEMA,9,36,-87.88%,"9,595",746,"188,247"
18,南韓,《劇場版 SUPER WINGS：究極加速》,2024/09/27,華藝娛樂股份有限公司,Funny Flux Co.  Ltd.,11,41,-94.61%,"10,498","1,451","377,142"
19,美國,台北追緝令,2024/09/25,采昌國際多媒體股份有限公司,EuropaCorp,96,"25,668",-49.95%,"6,688,828","152,931","40,581,816"
20,中華民國,種土,2024/09/20,牽猴子股份有限公司,無米樂影像工作室##財團法人公共電視文化事業基金會,23,"2,405",9.97%,"527,954","12,276","2,775,613"
21,日本,我變笨了，請多多指教：媽媽 歡迎回來,2024/09/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,3,-90.63%,770,402,"94,229"
22,新加坡,流氓驅魔師,2024/09/20,威視股份有限公司,Oak3 Films Pte. Ltd(松山電影)##Noontalk Media Ltd(午言媒體),28,294,-76.63%,"78,259","10,331","2,579,001"
23,日本,我心裡的太陽,2024/09/20,光年映畫有限公司,CHARADES,14,519,-23.90%,"120,456","3,312","782,482"
24,泰國,可恨的初戀！,2024/09/20,鴻聯國際開發股份有限公司,Sahamongkolfilm International,1,5,-82.14%,980,727,"196,819"
25,日本,我的英雄學院劇場版：You’re Next,2024/09/20,薩摩亞商羚邦(亞洲)有限公司台灣分公司,TOHO Co.  Ltd.,84,"12,648",-6.92%,"3,607,012","91,224","27,148,068"
26,日本,我的一夜騎士,2024/09/20,中影股份有限公司,HI-AX LLP,3,86,-52.75%,"20,250","1,556","394,277"
27,法國,歡迎菜老師,2024/09/20,東昊影業有限公司,LE PACTE,1,1,-98.33%,220,604,"130,683"
28,泰國,惡業,2024/09/20,仲業股份有限公司,Blue River Films Co.  ltd.,6,28,-84.36%,"6,730","1,798","457,381"
29,泰國,屍控戰場,2024/09/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,47,555,-79.42%,"141,815","22,476","5,765,543"
30,比利時,魔女荷莉,2024/09/20,好威映象有限公司,mk2 Films,3,0,-100.00%,0,487,"112,544"
31,南韓,首爾單身日記,2024/09/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,16,139,-79.65%,"33,562","5,797","1,462,529"
32,美國,邪惡勿語,2024/09/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,23,138,-88.05%,"37,966","23,166","6,033,014"
33,義大利,流浪吉普賽,2024/09/13,海鵬影業有限公司,TRUE COLOURS GLORIOUS FILMS SRL,1,8,-86.89%,"1,570","1,386","306,719"
34,挪威,荒野心家園,2024/09/13,佳映娛樂國際股份有限公司,DR Sales,1,2,-84.62%,510,910,"199,479"
35,美國,超完美家政婦,2024/09/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,1,-97.06%,320,"6,602","1,607,066"
36,日本,你的名字。,2024/09/13,車庫娛樂股份有限公司,TOHO CO.  LTD.,70,"4,291",-30.37%,"1,144,955","62,498","16,485,113"
37,南韓,鬼花園 : 詛咒,2024/09/13,香港商甲上娛樂有限公司台灣分公司,K- MOVIE ENTERTAINMENT,6,42,-89.71%,"10,320","13,696","3,529,376"
38,美國,變形金剛：源起,2024/09/13,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,89,"6,348",-59.26%,"1,661,385","127,838","33,907,460"
39,德國,200%小狼人,2024/09/07,原創娛樂股份有限公司,Studio 100 Film GmbH,17,73,-91.74%,"17,113","4,533","1,102,079"
40,中華民國,導演你有病,2024/09/06,牽猴子股份有限公司,子鉅國際有限公司##莎美娜投資股份有限公司##運永投資有限公司##雷宮製作有限公司,2,148,825.00%,"34,040","5,324","1,359,542"
41,泰國,猛鬼大學：邪無止禁,2024/09/06,英屬維京群島商高捷全球開發有限公司 台灣分公司,Sahamongkolfilm International Co.  Ltd.,2,6,-80.00%,"1,500","8,099","2,078,675"
42,越南,湄公河水鬼,2024/09/06,車庫娛樂股份有限公司,V PICTURES CO.  LTD,15,481,-58.92%,"122,904","41,233","10,509,194"
43,美國,陰間大法師 BEETLEJUICE,2024/09/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,14,191,-72.91%,"47,891","44,826","12,493,609"
44,新加坡,小孩不笨3,2024/09/03,華映國際文創股份有限公司,MM2 ENTERTAINMENT,10,407,-17.78%,"103,331","7,822","1,898,767"
45,中華民國,愛情城事,2024/08/30,華映國際文創股份有限公司,有戲娛樂股份有限公司##瘋念有限公司##要有有限公司##雪巴影視股份有限公司##超級娛樂有限公司##鷹美影業有限公司##台灣白令電影有限公司##華映娛樂股份有限公司##絕影股份有限公司##和寬攝影器材有限公司##滿滿額娛樂股份有限公司##台北影業股份有限公司##艾德國際投資股份有限公司##新輝股份有限公司##雲諾運動文教股份有限公司##馬氏影業工作室,1,15,-85.44%,"3,820","26,035","6,795,851"
46,加拿大,國有器官,2024/08/30,台灣新世紀影視股份有限公司,如意影視制作公司(Rooyee Films Production Inc.),5,864,-25.32%,"191,260","2,206","497,870"
47,日本,詭異之家,2024/08/30,車庫娛樂股份有限公司,TOHO CO.  LTD.,1,4,-80.95%,950,"7,502","1,907,772"
48,南韓,變身機長,2024/08/23,車庫娛樂股份有限公司,RELAY MOTION KFT.,5,35,-91.69%,"8,870","47,815","11,910,243"
49,泰國,跳越時空的愛戀,2024/08/23,采昌國際多媒體股份有限公司,Hollywood (Thailand) Co.  Ltd.,8,181,-50.82%,"50,928","19,559","5,127,935"
50,日本,電影蠟筆小新：我們的恐龍日記,2024/08/16,車庫娛樂股份有限公司,ADK EMOTIONS INC.,43,"2,789",-54.57%,"726,597","274,007","69,081,363"
51,中華民國,角頭-大橋頭,2024/08/16,威視股份有限公司,曼尼娛樂投資股份有限公司##影一製作所股份有限公司,75,"3,495",-56.88%,"912,315","842,809","224,070,049"
52,美國,異形：羅穆路斯,2024/08/14,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,37,876,-65.35%,"255,196","354,769","105,630,759"
53,英國,森之聲：猩火燎原,2024/08/11,網銀國際影視股份有限公司,GFM Animation,1,0,-100.00%,0,"6,100","1,485,633"
54,中華民國,鬼才之道,2024/08/07,牽猴子股份有限公司,Sony Pictures International Productions##牽猴子股份有限公司##影一製作所股份有限公司##大慕可可股份有限公司##有戲娛樂股份有限公司##奇幻娛樂國際股份有限公司##一種態度電影股份有限公司,28,"1,342",-40.20%,"360,894","227,964","59,699,309"
55,日本,電影版屁屁偵探：再見親愛的夥伴，屁屁啊,2024/08/02,薩摩亞商雄讚股份有限公司台灣分公司,Toei Animation CO. LTD,1,0,-100.00%,0,"16,072","4,101,454"
56,中華民國,夏日的檸檬草,2024/08/02,威視股份有限公司,百薇國際娛樂股份有限公司##文化內容策進院(聯合出品公司)##滿滿額娛樂股份有限公司(聯合出品公司)##台北影業股份有限公司(聯合出品公司)##阿榮影業股份有限公司(聯合出品公司),1,0,-100.00%,0,"122,891","32,834,117"
57,美國,圈套,2024/08/01,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,27,-22.86%,"4,050","47,939","12,500,580"
58,英國,致英格蘭,2024/07/30,威秀影城股份有限公司,The Royal National Theatre,6,84,"1,300.00%","60,120",413,"291,600"
59,美國,死侍與金鋼狼,2024/07/24,台灣華特迪士尼股份有限公司,BUENA VISTA INTERNATIONAL  INC.,20,353,-70.68%,"105,819","1,058,491","300,998,039"
60,英國,激情年代,2024/07/23,威秀影城股份有限公司,The Royal National Theatre,1,19,-70.77%,"13,400",343,"241,580"
61,日本,驀然回首,2024/07/22,采昌國際多媒體股份有限公司,Avex Pictures Inc.,28,688,-36.41%,"183,372","201,243","54,043,925"
62,美國,龍捲風暴,2024/07/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,925,963.22%,"84,265","302,960","87,193,903"
63,日本,電影哆啦A夢：大雄的地球交響樂,2024/07/12,車庫娛樂股份有限公司,TOHO CO.  LTD.,5,100,-59.18%,"26,102","175,612","43,198,562"
64,中國大陸,前途海量,2024/07/12,仲業股份有限公司,北京愛奇藝科技有限公司##北京水龍吟影視文化有限公司##金華市奶昔映畫影視文化傳媒有限公司##山西電影製片廠（有限公司）##北京金天地影視文化股份有限公司##北京加辣製作影視文化有限公司,1,21,-84.78%,"1,155","1,265","244,026"
65,中華民國,愛的噩夢,2024/07/12,星泰國際娛樂股份有限公司,良人行影業有限公司##台灣大哥大 MyVideo##宏將影業有限公司##聚星文創娛樂事業股份有限公司##樂到家國際娛樂股份有限公司##星泰國際娛樂股份有限公司##華映娛樂股份有限公司,1,30,-23.08%,"5,400","27,431","7,245,738"
66,美國,飛月情海,2024/07/10,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,85,-41.38%,"12,675","17,687","4,309,806"
67,香港,海關戰線,2024/07/05,華映國際文創股份有限公司,英皇影業有限公司##天津閱文影視文化傳媒有限公司##新麗傳媒集團有限公司##上海淘票票影視文化有限公司##北京上獅文化集團有限公司##北京微夢創科網絡技術有限公司##華文映像（北京）影業有限公司##新麗國際傳媒有限公司,3,284,31.48%,"21,735","29,124","7,258,959"
68,丹麥,荒蕪之地．應許之心,2024/07/05,仲業股份有限公司,TRUSTNORDISK APS,1,41,-63.72%,"2,255","4,076","850,896"
69,中華民國,我想和你在一起,2024/07/05,威視股份有限公司,文化內容策進院TAICCA ##寬魚國際股份有限公司##星映電影有限公司##(聯合出品)基翔影視有限公司##(聯合出品)合名實業有限公司##(聯合出品)平天下電影娛樂有限公司,2,142,61.36%,"12,935","39,645","10,335,881"
70,美國,神偷奶爸 4,2024/07/03,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,62,-78.69%,"16,076","672,521","177,457,664"
71,日本,角落小夥伴電影版：奇幻的玩具工廠,2024/06/29,威視股份有限公司,Asmik Ace  Inc.,17,164,14.69%,"43,343","32,307","8,386,488"
72,日本,名偵探柯南 100萬美元的五稜星,2024/06/28,普威爾國際股份有限公司,株式?社?????????????,13,447,-55.30%,"119,597","819,027","218,746,602"
73,中華民國,破浪男女,2024/06/28,原子映象有限公司,壹陸喜喜股份有限公司##原子映象有限公司,2,16,-51.52%,"4,040","61,074","15,696,060"
74,美國,噤界：入侵日,2024/06/26,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,437,-42.12%,"39,940","197,585","54,264,514"
75,南韓,亡命機劫,2024/06/21,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,20,-92.03%,"3,130","68,083","16,869,399"
76,泰國,金孫爆富攻略,2024/06/21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 CO.  LTD.,2,406,-9.98%,"32,230","61,197","15,247,087"
77,英國,黑水巷,2024/06/18,仲業股份有限公司,GEM Entertainment Kft.,2,315,166.95%,"29,610","1,862","401,186"
78,美國,腦筋急轉彎2,2024/06/13,台灣華特迪士尼股份有限公司,BUENA VISTA INTERNATIONAL  INC.,14,567,-43.30%,"134,916","1,921,658","513,091,472"
