序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,電影版 99.9 不可能的翻案,2022/05/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,48,"3,332",-10.41%,"810,908","7,051","1,702,402"
2,中華民國,教練,2022/05/27,佳映娛樂國際股份有限公司,"想映電影有限公司,佳映娛樂國際股份有限公司",10,852,95.41%,"191,349","2,163","477,339"
3,中華民國,費爾的旅程,2022/05/27,瀚草文創事業股份有限公司,陳勇瑞,10,652,-38.95%,"150,033","1,720","393,282"
4,法國,好好說再見,2022/05/27,中影股份有限公司,STUDIOCANAL,14,476,27.27%,"102,040",850,"183,710"
5,中華民國,還孩子做自己,2022/05/27,車庫娛樂股份有限公司,後場音像紀錄工作室有限公司,6,299,130.00%,"47,900",429,"68,570"
6,法國,藍色是最溫暖的顏色,2022/05/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,198,22.98%,"46,837",359,"84,931"
7,美國,捍衛戰士: 獨行俠,2022/05/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,96,"508,795",73.74%,"142,244,324","801,651","223,663,806"
8,南韓,犯罪都市2,2022/05/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,65,"9,906",-28.31%,"2,334,776","37,356","8,832,949"
9,日本,牛首村,2022/05/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,45,"1,014",-54.37%,"239,370","5,706","1,353,294"
10,泰國,淒厲人僧：卡到陰,2022/05/20,水元素文化傳媒有限公司,Five Star Production Company Limited,38,321,-60.90%,"74,504","2,203","509,569"
11,伊朗,櫻桃的滋味 數位修復版,2022/05/20,海鵬影業有限公司,MK2 FILMS,14,296,-35.09%,"64,105","1,098","238,636"
12,芬蘭,鬼雙胞,2022/05/20,采昌國際多媒體股份有限公司,FILM CONSTELLATION LTD.,30,197,-76.85%,"47,776","2,104","510,610"
13,俄羅斯,逃出封鎖線,2022/05/20,可樂藝術文創股份有限公司,Central Partnership Sales House,27,191,-67.24%,"44,094","1,697","384,998"
14,伊朗,風帶著我來 數位修復版,2022/05/20,海鵬影業有限公司,MK2 FILMS,13,188,-45.19%,"41,897",769,"167,081"
15,中華民國,再會啦  白宮,2022/05/20,我希望影像製作股份有限公司,我希望影像製作有限公司,11,133,-46.15%,"30,796","2,913","651,807"
16,中華民國,給阿媽的一封信,2022/05/20,鹿一電影製作有限公司,鹿一電影製作有限公司,13,109,-57.09%,"25,667","2,064","441,505"
17,日本,第一人夫,2022/05/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,NIKKATSU CORPORATION,15,103,-69.07%,"22,760",813,"180,314"
18,芬蘭,孵魔,2022/05/20,捷傑有限公司,Wild Bunch International,15,78,-68.55%,"17,387",676,"162,080"
19,法國,安妮詩快跑,2022/05/20,聯影企業股份有限公司,BE FOR FILMS,6,44,-68.35%,"10,760",320,"72,159"
20,美國,公共圖書館員,2022/05/20,輝洪開發股份有限公司,CAPSTONE GLOBAL CORP,4,34,-76.71%,"7,110",579,"128,487"
21,美國,最後的生存者,2022/05/20,原創娛樂股份有限公司,Vertical Entertainment,4,14,-81.82%,"3,540",186,"43,595"
22,泰國,愛在暹邏：數位經典版,2022/05/18,光年映畫有限公司,"Sahamongkolfilm International Co.,Ltd.",16,193,-59.20%,"51,556","1,437","369,325"
23,泰國,猛鬼大學：第2學期,2022/05/13,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Sahamongkolfilm International Co.,Ltd.",27,452,-42.57%,"105,293","7,410","1,742,040"
24,日本,輪到你了 劇場版,2022/05/13,天馬行空數位有限公司,Nippon Television Network Corporation,11,242,-45.86%,"59,219","3,101","757,998"
25,南韓,空氣殺人,2022/05/13,采昌國際多媒體股份有限公司,Atrium Productions Kft.,18,218,-64.72%,"50,212","5,364","1,272,053"
26,日本,鹿王,2022/05/13,木棉花國際股份有限公司,KADOKAWA CORPORATION,16,195,-58.51%,"47,687","3,059","745,010"
27,法國,親愛的童伴,2022/05/13,海鵬影業有限公司,MK2 FIMLS,8,206,-43.09%,"46,840","1,906","445,288"
28,日本,漁港的肉子,2022/05/13,傳影互動股份有限公司,"Free Stone Productions Co.,LTD.",13,167,-56.51%,"40,080","2,906","684,781"
29,瑞士,阿哈：帶我走,2022/05/13,造次文化有限公司,First Hand Films,6,95,-55.19%,"22,555","1,188","275,275"
30,英國,鯊顫,2022/05/13,威視股份有限公司,ALTITUDE FILM SALES LIMITED,12,48,-73.91%,"11,195","3,381","791,358"
31,伊朗,我不是英雄,2022/05/13,車庫娛樂股份有限公司,MEMENTO FILMS INTERNATIONAL,4,35,-65.35%,"7,865",976,"214,966"
32,德國,詭棋,2022/05/13,華映娛樂股份有限公司,"Error 404 Productions, Limited,優橝文化傳媒有限公司",5,16,-79.75%,"4,367","2,363","548,818"
33,南韓,死亡預報,2022/05/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,6,10,-93.51%,"2,430","3,032","706,602"
34,中華民國,格瑞特真相,2022/05/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,法務部調查局,3,4,-60.00%,920,269,"59,957"
35,中國大陸,你好，李煥英,2022/05/06,車庫娛樂股份有限公司,"喀什嘉視文化傳媒有限公司,上海復逸文化傳播有限公司,北京光彩紀行文化發展有限公司,冠宇影業(北京)有限公司,嘲風影業(北京)有限責任公司,北京匠紫文化傳媒有限公司,上海貓眼影業有限公司,北京國盾影視傳媒有限公司,華誼兄弟電影有限公司,深圳二狐文化產業發展有限公司,聯瑞(上海)影業有限公司,安徽舒茶九一六影視傳媒有限公司,浙江橫店影業有限公司,天津摩天輪文化傳媒有限公司,中國電影股份有限公司,阿里巴巴影業(北京)有限公司,北京大碗娛樂文化傳媒有限公司,新麗傳媒集團有限公司,北京精彩時間文化傳媒有限公司,天津貓眼微影文化傳媒有限公司,上海儒意影視制作有限公司,北京京西文化旅遊股份有限公司,華文映像(北京)影業有限公司,北京入海時網路科技有限公司",4,28,-50.00%,"6,700","2,443","569,143"
36,香港,邊緣行者,2022/05/06,車庫娛樂股份有限公司,"愛奇藝影業(北京)有限公司,愛奇藝電影集團香港有限公司,北京風和向日葵影業有限公司,廈門恒業影業有限公司,大足國際文化傳媒有限公司",1,2,-91.30%,360,"1,288","303,724"
37,美國,奇異博士2：失控多重宇宙,2022/05/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,"52,834",-19.00%,"13,211,086","880,444","232,400,618"
38,中華民國,售命,2022/04/29,老頑童娛樂有限公司,"老頑童娛樂有限公司,太極影音科技股份有限公司,鹿橋文化事業股份有限公司",7,37,68.18%,"8,819","17,625","3,230,493"
39,美國,記憶殺神,2022/04/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",4,34,-52.11%,"7,561","17,583","4,105,910"
40,美國,死間行動,2022/04/29,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,16,-51.52%,"3,825","8,344","1,908,143"
41,日本,燃燒的劍,2022/04/29,采昌國際多媒體股份有限公司,"Toho Co.,Ltd.",2,5,-86.84%,"1,120","3,769","856,896"
42,美國,媽的多重宇宙,2022/04/22,薩摩亞商雄讚股份有限公司台灣分公司,A24 INTERNATIONAL LLC,86,"10,884",-19.13%,"2,726,917","263,556","65,221,190"
43,香港,重慶森林 4K數位修復版,2022/04/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Jet Tone Films Limited,7,330,-5.17%,"80,162","11,057","2,956,417"
44,美國,超吉任務,2022/04/22,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,4,54,-59.09%,"12,464","33,101","7,773,688"
45,日本,急急復雞雞,2022/04/22,華映娛樂股份有限公司,Avex Picture Inc.,1,38,0.00%,"6,080","4,489","1,028,903"
46,中國大陸,奪冠,2022/04/22,香港商甲上娛樂有限公司台灣分公司,"芳草地影視（北京）有限公司,浙江橫店影業有限公司 ,霍爾果斯金逸影業有限公司 ,無限頻率影視有限公司,北京完美影視傳媒有限責任公司,天津天影電影製片有限公司 ,東海電影集團有限公司,耳東文化（北京）有限公司,北京世紀蜘蛛文化傳播有限公司,北京歌亞時代投資管理有限公司  ,天津磨鐵娛樂有限公司 ,上海複逸文化傳播有限公司 ,西咸新區秦漢野馬文化產業發展有限公司  ,盛耀蔚萊（北京）國際文化發展有限公司 ,嘉映影業有限公司  ,北京嘉映文化傳媒有限公司  ,天下一電影製作有限公司,天津貓眼微影文化傳媒有限公司,好孩子制作有限公司,上海三次元影業有限公司 ,我們製作有限公司,北京嘉映春天影業有限公司 ,華夏電影發行有限責任公司,歡喜傳媒集團有限公司,阿里巴巴影業（北京）有限公司,聯瑞（上海）影業有限公司,中國電影股份有限公司,喀什嘉映文化傳媒有限公司 ,峨眉電影集團有限公司,文投控股股份有限公司,浙江省文化產業投資集團有限公司,上海拾谷影業有限公司 ,漢鼎宇佑傳媒科技有限公司 ,中央紀委中國方正出版社,拍拍文化傳媒（無錫）有限公司,邵氏兄弟國際影業有限公司,浙江影視（集團）有限公司 ,亞博思文化傳媒（北京）有限公司",1,1,-94.74%,230,728,"162,103"
47,法國,屠女養成記,2022/04/15,原創娛樂股份有限公司,Other Angle Pictures,2,16,-73.77%,"2,510",487,"102,502"
48,美國,怪獸與鄧不利多的秘密,2022/04/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,73,"4,434",2.00%,"1,121,287","472,756","123,383,850"
49,日本,電影版 如果30歲還是處男，似乎就能成為魔法師,2022/04/08,車庫娛樂股份有限公司,TV TOKYO CORPORATION,8,302,-52.81%,"75,405","45,216","10,906,937"
50,美國,失落謎城,2022/04/08,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,31,-24.39%,"7,176","94,520","23,047,895"
51,日本,那些得不到保護的人,2022/04/08,鴻聯國際開發股份有限公司,"Shochiku Co.,Ltd.",1,41,192.86%,"6,560","3,552","806,954"
52,日本,假面騎士劇場版　對決！超越新世代,2022/04/08,木棉花國際股份有限公司,Animation Entertainment Ltd.,1,7,700.00%,"1,510","4,857","1,167,619"
