序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,GUCCI：豪門謀殺案,2022/01/07,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,88,"22,125",27.03%,"5,655,145","39,542","10,164,612"
2,日本,名偵探柯南：大怪獸哥梅拉VS假面超人,2022/01/07,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,58,"5,562",-14.99%,"1,320,471","12,105","2,884,102"
3,俄羅斯,鬼保母,2022/01/07,車庫娛樂股份有限公司,CENTRAL PARTNERSHIP SALES HOUSE,26,"2,108",-15.24%,"501,628","4,595","1,103,574"
4,美國,看不見的殺機,2022/01/07,采昌國際多媒體股份有限公司,Elle Driver,36,"1,537",-26.84%,"353,335","3,638","837,592"
5,中華民國,沒有人該成為孤島,2022/01/07,華映娛樂股份有限公司,財團法人彩晶文教基金會,13,"1,347",-63.12%,"280,760","5,173","1,174,954"
6,美國,危城行動,2022/01/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,38,676,-31.02%,"144,551","1,656","369,121"
7,法國,天堂計劃,2022/01/07,天馬行空數位有限公司,Playtime,15,569,24.78%,"121,005","1,025","219,588"
8,日本,鳩的擊退法,2022/01/07,中影股份有限公司,"松竹 株式會社 Shochiku Co.,Ltd",19,446,-7.85%,"100,553",930,"207,949"
9,德國,鄰危不亂,2022/01/07,本萃電影有限公司,Beta Cinema GmbH,11,262,-1.13%,"55,910",527,"110,319"
10,德國,人性遊戲,2022/01/07,友璽影音股份有限公司,KARNAVAS-KONTOVRAKIS KAI SIA OE/Heretic,4,100,63.93%,"21,575",161,"34,300"
11,美國,不可侵犯：溫斯坦性醜聞,2022/01/07,車庫娛樂股份有限公司,EMBANKMENT FILMS LIMITED,4,22,-15.38%,"5,210",48,"11,270"
12,美國,魔鬼剋星：未來世,2021/12/31,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,91,"4,863",-62.62%,"1,141,127","41,185","9,687,401"
13,美國,金牌特務：金士曼起源,2021/12/30,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",99,"82,245",-47.64%,"20,616,527","504,922","127,453,684"
14,美國,阿達一族 2,2021/12/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,84,"1,801",-51.47%,"420,123","18,874","4,449,711"
15,加拿大,麥特與麥斯,2021/12/30,好威映象有限公司,Seville International,12,"1,009",-45.61%,"232,662","4,894","1,108,005"
16,法國,鈦,2021/12/30,光年映畫有限公司,WILD BUNCH INTERNATIONAL,12,788,-52.47%,"179,137","4,472","1,049,876"
17,南韓,緣來大飯店,2021/12/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,34,500,-74.91%,"119,712","7,764","1,874,428"
18,日本,劇場版信號：長期未解決事件搜查班,2021/12/30,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,6,40,-83.47%,"10,150",765,"183,375"
19,德國,騎趣環世界,2021/12/30,聯影企業股份有限公司,Busch Medie Group GmbH & Co. KG,4,46,-58.18%,"8,505",320,"66,115"
20,日本,在車上,2021/12/25,東昊影業有限公司,The Match Factory GmbH,1,384,0.00%,"137,177","1,090","309,947"
21,中國大陸,郊區的鳥,2021/12/25,前景娛樂有限公司,"北京果實創想影視文化有限公司,上海魁颯影業有限公司",8,52,0.00%,"12,511",55,"13,116"
22,中華民國,噩兆,2021/12/24,車庫娛樂股份有限公司,"車庫娛樂股份有限公司,映象工廠有限公司,Arthur Film  아더필름(주)",41,"2,881",-62.88%,"696,862","63,240","15,612,017"
23,中華民國,一杯熱奶茶的等待,2021/12/24,台北双喜電影發行股份有限公司,"一杯熱奶茶影視有限公司,華文創股份有限公司,金贊實業有限公司,滾動力股份有限公司,中環國際娛樂事業股份有限公司,天立揚製片有限公司,愷聯資本有限公司,益康顧問有限公司,大瀚國際開發股份有限公司,盛青陽娛樂製作股份有限公司",42,"2,158",-45.01%,"527,641","35,084","8,605,030"
24,泰國,2gether電影版：只因我們天生一對,2021/12/24,威視股份有限公司,GMM TV COMPANY LIMITED,17,517,-75.02%,"127,434","12,195","3,177,468"
25,中華民國,不想一個人,2021/12/24,一條龍虎豹國際娛樂有限公司,"波谷影片有限公司,一條龍虎豹國際娛樂有限公司,上海啟李廣告有限公司,捌捌玖電影股份有限公司",5,184,-65.41%,"45,814","6,597","1,660,202"
26,南韓,引言,2021/12/24,可樂藝術文創股份有限公司,"FINECUT CO.,LTD.",1,51,-56.78%,"10,825",590,"124,775"
27,美國,駭客任務：復活,2021/12/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,95,"6,351",-58.74%,"1,554,895","201,253","52,570,169"
28,中華民國,尋找神話之鳥,2021/12/17,采昌國際多媒體股份有限公司,鴻奇文化事業有限公司,6,844,-9.05%,"169,090","9,796","2,104,289"
29,英國,愛上費加洛,2021/12/17,中影股份有限公司,WESTEND FILMS LTD,2,27,-82.69%,"5,840","1,588","341,269"
30,日本,電影 K-ON！輕音部,2021/12/17,向洋影業有限公司,"Tokyo Broadcasting System Television,Inc.",1,6,-86.67%,"1,400","3,241","820,698"
31,日本,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,2021/12/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,4,-77.78%,940,"1,075","260,067"
32,美國,蜘蛛人：無家日,2021/12/15,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,99,"50,693",-46.92%,"12,963,578","1,869,599","474,130,533"
33,美國,法蘭西特派週報,2021/12/10,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",9,"1,102",-38.19%,"259,991","37,705","9,193,161"
34,日本,寶可夢：皮卡丘與可可的冒險,2021/12/10,曼迪傳播有限公司,The Pokémon Company,6,157,-43.32%,"34,555","17,103","3,830,658"
35,美國,大紅狗克里弗,2021/12/10,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,7,-80.56%,"1,665","18,986","4,426,775"
36,日本,GIVEN~被贈與的未來 劇場版：反面的存在,2021/12/09,水元素文化傳媒有限公司,SPO Entertainment Inc.,12,65,-61.08%,"10,600","6,170","991,020"
37,中華民國,美國女孩,2021/12/03,水花電影股份有限公司,"水花電影股份有限公司,寰亞電影製作有限公司,杰威爾音樂有限公司,G.H.Y. Culture & Media (Singapore)",13,"1,320",-35.77%,"304,879","78,432","18,630,223"
38,丹麥,《爆裂戰警》,2021/12/03,光年映畫有限公司,CHARADES,2,99,5.32%,"11,120","1,525","309,921"
39,日本,偶然與想像,2021/11/26,東昊影業有限公司,m-appeal,8,556,-24.76%,"134,331","13,646","3,196,409"
40,美國,魔法滿屋,2021/11/26,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",11,541,-29.37%,"119,882","108,743","25,813,805"
41,中華民國,魔法阿媽 4K數位修復版,2021/11/26,車庫娛樂股份有限公司,稻田電影工作室有限公司,1,78,-85.50%,"17,160","14,909","3,540,738"
42,法國,破碎的琴鍵,2021/11/26,天馬行空數位有限公司,INDIE SALES COMPANY,1,30,0.00%,"4,800",580,"113,815"
43,日本,Fate/Grand Order -終局特異點 冠位時間神殿所羅門-,2021/11/26,曼迪傳播有限公司,Aniplex Inc.,1,13,-23.53%,"3,470","21,289","5,359,779"
44,美國,惡靈古堡首部曲：拉昆市,2021/11/26,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,4,-90.24%,"1,060","194,785","48,046,267"
45,中華民國,月老,2021/11/24,麻吉砥加電影有限公司,"麻吉砥加電影有限公司,禾豐九路娛樂有限公司,良人行影業有限公司,居爾一拳有限公司,樂到家國際娛樂股份有限公司,聚星文創娛樂事業股份有限公司,國賓影城股份有限公司,能率影業股份有限公司,HIVE FILMWORKS INC.",93,"16,728",-36.55%,"4,053,207","1,042,492","252,998,225"
46,日本,我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～,2021/11/23,木棉花國際股份有限公司,Aniplex Inc.,1,7,-72.00%,"1,790","14,936","3,697,863"
