序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,南韓,超完美暗殺隊,2024/06/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,77,"5,801",-8.86%,"1,397,534","12,166","2,938,305"
2,中華民國,千禧曼波,2024/06/07,東昊影業有限公司,三三電影製作有限公司,22,"5,016",35.60%,"1,221,097","8,715","2,318,114"
3,日本,星之聲,2024/06/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,65,"1,150",-23.33%,"181,420","2,650","418,275"
4,日本,春畫先生,2024/06/07,光年映畫有限公司,CULTURE ENTERTAINMENT CO.  LTD.,22,949,51.60%,"208,006","1,575","346,781"
5,印尼,鬼咧號,2024/06/07,威視股份有限公司,MVP Pictures (PT Tripar Multivision Plus Tbk),68,"11,140",-5.02%,"2,802,302","22,869","5,774,285"
6,美國,窺探者,2024/06/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,85,"7,818",10.05%,"2,038,264","14,922","3,891,380"
7,中華民國,睏寐之際,2024/06/05,牽猴子股份有限公司,大照國際影像有限公司,8,131,-47.39%,"30,594",380,"82,255"
8,法國,明天我就不幹了！,2024/06/03,天馬行空數位有限公司,FRANCE TELEVISIONS DISTRIBUTION,13,683,24.64%,"153,638","1,231","279,597"
9,日本,刀劍亂舞 迴 -虛傳 燃燒的本能寺- 【後篇】,2024/06/02,天馬行空數位有限公司,Marvelous Inc.,18,768,0.00%,"192,842","1,039","312,082"
10,美國,加菲貓：農場大冒險,2024/6/7,網銀國際影視股份有限公司,Sony Pictures Releasing,92,"24,916",7.21%,"6,192,546","48,517","12,037,952"
11,美國,失憶殺神,2024/05/31,采昌國際多媒體股份有限公司,FILM ## TV HOUSE LIMITED,50,484,-75.53%,"128,036","6,090","1,449,503"
12,英國,嗜殺路人甲,2024/05/31,薩摩亞商雄讚股份有限公司台灣分公司,Lions Gate International (UK) Limited,31,168,-85.55%,"42,573","2,995","785,669"
13,南韓,她死了,2024/05/31,車庫娛樂股份有限公司,RELAY MOTION KFT.,59,"2,079",-52.39%,"527,001","10,699","2,643,695"
14,美國,絕地戰警：生死與共,2024/6/5,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,94,"96,425",-6.46%,"26,259,907","200,239","55,028,774"
15,美國,當殺手戀愛時,2024/05/31,車庫娛樂股份有限公司,RELAY MOTION KFT.,70,"2,021",-63.03%,"509,240","14,334","3,587,268"
16,日本,那日清晨真令人感到空虛,2024/05/31,捷傑有限公司,Ippo Inc.,4,66,-75.65%,"17,245",615,"155,815"
17,中華民國,環南時候,2024/05/31,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,臺北市政府文化局##臺北市市場處##李鼎國際文化有限公司,24,594,-56.80%,"146,545","3,472","852,623"
18,美國,怒火狂猴,2024/05/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,78,651,-73.08%,"177,291","6,778","1,660,065"
19,日本,波紋,2024/05/30,政駒實業有限公司,Hakuhodo DY music ## pictures Inc.,15,303,-57.80%,"65,601","1,684","370,314"
20,土耳其,遠方 數位修復版,2024/05/24,燕翼企業有限公司,NBC Film,1,59,-10.61%,"12,490",340,"70,250"
21,加拿大,愛情本性論,2024/05/24,好威映象有限公司,mk2 Films,3,51,-64.34%,"12,540","1,298","287,472"
22,印尼,鬼舞村：詛咒起源,2024/05/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,39,"1,526",-61.14%,"410,068","26,361","6,738,301"
23,法國,再見哥雅：卡葉爾與布紐爾的最後巡禮,2024/05/24,海鵬影業有限公司,RESERVOIR DOCS,9,172,-59.24%,"34,880",913,"179,514"
24,丹麥,蘇維埃巴士站,2024/05/24,輝洪開發股份有限公司,DR Sales,1,114,-45.19%,"26,790",938,"218,124"
25,中華民國,她說,2024/05/24,吉光日和電影有限公司,吉光日和電影有限公司,3,53,-58.59%,"12,260","1,137","262,910"
26,美國,芙莉歐莎：瘋狂麥斯傳奇篇章,2024/05/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,96,"16,499",-41.95%,"4,587,058","181,764","52,065,030"
27,中華民國,夏日的文化洋行,2024/05/21,異象國際傳播有限公司,異象國際傳播有限公司,2,247,-7.49%,"57,750","1,295","293,770"
28,日本,刀劍亂舞 迴 -虛傳 燃燒的本能寺- 【前篇】,2024/05/19,天馬行空數位有限公司,Marvelous Inc.,16,181,-49.44%,"46,308","3,667","1,008,722"
29,中華民國,八戒,2024/05/18,兔子創意股份有限公司,兔子創意股份有限公司##砌禾數位動畫股份有限公司##台灣大哥大MyVideo##合影視有限合夥,90,"8,331",-33.87%,"2,044,921","37,573","9,253,942"
30,義大利,如果可以再死一次,2024/05/17,海鵬影業有限公司,TRUE COLOURS glorious films S.r.l.,5,165,15.38%,"39,568","1,998","445,095"
31,日本,鴉色刑事組電影版,2024/05/17,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,2,19,-72.06%,"4,720","2,699","623,354"
32,英國,小熊維尼2：噬血維尼,2024/05/17,可樂藝術文創股份有限公司,PREMIERE ENTERTAINMENT GROUP LLC,2,13,-80.60%,"3,190","2,569","654,155"
33,日本,BLOODY ESCAPE：地獄的逃走劇,2024/05/17,采昌國際多媒體股份有限公司,Dentsu Anime Solutions Inc.,2,5,-75.00%,"1,045","1,204","286,105"
34,美國,幻幻之交,2024/05/11,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,45,"1,318",-57.21%,"352,841","43,253","11,075,591"
35,泰國,鬼妻塚,2024/05/10,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,4,-86.21%,945,"10,962","2,713,192"
36,美國,猩球崛起：王國誕生,2024/05/08,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,86,"12,064",-39.94%,"3,157,460","363,583","97,792,625"
37,中國大陸,熊出沒．伴我“熊芯”,2024/05/07,飛擎國際視聽有限公司,Fantawild Animation Inc.##浙江横店影業有限公司##中國電影股份有限公司##萬達電影股份有限公司##霍爾果斯聯瑞木馬影視傳媒有限公司##方特影業投資有限公司##天津貓眼微影文化傳媒有限公司##海南禾光影業有限公司##上海華策電影有限公司##之江電影集團有限公司##北京耀影電影發行有限公司##北京國影縱横電影發行有限公司##抖音文化（廈門）有限公司##中視金橋文化發展（北京）有限公司##北京微夢創科網絡技術有限公司 ##北京長城沃美電影院線有限公司##完美世界院線有限公司##上海環路影視文化有限公司##海南虞安投資有限公司,3,12,-62.50%,"2,680","2,534","600,672"
