序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,超市之女,2023/08/20,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",1,172,186.67%,"36,235",232,"49,265"
2,日本,民暴之女,2023/08/20,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",1,28,-53.33%,"5,450",88,"17,885"
3,日本,女稅務員2,2023/08/19,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",1,88,87.23%,"17,195",135,"26,505"
4,日本,女稅務員,2023/08/19,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",1,141,90.54%,"28,665",215,"44,050"
5,日本,鴻運女,2023/08/19,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",1,28,-20.00%,"5,725",63,"12,885"
6,俄羅斯,雪后奇緣,2023/08/18,原創娛樂股份有限公司,Luminescence Kft.,41,"4,277",-3.91%,"966,958","8,728","1,988,187"
7,法國,我和喵喵的冒險旅行,2023/08/18,水元素文化傳媒有限公司,ORANGE STUDIO,15,436,-4.80%,"100,355",894,"204,501"
8,日本,千輝同學未免甜得過火,2023/08/18,天馬行空數位有限公司,"Shochiku Co., Ltd.",20,545,-30.31%,"135,199","1,327","327,301"
9,美國,我的藍莓夜,2023/08/18,車庫娛樂股份有限公司,STUDIOCANAL S.A.S.,11,157,49.52%,"36,348",262,"60,773"
10,美國,喜幹會,2023/08/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,51,"2,778",10.72%,"679,221","5,287","1,296,589"
11,日本,來自雪國的遺書,2023/08/18,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",18,"1,484",-11.82%,"338,760","3,167","730,768"
12,日本,呼叫愛美子,2023/08/18,捷傑有限公司,Harvest Film,12,365,-11.41%,"80,207",777,"171,574"
13,美國,復仇狗聯盟,2023/08/18,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,78,"6,649",5.74%,"1,648,940","12,937","3,222,062"
14,南韓,逃出寧靜海,2023/08/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"11,195",-8.51%,"2,832,169","23,431","6,051,447"
15,美國,藍甲蟲,2023/08/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"44,885",-22.61%,"11,532,037","102,883","26,857,789"
16,日本,四月物語：數位修復版,2023/08/16,光年映畫有限公司,Rockwell Eyes Inc.,13,967,73.61%,"221,226","1,524","348,038"
