序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,史賓賽,2021/11/05,車庫娛樂股份有限公司,RELAY MOTION KFT.,48,"6,703",13.71%,"1,620,033","12,598","3,082,735"
2,日本,嵐 5x20演唱會電影～回憶全記錄～,2021/11/05,大鴻藝術股份有限公司,J Storm,13,"4,124",-39.55%,"1,590,975","10,946","4,540,165"
3,中華民國,地球迷航,2021/11/05,星泰國際娛樂股份有限公司,"我們之間影像製作有限公 司,社團法人多寶格藝術發展協會",27,"1,183",-54.55%,"269,146","3,929","898,125"
4,荷蘭,是誰得手林布蘭？,2021/11/05,海鵬影業有限公司,Cinephil-Philippa Kowarsky Productions Ltd,15,599,16.31%,"124,085","1,114","233,235"
5,加拿大,寄身殺手,2021/11/05,車庫娛樂股份有限公司,ARCLIGHT FILMS INTERNATIONAL PTY LTD.,27,496,-14.92%,"113,462","1,079","253,078"
6,中華民國,在他的獎牌中迷惘,2021/11/05,車庫娛樂股份有限公司,後場音像紀錄工作室有限公司,7,606,115.66%,"96,590",887,"141,470"
7,日本,總編的復仇,2021/11/05,可樂藝術文創股份有限公司,"Shochiku Co.,Ltd.",10,156,-11.86%,"36,075",333,"76,959"
8,美國,永恆族,2021/11/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",98,"289,837",-25.94%,"77,202,500","681,203","180,630,762"
9,中華民國,瀑布,2021/10/29,本地風光電影股份有限公司,"本地風光電影股份有限公司,氧氣電影有限公司,鏡文學股份有限公司,三皇生物科技股份有限公司,百聿數碼創意股份有限公司,華映娛樂股份有限公司",88,"18,856",-27.46%,"4,454,489","72,134","17,297,655"
10,日本,我的英雄學院劇場版：世界英雄任務,2021/10/29,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",76,"10,368",-42.35%,"2,515,942","50,074","12,235,065"
11,美國,天兵阿榮,2021/10/29,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",77,"4,798",-53.91%,"1,104,270","24,046","5,706,695"
12,南韓,金派特務,2021/10/29,威視股份有限公司,"KT HITEL CO.,LTD.",41,"1,323",-66.24%,"309,675","10,710","2,533,438"
13,中華民國,老鷹之手,2021/10/29,海之眼影像工作室,海之眼影像工作室,17,"1,134",-48.15%,"255,892","4,789","1,061,210"
14,中華民國,廢棄之城,2021/10/29,影一製作所股份有限公司,"影一製作所股份有限公司,遊戲橘子數位科技股份有限公司,財團法人臺中市影視發展基金會",32,876,-57.14%,"188,525","5,849","1,361,455"
