序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,法國,烈火少女,2022/07/23,捷傑有限公司,"ACE HOLDINGS, S.À R.L",13,325,190.18%,"75,159",437,"103,159"
2,南韓,非常殺手,2022/07/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,51,"3,565",-24.79%,"845,560","8,305","1,986,731"
3,泰國,鬼單眼,2022/07/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,29,"2,470",-13.61%,"597,045","5,329","1,293,521"
4,香港,闔家辣,2022/07/22,香港商甲上娛樂有限公司台灣分公司,"金銀島製作有限公司,天下一電影製作有限公司,寰亞電影製作有限公司,香港電影發展基金",25,847,6.54%,"200,817","1,642","391,643"
5,中國大陸,于堇：蘭心大劇院,2022/07/22,峻龍國際有限公司,"北京千易時代文化傳媒有限公司,霍爾果斯佰安影業有限公司,浙江天意影視有限公司,伊犁卓然影業有限公司,霍爾果斯聚合影聯文化傳媒有限公司,上海千易源文化傳媒有限公司,凡魚傳媒(北京)有限公司,上海依英影視傳媒有限公司",11,708,27.11%,"154,340","1,265","276,975"
6,中華民國,徘徊年代,2022/07/22,光元體影藝有限公司,"光元體影藝有限公司,傳影互動股份有限公司",16,654,13.74%,"147,846","1,977","451,325"
7,香港,七人樂隊,2022/07/22,華映娛樂股份有限公司,"寰亞電影製作有限公司,中影寰亞音像製品有限公司,星光聯盟影業無錫有限公司,8028控股有限公司,北京真之影文化傳媒有限公司",22,541,-28.25%,"124,959","1,295","296,553"
8,芬蘭,當女孩戀愛時,2022/07/22,光年映畫有限公司,LevelK ApS,15,419,-8.71%,"92,230",878,"193,940"
9,日本,偷情連載中,2022/07/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,NIKKATSU CORPORATION,16,360,-0.28%,"79,270",721,"158,589"
10,義大利,洞,2022/07/22,好威映象有限公司,Société Parisienne de Production SARL,8,288,5.49%,"61,540",561,"120,049"
11,日本,只是現在不走運而已,2022/07/22,天馬行空數位有限公司,GAGA Corporation,10,226,19.58%,"48,055",415,"89,051"
12,美國,喜悅：達賴喇嘛遇見屠圖主教,2022/07/22,佳映娛樂國際股份有限公司,"ro*co films international, llc",1,112,-25.33%,"28,000",262,"61,000"
13,捷克,浪浪回家路,2022/07/22,原創娛樂股份有限公司,S-MEDIA.TV s.r.o.,8,111,-43.65%,"25,078",308,"72,383"
