序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,微笑,2022/09/30,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,92,"32,612",79.99%,"8,128,769","50,731","12,653,633"
2,南韓,樂透大作戰,2022/09/30,采昌國際多媒體股份有限公司,Atrium Productions Kft.,81,"25,806",72.40%,"6,296,119","40,775","9,943,475"
3,南韓,行動代號：狼狩獵,2022/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,65,"14,608",9.51%,"3,431,531","27,947","6,586,308"
4,美國,刀鋒劍客,2022/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,55,"1,720",-13.04%,"406,962","3,698","877,467"
5,法國,正發生,2022/09/30,好威映象有限公司,Wild Bunch International,18,"1,360",98.83%,"309,254","2,044","463,292"
6,法國,小獅子王,2022/09/30,中影股份有限公司,PATHE FILMS S.A.S.,29,842,-15.29%,"183,637","1,836","414,079"
7,香港,心裏美,2022/09/30,華映娛樂股份有限公司,"心裏美電影有限公司,偉新教育基金有限公司",18,107,27.38%,"23,613",191,"42,341"
8,美國,阿凡達,2022/09/23,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",71,"7,820",-44.05%,"2,938,357","34,744","12,601,401"
9,日本,破案天才伽利略：沉默的遊行,2022/09/23,威視股份有限公司,PONY CANYON INC.,47,"4,679",-44.74%,"1,189,325","21,591","5,464,532"
10,日本,特『刀劍亂舞-花丸-』～華之卷～,2022/09/23,天馬行空數位有限公司,Marvelous Inc.,20,916,-21.31%,"233,643","3,317","840,668"
11,香港,飯戲攻心,2022/09/23,華映娛樂股份有限公司,"安樂影片有限公司,萬誘引力乙有限公司,天下一電影製作有限公司",27,777,-44.54%,"193,463","3,506","862,447"
12,比利時,怪胎英雄：奇克探險記,2022/09/23,木棉花國際股份有限公司,NWAVE PICTURES,32,853,-17.58%,"190,056","3,873","897,704"
13,美國,毛骨悚然：惡魔重生,2022/09/23,車庫娛樂股份有限公司,RELAY MOTION KFT.,47,617,-78.48%,"148,074","7,910","1,921,501"
14,法國,死噬,2022/09/23,采昌國際多媒體股份有限公司,KINOLOGY,33,217,-82.79%,"48,470","3,474","833,483"
15,香港,美少年之戀,2022/09/23,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,花生映社有限公司,6,113,-11.02%,"26,926",400,"95,928"
16,法國,拆彈倒數30分鐘,2022/09/23,仲業股份有限公司,wide,18,120,-83.03%,"25,835","1,866","398,961"
17,英國,性愛成癮的男人,2022/09/23,車庫娛樂股份有限公司,RELAY MOTION KFT.,8,106,-76.07%,"24,200",874,"198,230"
18,越南,迷霧中的孩子,2022/09/23,前景娛樂有限公司,CAT&Docs,5,100,-69.14%,"24,175",674,"158,580"
19,法國,消失的達文西,2022/09/23,東昊影業有限公司,MK2 Films,5,94,-70.90%,"20,595",747,"162,875"
20,英國,丹尼爾約翰斯頓：魔鬼詩篇,2022/09/23,造次文化有限公司,HANWAY FILMS LIMITED,6,80,-78.44%,"18,935",621,"144,877"
21,香港,玫瑰的故事,2022/09/23,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,花生映社有限公司,6,67,-22.09%,"15,657",291,"67,090"
22,美國,心碎效應,2022/09/23,車庫娛樂股份有限公司,RELAY MOTION KFT.,7,46,-88.53%,"10,495",947,"226,695"
23,摩洛哥,聽見心嘻望,2022/9/23,海鵬影業有限公司,WILD BUNCH INTERNATIONAL,6,45,-64.00%,"8,695",281,"57,962"
24,墨西哥,危雞總動員,2022/09/23,原創娛樂股份有限公司,Odin's Eye Animation Pty Ltd,6,32,-66.67%,"7,115",430,"103,514"
25,日本,我想被高中女生殺死,2022/09/23,可樂藝術文創股份有限公司,Nikkatsu Corporation,7,31,-86.22%,"6,800",538,"123,484"
26,新加坡,妖街皇后,2022/09/23,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,花生映社有限公司,6,28,-92.67%,"6,096",418,"122,233"
27,日本,Ｎ号棟鬧鬼,2022/09/21,天馬行空數位有限公司,Green Light LLC.,21,594,-31.25%,"141,684","1,570","375,535"
28,香港,繼園臺七號,2022/09/21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,花生映社有限公司,6,45,-36.62%,"10,600",454,"130,702"
29,美國,捍衛戰士+捍衛戰士：獨行俠,2022/09/18,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,23,499,-47.80%,"217,501","7,350","3,304,770"
30,美國,墜,2022/09/16,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"2,695",-61.76%,"665,933","35,193","8,618,460"
31,日本,電影版 搖曳露營△,2022/09/16,薩摩亞商羚邦(亞洲)有限公司台灣分公司,FURYU CORPORATION,46,"2,234",-49.58%,"568,723","27,514","6,945,866"
32,中華民國,科學少女,2022/09/16,華影國際影藝有限公司,"東海大學,東吳大學,國立台灣師範大學,社團法人中華民國大渡山學會",33,"2,102",-53.43%,"469,446","23,772","5,530,402"
