序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,波蘭,上流誘惑,2024/02/16,天馬行空數位有限公司,Lightcraft Entertainment Sp. z o.o.,12,281,-3.10%,"59,067",571,"125,502"
2,美國,天眼救援,2024/02/16,車庫娛樂股份有限公司,RELAY MOTION KFT.,71,"18,847",25.95%,"4,586,546","33,811","8,188,040"
3,阿根廷,鬼燭靈,2024/02/16,車庫娛樂股份有限公司,RELAY MOTION KFT.,55,"3,157",-6.60%,"807,581","6,537","1,665,546"
4,美國,蜘蛛夫人,2024/02/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,97,"20,568",-52.80%,"5,506,579","64,147","17,413,282"
5,美國,飛鴨向前衝,2024/02/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,92,"7,148",-79.94%,"1,799,830","64,406","16,150,158"
6,中華民國,小子,2024/2/8,延平影業有限公司,延平影業有限公司##良人行影業有限公司##大腕影業國際有限公司##阿榮影業股份有限公司##香港托特智能有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司,63,922,-84.79%,"226,685","12,649","3,233,851"
7,美國,可憐的東西,2024/02/08,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,80,"38,917",-23.50%,"10,357,990","105,641","28,041,445"
8,日本,《少女與戰車 最終章》 第４話,2024/02/08,華藝娛樂股份有限公司,HAKUHODO DY MUSIC ## PICTURES,16,"1,034",-48.48%,"288,200","5,204","1,461,688"
9,中華民國,還錢,2024/02/08,華能國際娛樂股份有限公司,文化內容策進院##華能國際娛樂股份有限公司##有戲娛樂股份有限公司##樂到家國際娛樂股份有限公司##麗富開發股份有限公司##恒世資本股份有限公司,98,"22,446",-67.82%,"5,740,424","136,378","34,871,191"
10,香港,臨時劫案,2024/02/08,華映國際文創股份有限公司,無限動力實業有限公司##愛奇藝影業（北京）有限公司##銀都機構有限公司##掌賞電影企業有限公司##北京人間指南影業有限公司##華文映象（北京）影業有限公司##之江電影集團有限公司##天馬電影出品（香港）有限公司,80,"5,730",-75.55%,"1,412,675","46,949","11,587,674"
11,香港,七月返歸,2024/02/07,車庫娛樂股份有限公司,滿滿額創作香港有限公司##香港電影發展基金,34,637,-84.61%,"158,926","7,957","2,012,438"
12,南韓,外星+人2：回到未來,2024/02/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,73,"2,008",-80.45%,"491,964","21,766","5,350,270"
13,日本,鬼太郎誕生：咯咯咯之謎,2024/02/06,采昌國際多媒體股份有限公司,TOEI ANIMATION CO.  LTD.,74,"11,632",-50.23%,"3,057,892","55,038","14,302,371"
