序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,飢餓遊戲,2023/10/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,90,0.00%,"20,605",180,"42,821"
2,日本,天元突破劇場版 紅蓮螺巖 紅蓮篇,2023/10/13,木棉花國際股份有限公司,"Aniplex, Inc.",14,"1,423",-31.91%,"511,944","3,513","1,258,071"
3,南韓,朝聖之路：一路平安,2023/10/13,水元素文化傳媒有限公司,"INTERCONMEDIA INTERNATIONAL CO., LTD.",12,245,23.12%,"53,850",444,"99,455"
4,日本,電影哆啦A夢 - 大雄之宇宙英雄記,2023/10/13,香港商甲上娛樂有限公司台灣分公司,Animation International LTD,8,248,-40.24%,"60,338",663,"165,747"
5,克羅埃西亞,幸福的所在,2023/10/13,好威映象有限公司,Atrium Production KFT.,15,467,55.15%,"104,671",768,"173,051"
6,英國,達利:慾望之謎,2023/10/13,薩摩亞商雄讚股份有限公司台灣分公司,Bankside Films Ltd,11,372,11.38%,"82,057",706,"157,686"
7,南韓,極惡變身,2023/10/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,56,"2,039",-8.24%,"488,917","4,261","1,035,464"
8,美國,親愛的大衛,2023/10/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,66,"3,699",-22.91%,"909,110","8,497","2,090,290"
9,中華民國,動物感傷の清晨,2023/10/13,飛爾創意有限公司,"飛爾創意有限公司,前景娛樂有限公司,霹靂國際多媒體股份有限公司,內容物數位電影製作有限公司",23,481,-14.56%,"107,779","1,044","233,842"
10,中華民國,人之初性本善,2023/10/06,車庫娛樂股份有限公司,後場音像紀錄工作室有限公司,4,520,-16.80%,"82,960","1,588","252,820"
11,日本,電影哆啦A夢：新大雄的大魔境 - 扁扁與5人之探險隊,2023/10/06,香港商甲上娛樂有限公司台灣分公司,Animation International LTD,2,10,-98.05%,"1,985",899,"235,727"
12,日本,蒼鷺與少年,2023/10/06,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,104,"115,613",-51.93%,"29,895,320","493,336","129,771,254"
13,南韓,沒有國家的冠軍,2023/10/06,車庫娛樂股份有限公司,RELAY MOTION KFT.,41,758,-85.74%,"179,728","9,450","2,320,343"
14,美國,大法師:信徒,2023/10/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,91,"6,681",-73.15%,"1,723,943","51,561","13,380,512"
15,法國,塞納河上的船屋,2023/10/06,海鵬影業有限公司,LES FILMS DU LOSANGE,9,138,-77.88%,"28,755","1,160","243,331"
