序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,鬼聖胎,2024/03/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,68,"7,868",-7.11%,"1,948,729","16,338","4,097,016"
2,丹麥,自由協議,2024/03/22,仲業股份有限公司,TRUSTNORDISK APS,16,277,-20.17%,"61,711",624,"142,527"
3,南韓,惡獸之戰,2024/03/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"1,143",-47.11%,"269,417","3,304","792,361"
4,墨西哥,最後一次的生日派對,2024/03/22,好威映象有限公司,Alpha Violet,16,231,0.87%,"50,100",460,"98,887"
5,義大利,盛夏最溫暖的初戀,2024/03/22,聯影企業股份有限公司,TRUE COLOURS GLORIOUS FILMS,11,185,2.78%,"42,565",365,"84,685"
6,中華民國,看到靈魂的那隻眼 師公,2024/03/22,春暉映像有限公司,壹捌玖伍電影有限公司,55,"4,207",17.48%,"956,931","9,481","2,153,788"
7,英國,老橡樹酒館,2024/03/22,捷傑有限公司,GOODFELAS,14,624,0.00%,"135,832",624,"135,832"
8,香港,詩,2024/03/22,佳映娛樂國際股份有限公司,GOLDEN SCENE COMPANY LIMITED,16,237,-39.85%,"53,826",806,"198,394"
9,日本,GIVEN被贈與的未來劇場版：柊mix,2024/03/18,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,1,230,-63.72%,"51,160",864,"222,065"
10,英國,巴黎，德州,2024/03/15,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,1,53,165.00%,"14,460",198,"55,547"
11,南韓,下女的誘惑 經典重映,2024/03/15,車庫娛樂股份有限公司,RELAY MOTION KFT.,12,121,-74.74%,"29,965","1,024","254,893"
12,日本,坂本龍一：OPUS,2024/03/15,采昌國際多媒體股份有限公司,Film Constellation Ltd.,37,"1,355",-63.01%,"344,631","10,525","2,916,647"
13,日本,北極百貨的秋乃小姐,2024/3/15,薩摩亞商雄讚股份有限公司台灣分公司,Aniplex  Inc.,22,735,-58.71%,"182,632","4,117","1,031,930"
14,中華民國,青春18×2 通往有你的旅程,2024/03/14,牽猴子股份有限公司,翻滾吧男孩電影有限公司##百聿數碼創意股份有限公司##眾合千澄影視文化傳媒有限公司##有戲娛樂股份有限公司##米神國際股份有限公司##霹靂國際多媒體股份有限公司##CyberAgent  Inc.##Cygames  Inc.##Happinet Phantom Studios Corporation##KDDI CORPORATION##Kansai Television Co. Ltd.##JR East Marketing ## Communications  Inc.,102,"46,917",-33.68%,"11,814,062","223,076","57,567,220"
15,美國,極限長征,2024/03/11,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,76,"5,963",-43.40%,"1,411,828","26,699","6,411,436"
16,南韓,Strike！娜英,2024/03/11,原創娛樂股份有限公司,FINECUT CO.  LTD.,18,413,0.00%,"94,369",413,"94,369"
17,西班牙,兩萬種蜜蜂,2024/03/08,海鵬影業有限公司,LUXBOX,1,3,-96.67%,740,782,"166,000"
18,南韓,破墓,2024/03/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,75,"55,107",-34.52%,"14,461,754","316,547","82,353,889"
19,南韓,BTOB,2024/03/08,仲業股份有限公司,kt alpha Co. Ltd.,10,74,-74.57%,"34,275","3,066","1,462,397"
20,美國,天使之心,2024/03/08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Angel Studios Licensing  LLC,7,133,-46.80%,"29,185","2,381","550,623"
21,美國,伏慄熊,2024/03/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,71,"2,087",-72.11%,"488,785","18,734","4,594,751"
22,越南,鬼怨偶,2024/03/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,27,186,-87.23%,"45,530","29,894","7,580,784"
23,美國,師情化慾,2024/03/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,3,-82.35%,670,"2,354","564,933"
24,德國,失控教室,2024/03/01,光年映畫有限公司,BE FOR FILMS,7,128,-56.16%,"32,045","2,268","514,794"
25,美國,滯留生,2024/03/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,8,223,-57.84%,"56,640","6,701","1,573,325"
