序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,驚聲尖叫,2022/01/14,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,91,"10,464",16.89%,"2,527,870","19,416","4,677,098"
2,南韓,無間對決,2022/01/14,車庫娛樂股份有限公司,RELAY MOTION KFT.,44,"2,708",-21.10%,"634,938","6,140","1,453,573"
3,中國大陸,第一爐香,2022/01/14,影一製作所股份有限公司,"上海阿里巴巴影業有限公司,和和（上海）影業有限公司,青鳥影業(上海)有限公司,東台壹尺文化傳媒有限公司,北京星魅力影視文化傳媒集團有限公司,北京影窩文化傳媒有限公司,北京力禾欣文化傳媒有限公司,上海樂朝程影視傳媒有限公司,峨眉電影集團有限公司,桃河影業(北京)有限公司",20,"1,635",1.68%,"389,997","3,243","774,691"
4,俄羅斯,致命最前線,2022/01/14,可樂藝術文創股份有限公司,Central Partnership Sales House,30,"1,471",-13.72%,"337,579","3,176","727,188"
5,中華民國,修行,2022/01/14,老灰狼影片製作有限公司,老灰狼影片製作有限公司,16,801,-13.41%,"177,783","1,726","380,729"
6,捷克,慕夏狂潮：從崛起到永恆,2022/01/14,海鵬影業有限公司,NEW DOCS e.K.,16,526,27.05%,"110,765",940,"199,434"
7,美國,終極狩獵團,2022/01/14,車庫娛樂股份有限公司,RELAY MOTION KFT.,19,202,-40.76%,"45,048",543,"125,909"
8,法國,豪門媳婦日記,2022/01/14,原創娛樂股份有限公司,Orange Studio,9,205,-26.52%,"44,215",484,"105,594"
9,挪威,忍者寶寶,2022/01/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,10,155,2.65%,"32,790",306,"64,250"
10,香港,出租女友,2022/01/14,英屬維京群島商映畫聯合有限公司台灣分公司,"UP TV 娛樂,中國創意數碼娛樂有限公司,hmvod,培生培心公司",4,6,-68.42%,"1,440",25,"5,470"
11,美國,GUCCI：豪門謀殺案,2022/01/07,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,86,"14,353",-35.13%,"3,676,643","53,895","13,841,255"
12,日本,名偵探柯南：大怪獸哥梅拉VS假面超人,2022/01/07,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,58,"4,058",-27.04%,"957,322","16,163","3,841,424"
13,俄羅斯,鬼保母,2022/01/07,車庫娛樂股份有限公司,CENTRAL PARTNERSHIP SALES HOUSE,23,791,-62.48%,"187,994","5,386","1,291,568"
14,中華民國,沒有人該成為孤島,2022/01/07,華映娛樂股份有限公司,財團法人彩晶文教基金會,13,351,-73.94%,"88,180","5,524","1,263,134"
15,美國,看不見的殺機,2022/01/07,采昌國際多媒體股份有限公司,Elle Driver,31,277,-81.98%,"62,295","3,915","899,887"
16,日本,鳩的擊退法,2022/01/07,中影股份有限公司,"松竹 株式會社 Shochiku Co.,Ltd",13,181,-59.42%,"40,305","1,111","248,254"
17,法國,天堂計劃,2022/01/07,天馬行空數位有限公司,Playtime,10,150,-73.64%,"31,535","1,175","251,123"
18,美國,危城行動,2022/01/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,22,53,-92.16%,"10,616","1,709","379,737"
19,德國,鄰危不亂,2022/01/07,本萃電影有限公司,Beta Cinema GmbH,4,38,-85.50%,"8,025",565,"118,344"
20,德國,人性遊戲,2022/01/07,友璽影音股份有限公司,KARNAVAS-KONTOVRAKIS KAI SIA OE/Heretic,3,21,-79.00%,"4,410",182,"38,710"
21,美國,不可侵犯：溫斯坦性醜聞,2022/01/07,車庫娛樂股份有限公司,EMBANKMENT FILMS LIMITED,1,0,-100.00%,0,48,"11,270"
