序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,深海獵奇,2022/07/09,豪華大戲院股份有限公司,IMAX Corporation.,1,31,416.67%,"3,410",37,"3,990"
2,中華民國,少年吔，安啦！,2022/07/08,牽猴子股份有限公司,城市國際電影有限公司,45,"11,847",24.86%,"2,870,006","23,962","5,854,498"
3,美國,達賴的一生,2022/07/08,東昊影業有限公司,Studiocanal S.A.S,16,"1,947",105.81%,"442,797","2,893","663,666"
4,美國,驅神,2022/07/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,38,"1,547",0.06%,"376,494","3,093","761,763"
5,日本,螢火蟲之墓,2022/07/08,香港商甲上娛樂有限公司台灣分公司,"TOHO CO,LTD",14,779,116.39%,"206,642","1,139","299,753"
6,日本,太陽與波麗露,2022/07/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,48,583,-50.09%,"131,158","1,751","413,482"
7,印度,偉大的印度廚房,2022/07/08,天馬行空數位有限公司,MANKIND CINEMAS,9,489,-15.25%,"99,381","1,066","222,591"
8,中華民國,KULO,2022/07/08,車庫娛樂股份有限公司,後場音像紀錄工作室有限公司,7,624,-17.13%,"99,280","1,377","219,550"
9,日本,熊貓家族+熊貓家族 - 雨中的馬戲團,2022/07/08,香港商甲上娛樂有限公司台灣分公司,"RAKUTEN GROUP,INC",14,231,133.33%,"57,233",330,"82,410"
10,印尼,娜娜：逝水年華,2022/07/08,前景娛樂有限公司,WILD BUNCH INTERNATIONAL,14,273,-2.50%,"56,360",553,"116,382"
11,日本,兒時的點點滴滴,2022/07/08,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,14,227,167.06%,"54,294",312,"75,284"
12,日本,平成狸合戰,2022/07/08,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,14,178,182.54%,"43,820",241,"59,861"
13,日本,神隱少年狼,2022/07/08,聯影企業股份有限公司,Masakazu Kaneko,9,104,2.97%,"21,060",205,"40,894"
14,日本,隔壁的山田君,2022/07/08,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,13,89,111.90%,"20,805",131,"30,782"
15,美國,雷神索爾：愛與雷霆,2022/07/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",96,"238,117",-41.83%,"62,528,390","647,461","171,008,889"
16,南韓,魔女二部曲：另一個她,2022/07/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,61,"14,108",-39.02%,"3,363,970","59,154","14,180,551"
