序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,生命理賠師,2022/03/04,車庫娛樂股份有限公司,"WILW HOLDINGS,LLC",46,927,-14.09%,"206,286","2,006","450,845"
2,西班牙,平行母親,2022/03/04,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,13,821,5.94%,"175,508","1,884","432,250"
3,法國,巴黎夢想家,2022/03/04,可樂藝術文創股份有限公司,GAUMONT S.A,17,621,48.92%,"136,346","1,102","240,122"
4,美國,通靈女校,2022/03/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,298,-24.94%,"70,902",695,"166,555"
5,美國,蝙蝠俠,2022/03/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,95,"175,167",-4.78%,"43,355,555","359,128","93,293,816"
6,英國,時代革命,2022/02/25,影樂國際股份有限公司,Haven Productions Ltd.,42,"21,472",-39.69%,"5,361,460","79,450","19,957,135"
7,美國,黑光行動,2022/02/25,威視股份有限公司,BL Production LLC,82,"3,588",-73.48%,"815,122","35,167","8,253,822"
8,德國,瑪雅蜜蜂大冒險：守護小金蛋,2022/02/25,華映娛樂股份有限公司,Studio 100 Film GmbH,44,583,-72.53%,"130,115","4,995","1,138,929"
9,西班牙,瘋狂競賽片,2022/02/25,薩摩亞商雄讚股份有限公司台灣分公司,MEDIAPRODUCCION S.L.U.,15,196,-75.03%,"43,472","2,118","475,501"
10,德國,我是你的完美男友,2022/02/25,海鵬影業有限公司,Beta Cinema GmbH,13,190,-76.72%,"41,025","1,598","347,909"
11,法國,密室譯戰,2022/02/25,車庫娛樂股份有限公司,WILD BUNCH,6,117,-72.01%,"29,023",869,"216,473"
12,美國,情聖西哈諾,2022/02/25,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,18,114,-74.89%,"25,600","1,019","239,612"
13,西班牙,櫻櫻大日本,2022/02/25,聯影企業股份有限公司,BETA CINEMA,8,37,-73.38%,"7,180",354,"70,252"
14,日本,劇場版 咒術迴戰 0,2022/02/24,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",71,"127,848",-54.14%,"32,543,526","708,709","183,960,062"
15,南韓,PHANTOM: THE MUSICAL FILM,2022/02/18,威秀影城股份有限公司,WYS en Scene Co. Ltd.,6,203,-65.30%,"155,016","3,279","2,521,726"
16,日本,電影版 昨日的美食,2022/02/18,車庫娛樂股份有限公司,AVEX PICTURES INC.,12,323,-75.19%,"77,126","8,489","2,093,662"
17,法國,黑盒線索,2022/02/18,采昌國際多媒體股份有限公司,StudioCanal SAS,9,296,-67.79%,"69,585","5,135","1,201,740"
18,越南,鬼電梯,2022/02/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,12,297,-78.45%,"60,514","8,905","1,966,279"
19,中華民國,愛別離苦,2022/02/18,後場音像紀錄工作室有限公司,後場音像紀錄工作室有限公司,8,185,-85.35%,"42,916","5,909","1,304,157"
20,美國,完美的敵人,2022/02/18,峻龍國際有限公司,"Fandom Holdings,LLC.",4,79,-53.25%,"18,625","1,555","373,899"
21,日本,垃圾頭,2022/02/18,捷傑有限公司,GAGA Corporation,4,72,-73.63%,"16,745","1,329","313,699"
22,美國,逍遙上路,2022/02/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,FREEWAY ENTERTAINMENT KFT.,4,27,-91.18%,"5,975","3,315","753,979"
23,芬蘭,反恐行動：獨立日,2022/02/18,原創娛樂股份有限公司,REinvent Studios International Sales,1,3,-97.66%,595,"1,809","410,560"
24,美國,秘境探險,2022/02/17,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,95,"24,212",-58.06%,"5,773,096","284,803","70,753,833"
