序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,汪汪隊立大功電影版,2021/09/17,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,73,"25,603",115.28%,"6,219,491","37,496","9,116,035"
2,美國,密弒遊戲2：勝者危亡,2021/09/17,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,92,"16,847",50.14%,"4,104,012","28,068","6,823,675"
3,南韓,綁架影帝黃晸珉,2021/09/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,41,"2,292",3.24%,"545,565","4,512","1,067,885"
4,美國,吸血鬼獵人D,2021/09/17,光年映畫有限公司,RAMACO ENTERTAINMENT llc.,22,"1,742",55.40%,"434,027","2,863","712,028"
5,英國,算牌手,2021/09/17,薩摩亞商雄讚股份有限公司台灣分公司,HANWAY FILMS LIMITED,15,877,50.17%,"195,696","1,461","328,500"
6,中華民國,影子背後,2021/09/17,春暉映像有限公司,飛行圓國際有限公司,16,529,-64.97%,"127,700","2,039","471,385"
7,法國,抓狂演訓班,2021/09/17,東昊影業有限公司,ＭＫ2 Films,9,499,70.31%,"113,758",792,"180,480"
8,波蘭,當世界不再下雪,2021/09/17,好威映象有限公司,The Match Factory,7,328,139.42%,"69,548",465,"97,526"
9,義大利,為你找個家,2021/09/17,車庫娛樂股份有限公司,BETA CINEMA GMBH,13,321,111.18%,"68,759",473,"103,057"
10,加拿大,親情解鎖,2021/09/17,天馬行空數位有限公司,HANWAY FILMS LIMITED,11,278,95.77%,"56,913",508,"106,006"
11,美國,沙丘,2021/09/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,98,"188,034",47.89%,"52,940,133","315,180","88,516,245"
12,美國,糖果人,2021/09/10,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,88,"2,956",-50.01%,"743,548","14,053","3,463,067"
13,日本,東京復仇者,2021/09/10,蜜蜂工房創藝有限公司,PONY CANYON INC.,18,892,-31.60%,"223,572","3,265","812,491"
14,美國,刺客密令,2021/09/10,車庫娛樂股份有限公司,"MILLENNIUM MEDIA,INC.",43,799,-74.81%,"187,118","8,313","1,963,492"
15,美國,綠騎士,2021/09/10,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,25,779,-47.68%,"177,696","3,734","850,153"
16,日本,超越無限2分鐘,2021/09/10,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,NIKKATSU CORPORATION,13,300,-52.31%,"68,604","1,325","298,128"
17,泰國,老闆衝殺小,2021/09/10,威視股份有限公司,M PICTURES COMPANY LIMITED,26,284,-67.05%,"66,385","1,965","462,007"
18,中華民國,波濤最深處,2021/09/10,佳映娛樂國際股份有限公司,黃明川電影視訊有限公司,9,284,-21.33%,"61,120",905,"199,119"
19,南韓,腦海中的橡皮擦,2021/09/10,香港商甲上娛樂有限公司台灣分公司,"CJ ENM CO.,LTD.",14,155,-66.81%,"37,736","1,076","261,416"
20,日本,老師！你會不會談戀愛,2021/09/10,天馬行空數位有限公司,Hakuhodo DY music&pictures Inc.,9,70,-74.45%,"16,385",590,"137,629"
21,俄羅斯,舞慾情狂,2021/09/10,聯影企業股份有限公司,"Antipode Sales & Distribution,LLC",3,30,-71.15%,"5,745",202,"39,241"
22,俄羅斯,心悸效應,2021/09/10,可樂藝術文創股份有限公司,MAGIC FAIR LLC.,6,12,-92.21%,"2,715",348,"77,902"
23,香港,女人街，再見了,2021/09/10,華映娛樂股份有限公司,明利電影製作有限公司,3,8,-88.06%,"1,610",115,"25,166"
24,美國,尚氣與十環傳奇,2021/09/02,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",96,"94,871",-9.02%,"23,997,187","498,670","128,653,433"
25,南韓,天坑,2021/09/02,車庫娛樂股份有限公司,SHOWBOX CORP.,45,"6,081",-34.48%,"1,520,129","53,462","13,183,437"
26,美國,疾厄,2021/09/02,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,57,"1,717",-58.19%,"435,965","33,082","8,132,163"
27,日本,回憶三部曲,2021/09/02,光年映畫有限公司,BANDAI NAMCO Arts Inc.,12,732,-29.34%,"176,231","6,639","1,573,011"
28,日本,BanG Dream! Episode of RoseliaⅠ約定,2021/08/27,木棉花國際股份有限公司,Bushiroad Inc.,7,104,-39.18%,"26,512","5,853","1,451,282"
29,中華民國,邪佞,2021/08/27,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",2,30,-50.82%,"4,800","1,981","316,820"
30,挪威,雪國奇遇記,2021/08/27,可樂藝術文創股份有限公司,New Europe Film Sales Jan Naszewski,1,5,500.00%,"1,170",938,"222,244"
31,南韓,薩滿,2021/08/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,43,"10,518",-34.71%,"2,752,752","174,971","45,529,523"
32,美國,噤界II,2021/08/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,50,"2,552",-39.50%,"648,414","94,918","23,904,847"
33,美國,詐製片家,2021/08/25,香港商甲上娛樂有限公司台灣分公司,"Storyboard Media,LLC",1,11,-68.57%,"2,580","4,164","988,477"
34,中華民國,期末考,2021/08/20,海鵬影業有限公司,花千樹電影有限公司(A THOUSAND TREE FILMS)##高雄人##海鵬影業有限公司,4,234,515.79%,"47,020","3,820","819,062"
35,美國,暫時停止呼吸2,2021/08/20,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,108,-63.76%,"29,220","30,221","7,399,367"
36,日本,三島由紀夫vs東大全共鬪,2021/08/20,天馬行空數位有限公司,GAGA Corporation,2,114,-37.70%,"26,890","3,988","883,889"
37,日本,銀河騎士傳 織愛之星,2021/08/20,曼迪傳播有限公司,"KING RECORDS CO.,LTD.",2,12,-25.00%,"3,340","1,560","394,407"
38,日本,BanG Dream! Episode of Roselia Ⅱ  Song I am,2021/08/13,木棉花國際股份有限公司,Bushiroad Inc.,13,752,-60.61%,"193,017","5,390","1,338,050"
39,美國,脫稿玩家,2021/08/12,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",68,"9,914",-11.51%,"2,548,607","284,146","71,698,171"
40,美國,玩命關頭9,2021/08/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,72,"11,402",-2.89%,"2,858,444","513,954","132,830,173"
41,美國,路卡的夏天,2021/08/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",10,612,9.68%,"145,221","41,128","10,032,779"
42,美國,自殺突擊隊：集結,2021/08/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,17,487,-58.34%,"124,149","225,833","57,581,140"
43,美國,詭老,2021/07/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,364,0.00%,"28,889","15,827","3,852,824"
44,美國,厲陰宅3：是惡魔逼我的,2021/07/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,21,-75.58%,"5,890","53,709","13,628,869"
45,香港,手捲煙,2021/07/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,安樂影片有限公司,1,79,49.06%,"4,345",942,"189,823"
46,美國,怪物奇兵 全新世代,2021/07/15,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,45,-18.18%,"2,475","11,861","2,880,005"
47,美國,黑寡婦,2021/07/14,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,262,-30.13%,"66,919","185,331","47,532,936"
48,美國,失控的審判,2021/07/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions,LLC",3,373,128.83%,"30,062","2,347","448,487"
49,法國,野蠻糾碴隊,2021/07/14,天馬行空數位有限公司,INDIE SALES COMPANY,1,38,0.00%,"3,280",266,"55,226"
50,挪威,女畫家與偷畫賊,2021/05/14,海鵬影業有限公司,CHARADES,13,406,-33.33%,"87,670","1,538","324,665"
51,中華民國,綠色牢籠,2021/05/14,木林電影有限公司,"木林電影有限公司,株式会社ムーリンプロダクション",14,365,0.00%,"81,159",568,"125,052"
52,美國,死亡漩渦：奪魂鋸新遊戲,2021/05/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Lions Gate International(UK) Limited,1,75,0.00%,"4,125","16,083","3,790,245"
