序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,南韓,神鬼對決,2024/04/19,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"3,951",-28.77%,"968,889","9,498","2,369,470"
2,美國,噬血芭蕾,2024/04/19,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,88,"7,771",4.11%,"1,982,145","15,235","3,907,787"
3,比利時,給我愛過的前任們,2024/04/19,好威映象有限公司,BE FOR FILMS,15,237,14.49%,"51,510",444,"98,751"
4,日本,機動戰士鋼彈 SEED FREEDOM,2024/04/19,薩摩亞商羚邦(亞洲)有限公司台灣分公司,SUNRISE INC.,56,"28,322",-14.19%,"8,967,117","61,328","19,002,826"
5,法國,日安，朵朵,2024/04/19,天馬行空數位有限公司,INDIE SALES COMPANY,13,418,31.45%,"86,780",736,"156,313"
6,法國,瑪格麗特戀習題,2024/04/19,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,17,539,6.10%,"117,457","1,047","233,070"
7,英國,非關性愛,2024/04/12,捷傑有限公司,MK2 FILMS,14,263,0.00%,"57,172",263,"57,172"
8,日本,孤島診療所2022,2024/04/12,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,54,"1,019",1.39%,"237,664","2,024","473,215"
9,日本,自戀男神,2024/04/12,政駒實業有限公司,ALTERNA inc.,13,114,0.00%,"26,340",114,"26,340"
10,義大利,盜墓奇美拉,2024/04/12,海鵬影業有限公司,The Match Factory GmbH,17,861,20.93%,"186,459","1,573","342,407"
11,美國,紀伯倫哈利勒：先知,2024/04/12,輝洪開發股份有限公司,CINEMA MANAGEMENT GROUP,3,10,-92.65%,"2,180",237,"55,744"
12,香港,但願人長久,2024/04/12,香港商甲上娛樂有限公司台灣分公司,GOLDEN SCENE COMPANY LIMITED,57,"2,882",-55.71%,"717,131","16,105","4,014,800"
13,日本,偶慾,2024/04/12,英屬維京群島商映畫聯合有限公司台灣分公司,RELAY MOTION KFT.,1,9,-30.77%,"2,360",38,"8,345"
14,日本,搬家 4K數位修復版,2024/04/12,中影股份有限公司,MK2 FILMS,11,427,-36.65%,"93,535","1,737","381,144"
15,越南,再愛一次,2024/04/12,傳影互動股份有限公司,CJ HK Entertainment Company Ltd,46,"3,270",-68.70%,"806,428","25,762","6,487,419"
16,美國,非紳士特攻隊,2024/04/12,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,85,"14,084",-21.36%,"3,523,279","31,994","8,050,161"
17,波蘭,禁忌之慾,2024/04/12,天馬行空數位有限公司,MONOLITH FILMS LTD.,3,15,-92.46%,"2,840",588,"129,482"
18,美國,窒命危機,2024/04/12,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"3,204",-53.77%,"724,995","18,009","4,278,598"
19,美國,瓊拜雅：三重人格,2024/04/11,造次文化有限公司,Magnolia Pictures LLC,4,112,-52.34%,"27,040","1,189","273,421"
20,南韓,SUGA | Agust D TOUR ‘D-DAY’ THE MOVIE,2024/04/10,美麗華娛樂股份有限公司,Trafalgar Releasing,1,12,-86.36%,"6,600","6,487","3,716,680"
21,法國,愛離巢,2024/04/08,原創娛樂股份有限公司,Playtime,22,181,0.00%,"37,666",181,"37,666"
22,中華民國,莎莉,2024/04/05,伯樂影業股份有限公司,伯樂影業股份有限公司##中環國際娛樂事業股份有限公司##文化內容策進院##中華電信股份有限公司##艾慕影藝股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##華映娛樂股份有限公司##十宜影樂有限公司##畢業生有限公司,52,"2,131",-64.39%,"539,873","31,951","8,021,005"
23,香港,白晝如焚,2024/04/04,華映國際文創股份有限公司,無限動力實業有限公司,25,100,-88.17%,"22,935","3,381","950,637"
24,美國,功夫熊貓 4,2024/04/04,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,91,"14,990",-37.27%,"3,791,595","166,510","42,319,176"
25,美國,天魔：惡之初,2024/04/03,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,30,257,-82.66%,"66,680","19,839","5,094,736"
26,南韓,屍咒,2024/04/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,30,765,-73.10%,"188,003","29,581","7,352,822"
27,澳洲,超危險警探,2024/04/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,179,-93.82%,"57,620","21,491","5,097,978"
28,美國,魔鬼剋星：冰天凍地,2024/04/03,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,105,-79.49%,"26,821","39,241","9,802,753"
29,日本,劇場版 森林家族 來自芙蕾雅的禮物 中文版,2024/04/03,木棉花國際股份有限公司,KING RECORD CO.  LTD.,3,10,-86.67%,"2,295",869,"221,357"
30,日本,超人力霸王布雷薩 THE MOVIE：大怪獸東京決戰,2024/03/30,野獸國股份有限公司,Tsuburaya Productions Co.  Ltd.,14,232,-68.98%,"60,918","6,630","2,221,510"
31,美國,彼岸的真相,2024/03/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Angel Studios Licensing  LLC,3,24,-69.62%,"5,340","1,628","372,035"
32,日本,特別總集篇 名偵探柯南 vs. 怪盜基德,2024/03/29,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,74,"7,774",-33.57%,"1,987,868","105,537","26,688,648"
33,香港,填詞L,2024/03/29,華映國際文創股份有限公司,鬆鬆影視有限公司,1,50,0.00%,"10,000","1,575","377,930"
34,泰國,鬼面女,2024/03/29,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,22,-89.32%,"5,462","10,431","2,681,889"
35,日本,OUT,2024/03/25,原創娛樂股份有限公司,KADOKAWA CORPORATION,5,40,-79.80%,"9,910",602,"136,785"
36,英國,老橡樹酒館,2024/03/22,捷傑有限公司,GOODFELAS,3,36,-71.65%,"8,765","1,796","385,632"
37,中華民國,看到靈魂的那隻眼 師公,2024/03/22,春暉映像有限公司,壹捌玖伍電影有限公司,3,141,24.78%,"34,100","11,105","2,534,796"
38,美國,鬼聖胎,2024/03/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,32,-72.41%,"8,155","20,781","5,117,637"
39,美國,哥吉拉與金剛 : 新帝國,2024/3/27,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,96,"33,569",-45.35%,"8,885,821","839,079","235,778,835"
40,日本,GIVEN被贈與的未來劇場版：柊mix,2024/03/18,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,24,"5,337",4.01%,"1,435,418","25,972","6,963,302"
41,日本,劇場版 排球少年!! 垃圾場的決戰,2024/03/15,薩摩亞商羚邦(亞洲)有限公司台灣分公司,Dentsu Tec Inc.,97,"133,015",-39.21%,"37,432,564","609,584","177,225,694"
42,日本,坂本龍一：OPUS,2024/03/15,采昌國際多媒體股份有限公司,Film Constellation Ltd.,2,53,-36.90%,"11,825","11,685","3,198,579"
43,日本,北極百貨的秋乃小姐,2024/03/14,薩摩亞商雄讚股份有限公司台灣分公司,Aniplex  Inc.,2,39,-35.00%,"10,115","4,769","1,196,462"
44,中華民國,青春18×2 通往有你的旅程,2024/03/14,牽猴子股份有限公司,翻滾吧男孩電影有限公司##百聿數碼創意股份有限公司##眾合千澄影視文化傳媒有限公司##有戲娛樂股份有限公司##米神國際股份有限公司##霹靂國際多媒體股份有限公司##CyberAgent  Inc.##Cygames  Inc.##Happinet Phantom Studios Corporation##KDDI CORPORATION##Kansai Television Co. Ltd.##JR East Marketing ## Communications  Inc.,59,"3,962",-41.80%,"1,011,604","285,031","73,229,684"
45,美國,極限長征,2024/03/11,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,4,74,-77.64%,"19,022","29,745","7,148,496"
46,南韓,破墓,2024/03/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,70,"9,906",-36.11%,"2,626,025","415,651","108,368,856"
47,美國,伏慄熊,2024/03/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,4,-60.00%,"1,010","20,709","5,034,896"
48,美國,滯留生,2024/03/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,169,0.00%,"9,295","6,917","1,594,130"
49,中華民國,尋找湯德章,2024/02/27,希望影視行銷股份有限公司,角子影音製作有限公司,7,703,-53.41%,"150,835","12,576","2,799,320"
50,日本,怪物樵夫,2024/02/23,網銀國際影視股份有限公司,Warner Bros. Pictures Japan,45,"1,339",-17.45%,"330,189","4,052","1,035,335"
51,日本,「鬼滅之刃」 絆之奇蹟，邁向柱訓練,2024/02/23,木棉花國際股份有限公司,Aniplex Inc.,5,121,-41.26%,"32,335","185,123","48,948,847"
52,法國,墜惡真相,2024/02/23,好威映象有限公司,MK2 Films,1,74,-38.84%,"21,010","22,237","5,802,434"
53,法國,給我個機會,2024/02/23,天馬行空數位有限公司,INDIE SALES COMPANY,1,46,0.00%,"10,120",821,"174,844"
54,法國,再見機器人,2024/02/23,東昊影業有限公司,elle Driver,15,"2,043",3.50%,"523,160","44,368","11,253,091"
55,美國,沙丘：第二部,2024/2/28,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,39,"3,774",-43.50%,"1,256,238","715,759","232,169,023"
56,美國,飛鴨向前衝,2024/02/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,152,31.03%,"8,360","79,241","19,720,207"
57,中華民國,還錢,2024/02/08,華能國際娛樂股份有限公司,文化內容策進院##華能國際娛樂股份有限公司##有戲娛樂股份有限公司##樂到家國際娛樂股份有限公司##麗富開發股份有限公司##恒世資本股份有限公司,2,220,0.00%,"28,770","163,084","41,642,961"
58,美國,可憐的東西,2024/02/08,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,5,311,-40.76%,"84,027","198,164","52,728,038"
59,英國,夢想集中營,2024/02/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,4,-88.89%,"1,180","12,622","3,187,111"
60,日本,鬼太郎誕生：咯咯咯之謎,2024/02/06,采昌國際多媒體股份有限公司,TOEI ANIMATION CO.  LTD.,2,48,-68.00%,"13,130","74,310","19,376,366"
61,日本,去唱卡拉OK吧！,2024/02/02,天馬行空數位有限公司,KADOKAWA CORPORATION,5,261,34.54%,"63,538","25,402","6,477,819"
62,美國,愛愛愛上你,2024/02/02,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,177,-31.66%,"17,540","20,928","5,207,786"
63,西班牙,在路上男情難未了,2024/02/02,聯影企業股份有限公司,MPM Premium,8,97,42.65%,"20,435",165,"34,915"
64,美國,機密特務:阿蓋爾,2024/01/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,447,10.10%,"33,555","166,551","44,721,078"
65,泰國,邪妓,2024/01/26,仲業股份有限公司,Hollywood(Thailand)Co. Ltd,1,70,-46.15%,"3,850","5,973","1,439,291"
66,英國,邪厄恩典,2024/01/25,光年映畫有限公司,BLUE FINCH FILM RELEASING LIMITED,34,755,0.00%,"180,996",755,"180,996"
67,中國大陸,石門,2024/3/29,傳影互動股份有限公司,Beijing Monar Films Co.  Ltd,2,0,-100.00%,0,"1,490","328,312"
68,日本,邪惡根本不存在,2024/01/20,東昊影業有限公司,m-appeal,2,182,-50.27%,"43,570","6,211","1,495,216"
69,日本,SPY x FAMILY CODE: White,2024/01/19,木棉花國際股份有限公司,TOHO Co.  Ltd.,4,118,-10.61%,"30,396","472,907","123,216,225"
70,香港,潛行,2024/01/19,華映國際文創股份有限公司,上海笨小孩影視傳媒有限公司##北京阿里巴巴影業文化有限公司##北京上獅文化傳播有限公司##寰宇娛樂有限公司##夢造者娛樂有限公司##北京壞猴子文化產業發展有限公司##華文映像（北京）影業有限公司,4,407,-24.07%,"42,265","133,569","33,271,610"
71,美國,星願,2023/12/29,台灣華特迪士尼股份有限公司,BUENA VISTA INTERNATIONAL  INC.,3,135,-38.64%,"12,935","203,611","50,847,457"
72,日本,日安，我的母親,2023/12/25,原創娛樂股份有限公司,Shochiku.  Ltd.,1,42,133.33%,"7,560","1,347","267,829"
73,日本,東尼瀧谷:數位經典版,2023/12/22,光年映畫有限公司,Celluloid Dreams SAS,1,2,0.00%,460,"4,856","1,182,367"
74,美國,水行俠 失落王國,2023/12/20,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,361,-31.76%,"31,955","734,832","199,730,310"
75,中華民國,鬼天廈,2023/12/14,華映國際文創股份有限公司,華映娛樂股份有限公司##艾迪昇傳播事業有限公司##一念間電影有限公司##轅年視覺創意股份有限公司##三皇生物科技股份有限公司##星泰國際娛樂股份有限公司##文化內容策進院##乾伽國際媒體有限公司,93,"20,468",-13.25%,"5,163,233","44,062","10,924,124"
76,香港,年少日記,2023/12/08,光年映畫有限公司,MM2 STUDIOS HONG KONG  LTD,1,14,-56.25%,"2,520","12,270","2,924,237"
77,美國,旺卡,2023/12/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,392,19.15%,"45,515","385,197","102,361,069"
78,中華民國,新的一天,2023/12/02,紅色製作有限公司,紅色製作有限公司##海鵬影業有限公司##新騎資訊有限公司,1,30,650.00%,"6,600","2,748","641,440"
79,馬來西亞,富都青年,2023/12/01,新世紀南向開發有限公司,CINEMA INUTILE  INC.##mm2 Entertainment PTE. LTD.##大元娛樂有限公司 IS Entertainment Co.  Ltd.##彼演員多媒體有限公司 Be Actor Co.  Ltd.##星娛音樂有限公司 XYmusic Ltd.##JW SAB ## PARTNERS,1,67,0.00%,"15,410","400,244","101,213,858"
80,德國,野火蔓延時,2023/11/24,光年映畫有限公司,The Match Factory GmbH,1,26,0.00%,"3,460","1,718","383,023"
81,比利時,無法融化的祕密,2023/11/10,政駒實業有限公司,The Party Film Sales,6,75,-72.01%,"16,065",610,"129,776"
82,中華民國,老狐狸,2023/11/03,星泰國際娛樂股份有限公司,積木影像製作有限公司##合影視有限合夥##天使放大股份有限公司##貝殼放大股份有限公司##高雄統夢秀泰影城股份有限公司##華映娛樂股份有限公司##百聿數碼創意股份有限公司##東映ビデオ株式会社,2,167,-9.73%,"14,050","63,384","15,180,587"
83,中華民國,BIG,2023/10/27,米倉影業股份有限公司,米倉影業股份有限公司##大誠保險經紀人股份有限公司##築間餐飲事業股份有限公司##泰豐禮品美術有限公司,22,"3,388",-4.75%,"818,573","197,959","48,983,443"
