序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,法國,超時空愛殺,2024/09/27,聯影企業股份有限公司,KINOLOGY.,11,422,5.76%,"101,941",821,"199,154"
2,印尼,薇娜：死後七日,2024/09/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,78,"8,734",10.46%,"2,211,793","16,641","4,211,041"
3,美國,千萬別放手,2024/09/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,76,"3,796",-19.41%,"946,341","8,506","2,096,965"
4,蒙古,薩滿男孩,2024/09/27,海鵬影業有限公司,BEST FRIEND FOREVER SPRL,15,461,5.98%,"103,135",896,"200,104"
5,日本,不朽之櫻,2024/09/27,天馬行空數位有限公司,CULTURE ENTERTAINMENT CO##. LTD,13,355,-10.58%,"81,476",902,"206,189"
6,南韓,那年夏天，想見妳,2024/09/27,水元素文化傳媒有限公司,PANCINEMA,19,297,-28.09%,"74,005",710,"178,652"
7,南韓,《劇場版 SUPER WINGS：究極加速》,2024/09/27,華藝娛樂股份有限公司,Funny Flux Co.  Ltd.,25,761,17.26%,"196,627","1,410","366,644"
8,日本,在大雪封閉的山莊裡,2024/09/27,可樂藝術文創股份有限公司,Happinet Phantom Studios Corporation,24,"1,044",-21.03%,"260,680","2,366","587,616"
9,中華民國,雪水消融的季節,2024/09/27,希望影視行銷股份有限公司,羅苡珊##希望影視行銷股份有限公司,19,"1,348",-5.80%,"320,177","3,162","744,724"
10,中華民國,台北十日,2024/09/27,春暉映像有限公司,兩個人有限公司,12,47,14.63%,"9,975",88,"19,525"
11,美國,台北追緝令,2024/09/25,采昌國際多媒體股份有限公司,EuropaCorp,97,"51,287",-31.26%,"13,592,612","127,263","33,892,988"
12,中華民國,種土,2024/09/20,牽猴子股份有限公司,無米樂影像工作室##財團法人公共電視文化事業基金會,29,"2,187",-56.91%,"508,522","9,871","2,247,659"
13,日本,我變笨了，請多多指教：媽媽 歡迎回來,2024/09/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,32,-86.83%,"7,112",399,"93,459"
