序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,南韓,晝盲神探,2022/12/09,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"3,856",-19.75%,"905,142","8,661","2,053,029"
2,南韓,失控正義,2022/12/09,采昌國際多媒體股份有限公司,ATRIUM PRODUCTIONS KFT.,40,"2,624",-31.54%,"635,103","6,457","1,560,413"
3,美國,俠探特攻：贖罪行動,2022/12/09,車庫娛樂股份有限公司,RELAY MOTION KFT.,35,595,-48.31%,"135,666","1,746","406,119"
4,日本,魚之子,2022/12/09,天馬行空數位有限公司,NIKKATSU CORPORATION,12,248,-13.59%,"52,765",535,"115,788"
5,日本,好想傳達你的聲音,2022/12/09,捷傑有限公司,TOHOKUSHINSHA FILM CORPORATION,13,139,-57.62%,"31,380",467,"110,591"
6,南韓,小說家電影,2022/12/09,可樂藝術文創股份有限公司,"FINECUT CO., LTD",4,99,12.50%,"24,630",187,"47,040"
7,日本,愛情在車上,2022/12/09,英屬維京群島商映畫聯合有限公司台灣分公司,RELAY MOTION KFT.,3,11,-31.25%,"2,425",27,"5,625"
8,中國大陸,這個殺手不太冷靜,2022/12/09,內容物數位電影製作有限公司,"新麗傳媒集團有限公司,西虹市影視文化(天津)有限公司,浙江開心麻花影業有限公司,天津貓眼微影文化傳媒有限公司,天津閱文影視文化傳媒有限公司,騰訊影業文化傳播有限公司,海口西虹胡同影視文化有限公司,抖音文化(廈門)有限公司,上海淘票票影視文化有限公司,北京烤拉文化傳媒有限公司,長影時代傳媒股份有限公司,海南樂鏡影視文化傳媒有限公司,華文映像(北京)影業有限公司,大象娛樂傳媒(溫州)有限公司,拾圈文化傳媒南京有限公司,吉林省第柒影視工作室有限公司,上海福畫影視文化有限公司,蜃景影視文化傳播(海口)有限公司",1,9,50.00%,"1,915",15,"3,430"
9,日本,關於我轉生變成史萊姆這檔事劇場版 紅蓮之絆篇,2022/12/06,木棉花國際股份有限公司,Bandai Namco Filmworks Inc.,53,"22,971",-34.40%,"5,748,752","57,990","14,607,835"
10,美國,五星饗魘,2022/12/02,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",80,"9,949",-59.47%,"2,531,877","52,625","13,313,114"
11,日本,通往夏天的隧道，再見的出口,2022/12/02,車庫娛樂股份有限公司,RELAY MOTION KFT.,64,"7,726",-51.99%,"1,924,475","40,396","10,025,065"
12,美國,暴戾夜,2022/12/02,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"4,065",-66.69%,"979,554","26,795","6,496,714"
13,南韓,整形帝王,2022/12/02,車庫娛樂股份有限公司,RELAY MOTION KFT.,57,766,-82.12%,"164,315","9,549","2,185,384"
14,英國,如果驢知道,2022/12/02,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,11,418,-54.96%,"95,951","1,937","462,298"
15,印度,梵天神器：滅世開端,2022/12/02,原創娛樂股份有限公司,STAR INDIA PRIVATE LIMITED,32,243,-85.39%,"62,297","3,829","1,060,959"
16,日本,蒲公英,2022/12/02,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",10,263,-70.91%,"58,975","1,684","380,208"
17,日本,還有愛的日子,2022/12/02,海鵬影業有限公司,MK2 FILMS,10,151,-71.93%,"32,810","1,107","237,588"
18,南韓,王者製造,2022/12/02,華映娛樂股份有限公司,M LINE DISTRIBUTION,27,136,-85.04%,"31,084","2,099","478,628"
19,瑞士,女孩與蜘蛛,2022/12/02,好威映象有限公司,Cercamon MFZE,4,26,-70.79%,"5,650",206,"42,887"
20,中國大陸,四海,2022/12/02,恆星多媒體股份有限公司,"上海亭東影業有限公司,阿里巴巴影業（北京）有限公司,新疆博納潤澤文化傳媒有限公司,霍爾果斯聯瑞影業有限公司,中國電影股份有限公司,天津貓眼微影文化傳媒有限公司,浙江橫店影業有限公司,上海電影（集團）有限公司,果麥文化傳媒股份有限公司,海口那可是家大影視文化有限公司,融創未來文化娛樂（北京）有限公司,北京國影縱橫電影發行有限公司,廈門人馬文化傳媒有限公司,北京耀影電影發行有限公司,霍爾果斯有忻影業有限公司,北京微夢創科網絡技術有限公司,抖音文化（廈門）有限公司",1,17,-59.52%,"3,765",254,"56,940"
21,美國,決戰38度線,2022/11/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS, LLC",74,"3,804",-71.02%,"907,941","33,808","8,134,093"
22,南韓,NCT DREAM THE MOVIE : In A DREAM,2022/11/30,威秀影城股份有限公司,Trafalgar Releasing Ltd.,1,112,-94.47%,"47,600","4,848","2,304,050"
23,日本,天才狂歡派對：最終章,2022/11/28,光年映畫有限公司,"Beyond C. Co., Ltd.",17,175,-64.79%,"42,935","1,241","315,843"
24,南韓,音爆浩劫,2022/11/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,68,"7,072",-59.39%,"1,678,835","74,280","17,483,612"
25,美國,奇異冒險,2022/11/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",75,"2,273",-63.86%,"524,483","25,259","6,029,387"
26,中華民國,神人之家,2022/11/25,飛望影像有限公司,"飛望影像有限公司,文化內容策進院,Films de Force Majeure",29,"2,131",-49.04%,"505,162","17,373","4,031,193"
27,日本,天空之城,2022/11/25,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,69,"1,962",-69.88%,"485,114","34,307","8,577,567"
28,日本,修羅天魔~骷髏城之七人．極,2022/11/25,威秀影城股份有限公司,Village INC.,3,63,125.00%,"34,260",153,"82,680"
29,日本,葬禮,2022/11/25,台北双喜電影發行股份有限公司,"Itami Productions Co., Ltd.",4,111,-60.22%,"24,605","1,824","401,825"
30,西班牙,放牛班足球隊,2022/11/25,仲業股份有限公司,"FILM FACTORY ENTERTAINMENT, S.L.",3,111,311.11%,"24,305","1,112","246,877"
31,中華民國,女優 摔吧！,2022/11/25,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,上作娛樂有限公司",15,82,-83.60%,"18,249","9,019","1,916,968"
32,中華民國,失序正義,2022/11/25,星泰國際娛樂股份有限公司,傑恩西影像工作室,4,40,-27.27%,"9,918",820,"169,612"
33,美國,俠探特攻：全面追緝,2022/11/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,5,22,-83.33%,"4,595","2,945","705,763"
34,英國,大製片家,2022/11/25,佳映娛樂國際股份有限公司,"VISIT FILMS, LLC",2,9,-35.71%,"1,660",135,"28,461"
35,美國,骨肉的總和,2022/11/24,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,43,734,-68.36%,"184,909","15,345","3,889,199"
36,英國,瘋狂富作用,2022/11/21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,SOCIETE PARISIENNE DE PRODUCTION SARL,36,"2,988",1.70%,"699,203","6,011","1,437,618"
37,香港,憂鬱之島,2022/11/20,光年映畫有限公司,憂鬱之島製作有限公司,15,796,0.00%,"170,323",964,"205,683"
38,中華民國,稻浪上的夢想家,2022/11/20,上善醫文化工作室,池上多力米股份有限公司,1,81,-54.49%,"17,820",624,"130,220"
39,日本,劇場版 歌之☆王子殿下♪ 真愛ST☆RISH TOURS,2022/11/18,曼迪傳播有限公司,"KING RECORD CO., LTD.",13,"1,059",-41.39%,"266,309","9,450","2,377,543"
40,日本,性徒,2022/11/18,中影股份有限公司,The Klockworx Co. Ltd.,2,68,-29.90%,"15,980",967,"215,955"
41,南韓,厄憶追凶,2022/11/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,5,27,-75.68%,"6,065","12,366","2,858,720"
42,泰國,愛情需要編劇,2022/11/18,采昌國際多媒體股份有限公司,M PICTURES COMPANY LIMITED,2,9,-82.35%,"1,960","2,203","495,989"
43,喬治亞,喬治亞天空下,2022/11/18,好威映象有限公司,CERCAMON MFZE,2,6,-14.29%,"1,195",414,"88,852"
44,美國,她有話要說,2022/11/18,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,4,-97.42%,990,"6,003","1,411,915"
45,法國,書情話慾,2022/11/18,鴻聯國際開發股份有限公司,Why Not Productions,1,2,-80.00%,375,797,"169,241"
46,中華民國,哈勇家,2022/11/11,華映娛樂股份有限公司,"華映娛樂股份有限公司,氧氣電影有限公司,中環國際娛樂事業股份有限公司,星泰國際娛樂股份有限公司,得藝文創國際股份有限公司,凡宇興業有限公司,樂到家國際娛樂股份有限公司,鏡文學股份有限公司",55,"1,298",-71.03%,"304,797","59,223","13,096,328"
47,日本,即使，這份戀情今晚會從世上消失,2022/11/11,車庫娛樂股份有限公司,"TOHO CO., LTD.",19,909,-51.90%,"225,757","27,198","6,811,293"
48,中華民國,我心我行,2022/11/11,三乘影像股份有限公司,"三乘影像股份有限公司,藝碩文創股份有限公司,許芳宜＆藝術家",14,412,-61.02%,"98,235","21,867","4,795,669"
49,中華民國,一家子兒咕咕叫,2022/11/11,原子映象有限公司,"六六喜喜股份有限公司,原子映象有限公司,高雄人,臺中拍",20,243,-76.22%,"57,720","17,210","3,737,949"
50,澳門,海鷗來過的房間,2022/11/11,海鵬影業有限公司,地地影像工房有限公司,1,10,-62.96%,"2,600",791,"168,100"
51,美國,黑豹 2：瓦干達萬歲,2022/11/09,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,"16,330",-62.31%,"4,308,251","910,317","245,965,681"
52,日本,迴咒師ー塩子的誕生,2022/11/04,台灣幸福科學出版有限公司,幸福の科学,1,92,130.00%,"20,165","14,193","3,126,373"
53,南韓,局中局,2022/11/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,8,-90.70%,"1,710","25,322","6,045,877"
54,中華民國,小藍,2022/11/04,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,奇葩娛樂事業有限公司,2,3,-90.91%,680,"12,760","2,906,300"
55,日本,刀劍神域劇場版 –Progressive- 陰沉薄暮的詼諧曲,2022/11/01,木棉花國際股份有限公司,Aniplex Inc.,53,"1,033",-70.12%,"303,279","128,128","32,966,536"
56,日本,天才狂歡派對：首部曲,2022/11/01,光年映畫有限公司,"Beyond C. Co., Ltd.",2,44,-73.49%,"9,440","2,227","567,348"
57,中華民國,流麻溝十五號,2022/10/28,牽猴子股份有限公司,湠臺灣電影股份有限公司,57,"2,822",-50.56%,"648,020","161,613","36,623,064"
58,中華民國,罪後真相,2022/10/28,威視股份有限公司,"伯樂影業股份有限公司,中環國際娛樂事業股份有限公司 ,良人行影業有限公司 ,宏將影業有限公司 ,東森電視事業股份有限公司 ,滿滿額娛樂股份有限公司 ,聚星文創娛樂事業股份有限公司 ,打字人創意有限公司 ,得利影視股份有限公司 ,有戲娛樂股份有限公司",20,124,-81.21%,"30,019","69,637","16,382,707"
59,美國,鬼禱,2022/10/28,車庫娛樂股份有限公司,"FLAMING DEVILS, LLC",3,17,-89.10%,"3,750","34,070","8,210,829"
60,日本,犬王,2022/10/21,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,55,-8.33%,"15,294","10,179","2,527,116"
61,美國,黑亞當,2022/10/19,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,63,522,-77.88%,"126,563","573,710","148,109,765"
62,美國,月光光新慌慌：萬聖結,2022/10/14,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,41,-6.82%,"4,880","17,016","4,212,954"
63,中華民國,童話·世界,2022/10/13,主磐叙社有限公司,主磐叙社有限公司,1,143,0.00%,"31,460","16,782","3,999,736"
64,中華民國,孫行者傳,2022/10/13,數位領域電影文化股份有限公司,數位領域電影文化股份有限公司,1,50,0.00%,"10,000","6,716","1,351,685"
65,中華民國,你在我心上,2022/10/07,星勢力娛樂股份有限公司,"麻吉砥加電影有限公司,星勢力娛樂股份有限公司,艾婷投資股份有限公司",11,171,-65.10%,"38,294","67,736","15,688,406"
66,美國,沼澤謀殺案,2022/10/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,4,263,-43.92%,"25,955","22,659","5,373,950"
67,美國,幸福入場券,2022/10/07,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,164,0.00%,"19,387","68,531","17,044,841"
68,美國,微笑,2022/09/30,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,282,62.07%,"28,020","100,331","25,152,505"
