序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,尼羅河謀殺案,2022/02/11,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,"49,468",9.13%,"12,481,828","94,797","24,027,369"
2,美國,娶我吧!,2022/02/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"5,666",33.70%,"1,372,670","9,904","2,404,435"
3,美國,王牌冤家,2022/02/11,海鵬影業有限公司,United International Pictures,18,"3,325",44.00%,"801,311","5,864","1,443,996"
4,日本,讓我聽見愛的歌聲,2022/02/11,木棉花國際股份有限公司,BANDAI NAMCO Arts Inc.,31,"2,633",12.76%,"658,261","4,968","1,239,586"
5,美國,黑特冤家,2022/02/11,威視股份有限公司,Freeway Entertainment Kft.,45,"1,686",-6.85%,"400,557","3,496","836,047"
6,法國,艾菲爾情緣,2022/02/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,50,917,17.26%,"203,852","1,699","384,360"
7,美國,地球重生,2022/02/11,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,27,906,-26.99%,"201,179","2,147","486,190"
8,法國,幸福知音,2022/02/11,天馬行空數位有限公司,FREANCE TELEVISIONS DISTRIBUTION,7,150,11.94%,"29,195",284,"55,438"
9,美國,BJ單身日記,2022/02/11,薩摩亞商雄讚股份有限公司台灣分公司,STUDIOCANAL S.A.S.,10,101,-65.29%,"24,280",392,"90,879"
10,德國,型男斷捨離,2022/02/11,車庫娛樂股份有限公司,PICTURE TREE INTERNATIONAL GMBH,10,103,-5.50%,"23,673",212,"49,575"
11,英國,波西米亞人,2022/02/10,威秀影城股份有限公司,Trafalgar Releasing Limited,6,24,0.00%,"17,080",24,"17,080"
12,英國,曼儂‧雷斯科,2022/02/10,威秀影城股份有限公司,Trafalgar Releasing Limited,5,17,240.00%,"11,840",22,"15,200"
13,英國,馬克白,2022/02/10,威秀影城股份有限公司,Trafalgar Releasing Limited,2,5,0.00%,"2,840",5,"2,840"
14,日本,詛咒,2022/02/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,15,577,-64.14%,"137,803","3,684","887,849"
15,法國,最後一件晚禮服的秘密,2022/02/04,海鵬影業有限公司,ORANGE STUDIO,10,241,-68.86%,"51,185","1,663","350,990"
16,西班牙,瀕臨崩潰邊緣的女人 經典數位修復,2022/02/04,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,6,111,-40.32%,"23,547",416,"87,712"
17,美國,終極攻佔,2022/02/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,20,83,-91.56%,"18,344","2,853","636,410"
18,西班牙,慾望法則 經典數位修復,2022/02/04,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,6,86,-42.67%,"17,850",357,"74,585"
19,西班牙,修女夜難熬 經典數位修復,2022/02/04,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,6,53,-52.25%,"11,630",245,"50,475"
20,捷克,勇鼠闖天堂,2022/02/04,可樂藝術文創股份有限公司,CHARADES,14,51,-90.02%,"11,080","1,099","243,558"
21,西班牙,我造了什麼孽 經典數位修復,2022/02/04,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,6,42,-62.83%,"8,805",313,"65,320"
22,美國,月球隕落,2022/02/03,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Accelerated Global Content,LLC",84,"23,832",-58.69%,"5,955,037","186,208","47,597,741"
23,中華民國,嗨！神獸,2022/02/01,滿滿額娛樂股份有限公司,滿滿額娛樂股份有限公司##華納集團##凱擘影藝股份有限公司##百聿數碼創意股份有限公司##硯石(廈門)文化傳媒有限公司##神州娛樂股份有限公司,36,247,-85.50%,"55,690","7,110","1,660,025"
24,中華民國,我吃了那男孩一整年的早餐,2022/01/28,華映娛樂股份有限公司,"華映娛樂股份有限公司,天際娛樂股份有限公司,星空飛騰國際娛樂有限公司,中環國際娛樂事業股份有限公司,星泰國際娛樂股份有限公司,三皇生物科技股份有限公司,樂到家國際娛樂股份有限公司,得藝文創國際股份有限公司,艾迪昇傳播事業有限公司",95,"40,963",-43.26%,"10,008,561","240,124","58,030,109"
25,美國,歡樂好聲音 2,2022/01/28,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,94,"8,415",-60.83%,"2,017,799","87,924","21,104,399"
26,中華民國,素還真,2022/01/28,威視股份有限公司,"品蓮觀真電影股份有限公司,霹靂國際多媒體股份有限公司",85,"6,522",-58.40%,"1,549,893","88,406","21,088,789"
27,美國,夜路,2022/01/28,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",80,"2,823",-65.49%,"717,398","39,750","10,062,283"
28,南韓,極速快遞,2022/01/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,50,"1,217",-74.24%,"279,074","26,903","6,332,268"
29,日本,花與愛麗絲：數位修復版,2022/01/28,光年映畫有限公司,Rockwell Eyes Inc.,11,261,-65.29%,"59,220","2,705","614,607"
