序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,我的鯨魚老爸,2023/02/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"11,754",120.28%,"2,904,283","17,090","4,236,780"
2,南韓,火線交涉,2023/02/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,68,"11,782",-4.22%,"2,752,915","24,083","5,698,053"
3,南韓,幻影,2023/02/03,香港商甲上娛樂有限公司台灣分公司,"CJ ENM Co., Ltd.",69,"2,952",-9.48%,"693,582","6,213","1,480,723"
4,美國,敲敲門,2023/02/03,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,92,"6,605",6.17%,"1,612,264","12,826","3,141,589"
5,日本,新世紀福音戰士新劇場版：終,2023/02/03,曼迪傳播有限公司,"KING RECORD CO., LTD.",29,"10,438",54.80%,"3,896,944","17,181","6,249,032"
6,南韓,對我而言，你是珍貴的,2023/02/03,水元素文化傳媒有限公司,More In Group Inc.,13,255,-1.16%,"59,430",513,"120,928"
7,美國,瑪琳艾索普：首席女指揮,2023/02/03,造次文化有限公司,CARGO FILM & RELEASING LLC,10,"1,196",209.84%,"286,226","1,582","378,794"
8,羅馬尼亞,仇恨謎林,2023/02/03,光年映畫有限公司,WILD BUNCH INTERNATIONAL,13,479,21.57%,"104,900",873,"191,183"
9,南韓,BTS: YET TO COME IN CINEMAS,2023/02/01,威秀影城股份有限公司,Trafalgar Releasing Ltd.,2,368,-97.51%,"238,880","15,136","9,800,265"
10,日本,天間莊三姊妹,2023/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",13,257,-22.36%,"55,245",588,"123,212"
11,西班牙,驚獄77,2023/01/27,捷傑有限公司,"FILM FACTORY ENTERTAINMENT,S.L.",2,8,-91.30%,"1,700",213,"48,333"
12,南韓,大明星多重宇宙,2023/01/27,車庫娛樂股份有限公司,RELAY MOTION KFT.,19,220,-84.84%,"50,455","3,684","871,164"
13,美國,伊尼舍林的女妖,2023/01/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",33,"2,191",-48.17%,"517,053","9,573","2,271,199"
14,伊朗,片場風暴,2023/01/27,傳影互動股份有限公司,Iranian Independents,7,118,-65.60%,"24,475",831,"170,879"
15,立陶宛,萬惡世代,2023/01/27,原創娛樂股份有限公司,"Reel Suspects, S.A.R.L.",8,52,-81.75%,"11,914",662,"155,554"
16,美國,日出日落：屋頂上的提琴手,2023/01/27,佳映娛樂國際股份有限公司,Hedva Goldschmidt - Go2Films,4,50,-79.59%,"9,830",619,"129,485"
17,美國,迫降危機,2023/01/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,67,"15,017",-52.14%,"3,607,393","112,193","27,383,172"
18,南韓,淘氣小企鵝啵樂樂 電影版：巨龍城堡大冒險,2023/01/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,47,-91.62%,"9,650","3,021","708,325"
19,中華民國,詐團圓,2023/01/20,博偉電影股份有限公司,"青睞影視製作股份有限公司,文化內容策進院,六六喜喜股份有限公司,台灣大哥大股份有限公司(My Video),呈洋國際有限公司",93,"5,339",-55.62%,"1,150,950","99,172","23,533,636"
20,德國,拼音戀習曲,2023/01/19,海鵬影業有限公司,THE MATCH FACTORY GmbH,2,17,-86.18%,"3,370",743,"156,110"
21,日本,舌尖上的禪,2023/01/19,天馬行空數位有限公司,NIKKATSU CORPORATION,8,185,-48.75%,"37,725","1,814","385,303"
22,美國,玩命特攻：武演行動,2023/01/19,車庫娛樂股份有限公司,RELAY MOTION KFT.,70,"11,359",-56.45%,"2,746,704","164,444","40,339,396"
23,美國,巴比倫,2023/01/17,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,72,"3,083",-53.55%,"828,537","33,571","9,083,170"
24,香港,天龍八部之喬峰傳,2023/01/17,華映國際文創股份有限公司,廈門自在互娛文化傳媒有限公司##邵氏兄弟國際影業有限公司##晶藝電影有限公司##普普文化（香港）控股有限公司##北京愛奇藝科技有限公司##上海騰訊企鵝影視文化傳播有限公司##優酷電影有限公司,42,638,-77.57%,"147,307","25,359","6,096,801"
25,日本,屁屁偵探 : 天才惡人屁屁亞蒂,2023/01/14,薩摩亞商雄讚股份有限公司台灣分公司,TOEI ANIMATION ENTERPRISES LTD.,61,"6,913",-27.05%,"1,616,308","57,762","13,849,267"
26,日本,灌籃高手 THE FIRST SLAM DUNK,2023/01/13,薩摩亞商雄讚股份有限公司台灣分公司,"Toei Animation Co., Ltd.",103,"135,912",-37.08%,"34,385,218","1,571,769","400,997,289"
27,中華民國,山中森林,2023/01/13,采昌國際多媒體股份有限公司,禾力文創有限公司,53,"3,487",-24.31%,"704,075","57,851","13,813,783"
28,中華民國,我的婆婆怎麼把ＯＯ搞丟了,2023/01/13,威視股份有限公司,"伯樂影業股份有限公司 ,群星瑞智國際藝能股份有限公司 ,東森電視事業股份有限公司 ,滿滿額娛樂股份有限公司 ,四方四隅文娛國際股份有限公司,良人行影業有限公司 ,宏將影業有限公司 ,聚星文創娛樂事業股份有限公司 ,群之噰傳播股份有限公司 ,有戲娛樂股份有限公司 ,中華電信股份有限公司個人家庭分公司,財團法人公共電視文化事業基金會",90,"10,549",-31.77%,"2,105,290","160,278","37,914,211"
29,日本,巧虎電影　巧虎與塔魯王子,2023/01/13,全民大劇團股份有限公司,法人倍樂生株式會社,18,"1,048",-29.90%,"259,116","14,735","3,669,176"
30,美國,窒友梅根,2023/01/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,89,"10,819",-52.10%,"2,745,854","172,090","43,315,881"
31,美國,愛．子,2023/01/13,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,5,27,-88.84%,"6,400","3,875","914,722"
32,日本,那個男人,2023/01/10,政駒實業有限公司,Shochiku Co. Ltd.,9,212,-55.08%,"44,560","3,165","696,158"
33,日本,彬與瑛,2023/01/06,中影股份有限公司,日本東寶株式會社,1,80,-9.09%,"18,710","1,656","372,053"
34,美國,劫婚大作戰,2023/01/06,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,1,11,-31.25%,"2,650","13,758","3,218,545"
35,中華民國,無邊,2023/01/06,後場音像紀錄工作室有限公司,"那時此刻股份有限公司,後場音像紀錄工作室有限公司",2,119,"1,222.22%","27,370","2,565","622,004"
36,美國,鞋貓劍客 2,2022/12/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,36,"2,738",-26.00%,"631,104","93,292","22,691,256"
37,中華民國,想見你,2022/12/30,車庫娛樂股份有限公司,"車庫影業股份有限公司,三鳳有限公司",72,"19,037",-42.67%,"4,739,788","525,176","130,023,311"
38,日本,劇場版 弦音 ─初始的一射─,2022/12/30,中影股份有限公司,株式會社波麗佳音(PONY CANYON INC.),2,98,-45.56%,"22,950","6,876","1,681,089"
