序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,龍與雀斑公主,2021/10/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,49,"28,650",18.29%,"7,252,974","52,871","13,482,147"
2,美國,寶貝老闆：家大業大,2021/10/08,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,85,"16,568",15.93%,"4,000,583","30,859","7,454,717"
3,美國,殺手保鑣2,2021/10/08,海樂影業股份有限公司,"MILLENNIUM MEDIA,INC.",82,"13,835",-16.97%,"3,314,912","30,497","7,338,098"
4,南韓,攔截聲命線,2021/10/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,39,"2,366",-24.34%,"564,692","5,493","1,340,632"
5,羅馬尼亞,倒楣性愛和瘋狂A片,2021/10/08,海鵬影業有限公司,ATRIUM PRODUCTIONS KFT,14,849,38.50%,"186,699","1,462","320,110"
6,日本,麵包超人電影版：軟綿綿與雲之國,2021/10/08,曼迪傳播有限公司,"TMS ENTERTAINMENT CO.,LTD.",15,458,16.24%,"112,809",852,"214,401"
7,美國,四個好日子,2021/10/08,鴻聯國際開發股份有限公司,FGD Movie Inc.,11,424,40.86%,"91,176",725,"157,186"
8,加拿大,大眾情人之死,2021/10/08,天馬行空數位有限公司,CELLULOID DREAMS SARL,8,213,29.09%,"43,610",378,"76,742"
9,中華民國,鱷魚,2021/10/08,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,鹿路電影有限公司,台灣大哥大myVideo,中環國際娛樂事業股份有限公司,華映娛樂股份有限公司,台北真好電影股份有限公司,中台興化學工業股份有限公司,崴森管理顧問股份有限公司,高雄市電影館",67,"4,529",-12.69%,"1,072,981","9,716","2,291,437"
10,中華民國,17歲的天空 4K數位修復版,2021/10/02,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,三和娛樂國際有限公司,27,350,0.00%,"79,716",510,"114,916"
11,日本,手塚治虫之大都會 問世20年台灣首度大銀幕上映,2021/10/01,水元素文化傳媒有限公司,PARK CIRCUS LIMITED,15,540,-44.39%,"140,923","2,403","625,375"
12,斯洛伐克,逃出奧斯威辛,2021/10/01,捷傑有限公司,Beta Cinema GmbH.,14,415,-47.47%,"92,465","1,941","432,133"
13,日本,殺手寓言：殺手不殺人,2021/10/01,采昌國際多媒體股份有限公司,Nippon Television Network Corporation,21,280,-77.35%,"66,775","3,164","741,810"
14,南韓,奇蹟：給總統的一封信,2021/10/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,21,212,-77.85%,"52,870","2,822","681,924"
15,南韓,霹靂油俠,2021/10/01,海樂影業股份有限公司,"FINECUT CO.,LTD.",16,184,-69.13%,"39,426","1,611","370,326"
16,美國,跨越大西洋的戀人,2021/10/01,聯影企業股份有限公司,ALIEF LLC,4,73,-66.67%,"15,915",459,"94,442"
17,日本,機動戰士鋼彈劇場版,2021/10/01,薩摩亞商雄讚股份有限公司台灣分公司,SUNRISE INC.,13,55,-81.54%,"13,742",826,"214,829"
18,日本,狼的孩子雨和雪,2021/10/01,向洋,NIPPON TELEVISION NETWORK CORP.,7,52,-72.92%,"13,582",596,"143,247"
19,法國,大象與蝴蝶,2021/10/01,輝洪開發股份有限公司,STUDIO BONANZA INC,3,59,-45.37%,"12,295",329,"70,330"
20,香港,鬼同你住,2021/10/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Triple Capital Holdings Limited,9,30,-89.93%,"7,215",692,"156,639"
21,日本,不容易的爸爸,2021/10/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GAGA Corporation,2,10,-80.39%,"2,540",113,"25,175"
22,美國,007 生死交戰,2021/09/29,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,97,"106,099",-37.58%,"28,114,196","430,783","116,844,894"
23,日本,蠟筆小新：謎案！天下春日部學院的怪奇事件,2021/09/24,木棉花國際股份有限公司,ADK EMOTIOS INC.,57,"11,790",-5.82%,"2,942,791","63,637","15,919,790"
24,美國,疾凍救援,2021/09/24,香港商甲上娛樂有限公司台灣分公司,Ice Road Productions LLC,46,958,-73.20%,"231,260","28,935","6,850,801"
25,日本,Fate/Grand Order-神聖圓桌領域卡美洛-Paladin; Agateram-,2021/09/24,曼迪傳播有限公司,Aniplex Inc.,13,907,-48.99%,"228,164","9,331","2,362,828"
26,南韓,逃出摩加迪休,2021/09/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,9,277,-74.35%,"67,315","8,597","2,082,998"
27,香港,金錢帝國：追虎擒龍,2021/09/24,華映娛樂股份有限公司,"耳東影業(北京)有限公司,墨客行(北京)有限公司,天津貓眼微影文化傳媒有限公司,英皇影業有限公司,北京源上文化傳媒有限公司,上海中延文化傳媒有限公司,南京江山策影業有限公司,星王朝有限公司",6,19,-92.37%,"4,969","3,954","921,331"
28,美國,高玩殺手,2021/09/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",3,13,-95.41%,"3,212","5,140","1,206,904"
29,美國,彩虹小馬：活力新生代,2021/09/24,車庫娛樂股份有限公司,"HASBRO STUDIOS,LLC",2,9,-43.75%,"2,320",292,"70,235"
30,英國,鬼把戲,2021/09/24,光年映畫有限公司,"Maljack productions,Inc. an Illinois Corporation,d/b/a MPI Media Group (“MPI”)",2,3,-94.92%,730,"1,055","256,770"
31,義大利,惡靈陷阱,2021/09/24,車庫娛樂股份有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L.,1,2,-92.86%,540,451,"110,649"
32,中華民國,醬狗,2021/09/24,想映電影有限公司,想映電影有限公司##佳映娛樂國際股份有限公司##張智瑋##蔡陳藹玲##有限会社四面楚歌,2,67,-77.67%,"15,370","1,122","247,579"
33,美國,汪汪隊立大功電影版,2021/09/17,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,58,"6,838",0.00%,"1,658,160","63,279","15,372,265"
34,美國,密弒遊戲2：勝者危亡,2021/09/17,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,35,283,-78.66%,"67,804","33,573","8,158,502"
35,美國,吸血鬼獵人D,2021/09/17,光年映畫有限公司,RAMACO ENTERTAINMENT llc.,5,98,-57.21%,"24,840","3,812","943,473"
36,法國,抓狂演訓班,2021/09/17,東昊影業有限公司,ＭＫ2 Films,1,49,-7.55%,"10,830","1,054","239,645"
37,中華民國,影子背後,2021/09/17,春暉映像有限公司,飛行圓國際有限公司,2,38,22.58%,"8,020","2,363","545,620"
38,波蘭,當世界不再下雪,2021/09/17,好威映象有限公司,The Match Factory,1,2,-71.43%,310,536,"111,711"
39,美國,沙丘,2021/09/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"36,752",-34.10%,"9,728,655","500,212","138,432,355"
40,中華民國,波濤最深處,2021/09/10,佳映娛樂國際股份有限公司,黃明川電影視訊有限公司,2,296,300.00%,"63,340","1,357","296,699"
41,日本,東京復仇者,2021/09/10,蜜蜂工房創藝有限公司,PONY CANYON INC.,2,66,-64.52%,"17,159","3,793","948,959"
42,美國,綠騎士,2021/09/10,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,2,43,-38.57%,"9,915","4,076","928,323"
43,美國,糖果人,2021/09/10,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,3,-85.00%,775,"14,351","3,536,893"
44,美國,尚氣與十環傳奇,2021/09/02,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",89,"12,410",-47.41%,"3,122,568","572,384","147,154,509"
45,南韓,天坑,2021/09/02,車庫娛樂股份有限公司,SHOWBOX CORP.,7,216,-57.14%,"54,930","55,343","13,650,506"
46,日本,回憶三部曲,2021/09/02,光年映畫有限公司,BANDAI NAMCO Arts Inc.,2,112,-29.11%,"27,245","7,210","1,713,856"
47,美國,疾厄,2021/09/02,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,23,-67.14%,"6,365","33,548","8,253,037"
48,中華民國,邪佞,2021/08/27,車庫娛樂股份有限公司,"萬豐創意映像股份有限公司,頑影映像有限公司",1,305,-87.45%,"48,800","6,355","1,016,660"
49,南韓,薩滿,2021/08/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,15,685,-55.63%,"170,207","180,408","46,917,068"
50,美國,噤界II,2021/08/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,10,924,24.86%,"83,563","97,048","24,208,470"
51,中華民國,期末考,2021/08/20,海鵬影業有限公司,花千樹電影有限公司(A THOUSAND TREE FILMS)##高雄人##海鵬影業有限公司,1,133,0.00%,"23,940","4,073","866,402"
