序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,蠟筆小新：謎案！天下春日部學院的怪奇事件,2021/09/24,木棉花國際股份有限公司,ADK EMOTIOS INC.,58,"19,635",-0.27%,"4,927,746","39,323","9,831,021"
2,美國,疾凍救援,2021/09/24,香港商甲上娛樂有限公司台灣分公司,Ice Road Productions LLC,69,"10,653",-22.52%,"2,504,872","24,403","5,763,365"
3,日本,Fate/Grand Order-神聖圓桌領域卡美洛-Paladin; Agateram-,2021/09/24,曼迪傳播有限公司,Aniplex Inc.,29,"3,133",-10.82%,"793,802","6,646","1,679,433"
4,南韓,逃出摩加迪休,2021/09/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,40,"3,324",-15.12%,"790,647","7,240","1,750,898"
5,美國,高玩殺手,2021/09/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",70,"1,802",-40.76%,"413,461","4,844","1,139,392"
6,香港,金錢帝國：追虎擒龍,2021/09/24,華映娛樂股份有限公司,"耳東影業(北京)有限公司,墨客行(北京)有限公司,天津貓眼微影文化傳媒有限公司,英皇影業有限公司,北京源上文化傳媒有限公司,上海中延文化傳媒有限公司,南京江山策影業有限公司,星王朝有限公司",62,"1,495",-31.77%,"344,500","3,686","857,260"
7,英國,鬼把戲,2021/09/24,光年映畫有限公司,"Maljack productions,Inc. an Illinois Corporation,d/b/a MPI Media Group (“MPI”)",17,386,-36.41%,"93,183",993,"241,800"
8,義大利,惡靈陷阱,2021/09/24,車庫娛樂股份有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L.,11,166,-34.90%,"40,820",421,"103,111"
9,巴西,咖啡莊園的亡靈,2021/09/24,海鵬影業有限公司,INDIE SALES COMPANY SAS,9,167,5.70%,"32,705",325,"64,946"
10,美國,彩虹小馬：活力新生代,2021/09/24,車庫娛樂股份有限公司,"HASBRO STUDIOS,LLC",9,123,-14.58%,"29,360",267,"64,190"
11,美國,異類崛起,2021/09/24,原創娛樂股份有限公司,Vertical Entertainment,5,57,-32.94%,"13,010",142,"31,998"
12,日本,幽靈戀上我,2021/09/24,英屬維京群島商映畫聯合有限公司台灣分公司,RELAY MOTION KFT.,2,5,-37.50%,"1,135",13,"2,765"
13,美國,汪汪隊立大功電影版,2021/09/17,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,72,"12,107",-52.71%,"2,937,154","49,603","12,053,189"
