序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,祕密：夢想的力量,2020/11/13,車庫娛樂股份有限公司,"CM SALES, LLC",49,"2,961",0.89%,"681,900","5,896","1,369,757"
2,加拿大,指揮巨星亞尼克,2020/11/13,海鵬影業有限公司,WIDE HOUSE,10,244,6.09%,"46,225",474,"91,490"
3,美國,換人殺砍砍,2020/11/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,94,"16,340",3.23%,"3,782,875","32,169","7,457,469"
4,紐西蘭,弒膽遊戲,2020/11/13,天馬行空數位有限公司,Evrit Consulting Kft.,27,"1,905",-34.60%,"431,205","4,818","1,098,806"
5,南韓,菜英文沒在怕,2020/11/13,車庫娛樂股份有限公司,RELAY MOTION KFT.,40,"1,650",-32.57%,"374,122","4,097","947,630"
6,日本,海邊的異邦人,2020/11/13,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,61,"5,223",-14.63%,"1,263,342","11,721","2,831,323"
7,西班牙,宅在瘟疫蔓延時,2020/11/13,天馬行空數位有限公司,LATIDO CONSORCIO DE EXPORTATION DEL CINE ESPANOL SL,11,114,-15.56%,"23,290",249,"52,106"
8,澳洲,異星佔領,2020/11/13,車庫娛樂股份有限公司,"FILM MODE ENTERTAINMENT, LLC.",5,279,-38.41%,"58,595",732,"153,510"
9,美國,我的媽媽開GAYBAR,2020/11/13,海樂影業股份有限公司,"Film Mode Entertainment, LLC.",21,772,8.89%,"172,693","1,481","331,208"
10,德國,鬼才狂想曲,2020/11/13,車庫娛樂股份有限公司,CELLULOID DREAMS SAS,3,16,-96.75%,"2,895",509,"108,530"
11,美國,愛麗絲與夢幻島,2020/11/12,香港商甲上娛樂有限公司台灣分公司,"CAPSTONE GROUP , LLC",80,"7,386",-41.80%,"1,709,564","20,077","4,670,042"
12,美國,藥命時空,2020/11/06,車庫娛樂股份有限公司,"EXCELLENT ADVENTURES PRODUCTIONS, LLC",45,"1,085",-83.27%,"258,782","16,424","3,943,551"
13,中國大陸,夜山明,2020/11/06,禾玄創意影像有限公司,安徽夜山明當代藝術文化有限公司##合肥五分鐘文化傳媒有限公司##安徽傳恩文化藝術品投資有限公司,3,1,-92.31%,220,575,"122,935"
14,法國,火線情深,2020/11/06,車庫娛樂股份有限公司,WTFILMS,1,17,-69.64%,"3,490",117,"25,415"
15,日本,GIVEN~被贈與的未來 劇場版,2020/11/06,水元素文化傳媒有限公司,SPO Entertainment Inc.,17,"3,339",-32.64%,"830,901","13,832","3,446,316"
16,南韓,綠洲：數位經典版,2020/11/06,光年映畫有限公司,"FINECUT CO., LTD.",8,862,-29.29%,"195,960","2,741","603,445"
17,南韓,紙花,2020/11/06,天馬行空數位有限公司,Studio Bonanza Inc.,7,184,-65.54%,"40,145","1,073","224,928"
18,南韓,逃亡的女人,2020/11/06,可樂藝術文創股份有限公司,"Finecut Co., LTD.",4,161,-36.86%,"33,750",571,"122,438"
19,中華民國,孤味,2020/11/06,彼此影業股份有限公司,彼此影業股份有限公司##秀泰國際娛樂有限公司##中環國際娛樂事業股份有限公司##Midori International Holdings Limited##威威巖娛樂製作有限公司,98,"134,520",8.94%,"31,106,048","335,131","77,712,148"
20,英國,附身符,2020/11/06,車庫娛樂股份有限公司,ALLIANCE MEDIA PARTNERS INTERNATIONAL LIMITED,9,39,-93.41%,"9,555","1,750","398,156"
21,美國,女巫們,2020/11/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,96,"22,989",-53.02%,"5,416,806","134,312","31,828,683"
22,日本,亂鶯,2020/11/01,威秀影城股份有限公司,Village INC.,1,0,-100.00%,0,42,"20,040"
23,日本,日本龐克五右衛門搖滾3,2020/10/31,威秀影城股份有限公司,Village INC.,6,140,"2,700.00%","76,140",218,"117,900"
24,日本,蒼之亂,2020/10/31,威秀影城股份有限公司,Village INC.,2,59,637.50%,"30,990",97,"50,790"
25,日本,紫蓮和城,2020/10/30,威秀影城股份有限公司,Village INC.,4,52,"1,200.00%","24,960",96,"47,160"
26,西班牙,悄悄告訴她 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,4,67,-60.59%,"13,995",804,"171,590"
27,西班牙,破碎的擁抱 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,4,62,-46.09%,"12,895",496,"102,471"
28,捷克,異端鳥,2020/10/30,聯影企業股份有限公司,Celluloid Dreams SARL,7,131,-62.99%,"27,900","1,916","418,361"
29,義大利,幸運女神,2020/10/30,海鵬影業有限公司,"True Colours Glorious Films S.r.l.,",2,35,-70.59%,"7,910","1,331","288,647"
30,西班牙,壞教慾 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,4,46,-54.46%,"9,920",618,"132,083"
31,西班牙,高跟鞋 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,5,60,-49.58%,"12,585",815,"170,739"
32,西班牙,玩美女人 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,4,79,-43.17%,"16,320",635,"132,840"
33,日本,鬼滅之刃劇場版 無限列車篇,2020/10/30,木棉花國際股份有限公司,Aniplex Inc.,95,"291,854",-35.82%,"71,018,106","1,895,298","456,649,635"
34,美國,入魔,2020/10/30,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,43,-92.89%,"9,375","10,540","2,359,663"
35,美國,大法師：公開完整版,2020/10/30,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,33,-92.27%,"7,550","5,222","1,265,420"
36,南韓,收屍人,2020/10/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,27,-94.65%,"5,765","7,494","1,735,111"
37,日本,感官世界,2020/10/30,傳影互動股份有限公司,ARGOS FILMS SA,11,681,-51.67%,"151,105","8,080","1,847,421"
38,英國,狄更斯之塊肉餘生記,2020/10/30,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,12,-95.26%,"2,810","4,095","925,962"
39,美國,綁票追殺令,2020/10/23,采昌國際多媒體股份有限公司,Atrium Productions Kft.,5,201,34.00%,"43,680","20,979","4,775,612"
40,日本,碧藍之海劇場版,2020/10/23,海樂影業股份有限公司,Warner Bros. Japan LLC,4,107,-56.85%,"24,773","7,147","1,690,333"
41,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,49,"11,806",-3.08%,"2,834,226","91,607","21,684,117"
42,日本,看不見的目擊者,2020/10/16,華映娛樂股份有限公司,"MOONWATCHER Co., Ltd",1,5,-94.38%,"1,075","15,976","3,623,474"
43,日本,劇場版 高校艦隊,2020/10/16,車庫娛樂股份有限公司,ANIPLEX INC.,6,914,-12.03%,"422,354","6,226","1,966,521"
44,中華民國,無聲,2020/10/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,財團法人公共電視文化事業基金會##氧氣電影有限公司##滿滿額娛樂股份有限公司##畢業生有限公司##英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,52,"11,639",-37.69%,"2,817,244","195,510","46,546,255"
45,香港,幻愛,2020/10/15,光年映畫有限公司,Golden Scene Company Limited##英爾有限公司,4,198,-19.51%,"46,600","3,731","858,298"
46,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,8,569,-22.27%,"117,895","30,276","7,026,417"
47,南韓,無價之保,2020/10/08,英屬維京群島商高捷全球開發有限公司 台灣分公司,"CJ ENM CO., LTD",4,72,-45.04%,"22,110","30,160","7,018,002"
48,美國,愛情列車長,2020/10/08,天馬行空數位有限公司,TV Co.Srl,1,24,0.00%,"3,840","1,102","223,242"
49,美國,倒數反擊,2020/10/08,威視股份有限公司,"Honest Thief Productions, LLC",10,345,-62.42%,"78,635","200,018","47,037,143"
50,中華民國,千年一問,2020/10/08,牽猴子整合行銷股份有限公司,郭慧敏（曼迪傳播有限公司）##鍾孟舜##李俊樑,6,90,-69.49%,"20,010","12,305","2,829,536"
51,中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,71,"8,083",-20.61%,"1,946,446","408,265","95,810,112"
52,中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,2,134,"2,580.00%","14,020","20,960","4,767,636"
53,法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,3,96,-31.91%,"20,400","22,963","4,986,749"
54,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",6,577,-59.51%,"139,772","108,244","26,943,849"
55,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",3,236,0.00%,"13,915","10,796","2,415,230"
56,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,31,-48.33%,"6,510","73,845","16,968,476"
57,日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",10,789,-43.60%,"176,924","157,731","37,033,895"
58,日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,37,23.33%,"5,640",789,"161,713"
59,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,28,0.00%,"4,480","1,157","253,805"
60,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,7,415,30.09%,"34,580","7,757","1,597,433"
