序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,美國,魔鬼剋星：未來世,2021/12/31,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,91,"13,010",-44.19%,"3,018,594","36,322","8,546,274"
2,挪威,世界上最爛的人,2021/12/31,好威映象有限公司,MK2,2,314,10.95%,"68,915",597,"130,840"
3,美國,金牌特務：金士曼起源,2021/12/30,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",99,"157,090",-40.85%,"39,255,133","422,677","106,837,157"
4,美國,阿達一族 2,2021/12/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,88,"3,711",-72.23%,"856,099","17,073","4,029,588"
5,南韓,緣來大飯店,2021/12/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,47,"1,993",-62.19%,"472,916","7,264","1,754,716"
6,加拿大,麥特與麥斯,2021/12/30,好威映象有限公司,Seville International,16,"1,855",-8.62%,"420,357","3,885","875,343"
7,法國,鈦,2021/12/30,光年映畫有限公司,WILD BUNCH INTERNATIONAL,16,"1,658",0.12%,"372,502","3,684","870,739"
8,日本,劇場版信號：長期未解決事件搜查班,2021/12/30,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,13,242,-49.90%,"56,390",725,"173,225"
9,德國,騎趣環世界,2021/12/30,聯影企業股份有限公司,Busch Medie Group GmbH & Co. KG,5,110,-32.93%,"22,380",274,"57,610"
10,泰國,記憶,2021/12/26,傳影互動股份有限公司,Kick The Machine Films,1,145,-3.33%,"30,695",518,"112,420"
11,中華民國,噩兆,2021/12/24,車庫娛樂股份有限公司,"車庫娛樂股份有限公司,映象工廠有限公司,Arthur Film  아더필름(주)",44,"7,761",-71.85%,"1,882,877","60,359","14,915,155"
12,中華民國,一杯熱奶茶的等待,2021/12/24,台北双喜電影發行股份有限公司,"一杯熱奶茶影視有限公司,華文創股份有限公司,金贊實業有限公司,滾動力股份有限公司,中環國際娛樂事業股份有限公司,天立揚製片有限公司,愷聯資本有限公司,益康顧問有限公司,大瀚國際開發股份有限公司,盛青陽娛樂製作股份有限公司",57,"3,924",-69.17%,"961,689","32,926","8,077,389"
13,泰國,2gether電影版：只因我們天生一對,2021/12/24,威視股份有限公司,GMM TV COMPANY LIMITED,24,"2,070",-49.66%,"531,600","11,678","3,050,034"
14,中華民國,不想一個人,2021/12/24,一條龍虎豹國際娛樂有限公司,"波谷影片有限公司,一條龍虎豹國際娛樂有限公司,上海啟李廣告有限公司,捌捌玖電影股份有限公司",14,532,-76.56%,"125,636","6,413","1,614,388"
15,南韓,引言,2021/12/24,可樂藝術文創股份有限公司,"FINECUT CO.,LTD.",2,118,-60.67%,"23,865",539,"113,950"
16,日本,四季拉麵物語,2021/12/24,天馬行空數位有限公司,MAGNETFILM GmbH.,7,65,-78.04%,"13,760",674,"141,279"
17,美國,殲獄行動,2021/12/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,7,-92.86%,"1,760",242,"56,160"
18,美國,駭客任務：復活,2021/12/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"15,392",-74.37%,"3,780,325","194,902","51,015,274"
19,中華民國,尋找神話之鳥,2021/12/17,采昌國際多媒體股份有限公司,鴻奇文化事業有限公司,8,928,48.72%,"188,555","8,952","1,935,199"
20,英國,愛上費加洛,2021/12/17,中影股份有限公司,WESTEND FILMS LTD,2,156,-53.85%,"33,655","1,561","335,429"
21,希臘,夢想裁縫師,2021/12/17,天馬行空數位有限公司,Pluto Film Distribution Network Gmbh,3,63,-73.42%,"11,800","1,610","342,447"
22,日本,電影 K-ON！輕音部,2021/12/17,向洋影業有限公司,"Tokyo Broadcasting System Television,Inc.",2,45,-80.52%,"11,305","3,235","819,298"
23,日本,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,2021/12/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,18,-64.71%,"4,850","1,071","259,127"
24,日本,由宇子的天秤,2021/12/17,佳映娛樂國際股份有限公司,"TOEL COMPANY,LTD.",1,18,-60.00%,"4,475",435,"99,824"
25,美國,蜘蛛人：無家日,2021/12/15,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,99,"95,506",-72.12%,"24,478,094","1,818,950","461,178,465"
26,美國,法蘭西特派週報,2021/12/10,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",10,"1,783",-57.27%,"418,911","36,603","8,933,170"
27,日本,寶可夢：皮卡丘與可可的冒險,2021/12/10,曼迪傳播有限公司,The Pokémon Company,11,277,-79.28%,"62,010","16,946","3,796,103"
28,美國,大紅狗克里弗,2021/12/10,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,36,-95.35%,"8,365","18,979","4,425,110"
29,日本,GIVEN~被贈與的未來 劇場版：反面的存在,2021/12/09,水元素文化傳媒有限公司,SPO Entertainment Inc.,14,167,-63.70%,"26,070","6,105","980,420"
30,中華民國,美國女孩,2021/12/03,水花電影股份有限公司,"水花電影股份有限公司,寰亞電影製作有限公司,杰威爾音樂有限公司,G.H.Y. Culture & Media (Singapore)",16,"2,055",-51.87%,"475,134","77,112","18,325,344"
31,丹麥,《爆裂戰警》,2021/12/03,光年映畫有限公司,CHARADES,2,94,-33.80%,"14,280","1,426","298,801"
32,中華民國,詭祭,2021/12/03,光譜映像有限公司,"臺北市政府,Lemming Film,THE NETHERLANDS FILM FUND (THE NETHERLANDS FILM PRODUCTION INCENTIVE),台北市電影委員會,財團法人台北市文化基金會,臺北市政府文化局,高雄人",2,2,-97.56%,525,"2,898","704,581"
33,美國,魔法滿屋,2021/11/26,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",14,766,-70.07%,"170,934","108,202","25,693,923"
34,日本,偶然與想像,2021/11/26,東昊影業有限公司,m-appeal,7,739,-28.60%,"169,575","13,090","3,062,078"
35,中華民國,魔法阿媽 4K數位修復版,2021/11/26,車庫娛樂股份有限公司,稻田電影工作室有限公司,4,538,1020.83%,"123,470","14,831","3,523,578"
36,美國,惡靈古堡首部曲：拉昆市,2021/11/26,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,41,-94.38%,"9,840","194,781","48,045,207"
37,日本,Fate/Grand Order -終局特異點 冠位時間神殿所羅門-,2021/11/26,曼迪傳播有限公司,Aniplex Inc.,1,17,-81.32%,"3,810","21,276","5,356,309"
38,中華民國,月老,2021/11/24,麻吉砥加電影有限公司,"麻吉砥加電影有限公司,禾豐九路娛樂有限公司,良人行影業有限公司,居爾一拳有限公司,樂到家國際娛樂股份有限公司,聚星文創娛樂事業股份有限公司,國賓影城股份有限公司,能率影業股份有限公司,HIVE FILMWORKS INC.",95,"26,362",-64.93%,"6,371,617","1,025,764","248,945,018"
39,日本,我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～,2021/11/23,木棉花國際股份有限公司,Aniplex Inc.,2,25,-77.68%,"5,924","14,929","3,696,073"
40,美國,王者理查,2021/11/18,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,51,0.00%,"5,030","24,223","5,695,900"
41,中華民國,文林銀行,2021/11/12,視納華仁文化傳播股份有限公司,視納華仁文化傳播股份有限公司,2,125,0.00%,"28,750","1,884","432,725"
42,日本,刀劍神域劇場版 –Progressive- 無星夜的詠嘆調,2021/11/12,木棉花國際股份有限公司,Aniplex Inc.,3,65,-74.71%,"16,415","128,874","33,498,411"
43,美國,迷離夜蘇活,2021/11/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,181,42.52%,"9,395","26,057","6,269,976"
44,美國,鹿魔,2021/11/12,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,103,0.00%,"5,365","15,609","3,704,108"
45,日本,嵐 5x20演唱會電影～回憶全記錄～,2021/11/05,大鴻藝術股份有限公司,J Storm,1,50,-35.06%,"17,780","16,770","7,048,595"
46,美國,永恆族,2021/11/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,28,-92.55%,"6,227","976,514","257,925,315"
47,中華民國,瀑布,2021/10/29,本地風光電影股份有限公司,"本地風光電影股份有限公司,氧氣電影有限公司,鏡文學股份有限公司,三皇生物科技股份有限公司,百聿數碼創意股份有限公司,華映娛樂股份有限公司",5,160,-86.93%,"39,140","151,838","36,024,022"
48,南韓,金派特務,2021/10/29,威視股份有限公司,"KT HITEL CO.,LTD.",4,335,176.86%,"23,520","11,469","2,629,271"
49,美國,天兵阿榮,2021/10/29,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,198,288.24%,"10,370","28,796","6,720,658"
50,香港,怒火,2021/10/22,華映娛樂股份有限公司,"英皇影業有限公司,騰訊影業文化傳播有限公司,銀都機構有限公司,香港騰訊影業有限公司,天津貓眼微影文化傳媒有限公司,超級子彈影業有限公司,天下一電影製作有限公司,華文映像(北京)影業有限公司",6,382,-41.86%,"38,855","21,885","4,932,834"
51,美國,爽賺姐妹,2021/10/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",2,117,0.00%,"10,520","1,188","242,686"
52,美國,月光光新慌慌：萬聖殺,2021/10/22,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,31,-77.21%,"1,615","21,720","5,188,535"
53,美國,最後的決鬥,2021/10/15,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",4,273,-31.58%,"22,847","15,583","3,640,317"
54,美國,寶貝老闆：家大業大,2021/10/08,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,294,-65.89%,"17,060","40,643","9,446,875"
55,中華民國,鱷魚,2021/10/08,滿滿額娛樂股份有限公司,"滿滿額娛樂股份有限公司,鹿路電影有限公司,台灣大哥大myVideo,中環國際娛樂事業股份有限公司,華映娛樂股份有限公司,台北真好電影股份有限公司,中台興化學工業股份有限公司,崴森管理顧問股份有限公司,高雄市電影館",1,34,0.00%,"5,440","11,648","2,732,804"
56,美國,四個好日子,2021/10/08,鴻聯國際開發股份有限公司,FGD Movie Inc.,1,22,-50.00%,"3,080","1,141","227,801"
57,美國,殺手保鑣2,2021/10/08,海樂影業股份有限公司,"MILLENNIUM MEDIA,INC.",1,11,-88.89%,"1,210","38,368","8,829,219"
58,美國,007 生死交戰,2021/09/29,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,7,"1,355",-15.63%,"111,959","565,513","151,139,526"
59,日本,蠟筆小新：謎案！天下春日部學院的怪奇事件,2021/09/24,木棉花國際股份有限公司,ADK EMOTIOS INC.,1,33,-80.00%,"8,400","78,294","19,524,361"
60,美國,疾凍救援,2021/09/24,香港商甲上娛樂有限公司台灣分公司,Ice Road Productions LLC,1,81,-67.34%,"7,520","32,045","7,146,982"
61,美國,異類崛起,2021/09/24,原創娛樂股份有限公司,Vertical Entertainment,1,61,0.00%,"3,355",211,"37,323"
62,英國,算牌手,2021/09/17,薩摩亞商雄讚股份有限公司台灣分公司,HANWAY FILMS LIMITED,3,117,-31.98%,"14,330","2,588","463,520"
63,美國,密弒遊戲2：勝者危亡,2021/09/17,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,67,-44.17%,"8,024","35,493","8,317,782"
64,加拿大,親情解鎖,2021/09/17,天馬行空數位有限公司,HANWAY FILMS LIMITED,1,30,0.00%,"4,800",795,"135,681"
65,美國,沙丘,2021/09/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,437,-24.00%,"30,390","554,830","153,603,197"
66,俄羅斯,心悸效應,2021/09/10,可樂藝術文創股份有限公司,MAGIC FAIR LLC.,2,56,-9.68%,"8,960","1,161","155,742"
67,西班牙,蝸牛之家,2021/09/03,天馬行空數位有限公司,"CASTELAＯ PICTURES,S.L.U.",1,38,-5.00%,"6,080",479,"100,168"
68,美國,尚氣與十環傳奇,2021/09/02,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",7,535,-33.95%,"49,175","584,954","149,657,856"
69,中華民國,期末考,2021/08/20,海鵬影業有限公司,花千樹電影有限公司(A THOUSAND TREE FILMS)##高雄人##海鵬影業有限公司,1,133,0.00%,"23,940","5,337","1,133,482"
70,美國,暫時停止呼吸2,2021/08/20,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,54,-40.66%,"8,280","31,522","7,507,432"
71,美國,脫稿玩家,2021/08/12,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,20,-88.89%,"2,800","294,463","73,541,546"
72,美國,路卡的夏天,2021/08/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,32,-64.84%,"5,120","46,343","10,493,828"
73,美國,厲陰宅3：是惡魔逼我的,2021/07/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,39,-40.91%,"5,780","54,943","13,725,331"
74,美國,黑寡婦,2021/07/14,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,11,57.14%,"1,210","191,523","48,009,334"
75,美國,夢想之地,2021/04/23,傳影互動股份有限公司,A24 International LLC,1,68,30.77%,"10,880","21,453","4,768,428"
76,中華民國,聽見歌 再唱,2021/04/16,美商華納兄弟（遠東）股份有限公司台灣分公司,"美商華納兄弟(遠東)股份有限公司台灣分公司,香港商福斯傳媒有限公司台灣分公司,海樂影業股份有限公司,有得電影有限公司,高雄人,十三月股份有限公司",3,163,-66.73%,"18,930","364,394","84,290,354"
77,中華民國,男人與他的海,2021/04/01,牽猴子整合行銷股份有限公司,黑糖媒體創意有限公司,1,85,0.00%,"22,950","23,762","5,353,606"
78,法國,夏日之戀,2016/12/23,東昊影業有限公司,MK2 Films,4,203,3.57%,"43,575",408,"87,340"
79,法國,四百擊,2016/12/23,台灣電影文化協會,法國在台協會,3,49,-77.83%,"10,010",893,"188,145"
80,中國大陸,藍宇,2001/12/08,香港商甲上娛樂有限公司台灣分公司,永寧工作室,1,30,-62.03%,"6,960","3,662","891,267"
81,美國,哈利波特：神秘的魔法石,2001/11/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,259,581.58%,"121,515","18,865","6,951,767"
82,英國,裸體午餐,1992/03/14,香港商甲上娛樂有限公司台灣分公司,Hanway Films Limited,1,1,-80.00%,220,"1,394","290,110"
