序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,新次元！蠟筆小新電影超能力大決戰～飛吧！手卷壽司～,2023/07/30,木棉花國際股份有限公司,ADK Emotions Inc.,70,"50,586","28,642.05%","12,674,273","50,762","12,731,748"
2,法國,我們的最強暑假,2023/07/28,聯影企業股份有限公司,WILD BUNCH,11,78,-42.22%,"17,692",213,"48,884"
3,日本,謎樣的你,2023/07/28,原創娛樂股份有限公司,Happinet Phantoal Studios,21,299,-13.33%,"70,200",644,"155,056"
4,南韓,神鬼海底撈,2023/07/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"3,574",-30.70%,"854,618","8,731","2,100,876"
5,美國,之前的我們,2023/07/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"7,443",198.20%,"1,853,892","9,939","2,478,222"
6,英國,卓別林與他的情人,2023/07/28,車庫娛樂股份有限公司,STUDIOCANAL S.A.S.,10,206,151.22%,"44,044",288,"63,365"
7,日本,電影版TOKYO MER：行動急診室,2023/07/28,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",40,"2,315",-31.29%,"561,151","5,684","1,396,866"
8,美國,珍愛硬起來,2023/07/28,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,90,"14,320",-9.53%,"3,562,814","30,148","7,563,432"
9,印度,永遠的好麻吉,2023/07/28,希望影視行銷股份有限公司,一陽映畫有限公司,16,296,-57.71%,"63,722",996,"209,882"
10,日本,鐵男：金屬獸,2023/07/28,輝洪開發股份有限公司,NIKKATSU CORPORATION,5,53,-40.45%,"11,805",142,"30,793"
11,日本,鐵男II：血肉橫飛,2023/07/28,輝洪開發股份有限公司,NIKKATSU CORPORATION,5,36,-54.43%,"8,285",115,"26,256"
12,中華民國,請問，還有哪裡需要加強,2023/07/28,麻吉砥加電影有限公司,"麻吉砥加電影有限公司,禾豐九路娛樂有限公司,有戲娛樂股份有限公司,居爾一拳有限公司,能率影業股份有限公司,聚星文創娛樂事業股份有限公司,影一製作所股份有限公司,樺麗探險有限公司",100,"80,195",2.24%,"19,798,246","162,519","40,356,386"
13,日本,惠子不能輸,2023/07/21,光年映畫有限公司,CHARADES,12,389,-57.44%,"86,355","2,108","490,488"
14,加拿大,飯捲男孩乖乖睡,2023/07/21,原創娛樂股份有限公司,Sphere Film International Inc.,5,45,-83.33%,"9,925",534,"121,932"
15,法國,她和他的女兒,2023/07/21,鴻聯國際開發股份有限公司,GOODFELLAS,4,34,-89.60%,"6,380",679,"144,631"
16,美國,鬼郵輪：瑪麗皇后號,2023/07/21,車庫娛樂股份有限公司,RELAY MOTION KFT.,21,266,-89.77%,"64,100","6,997","1,685,535"
17,英國,長路將盡,2023/07/21,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,11,-92.67%,"2,640",292,"58,103"
18,美國,奧本海默,2023/07/21,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,100,"139,713",-26.02%,"44,329,375","452,708","142,824,147"
