序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",55,"59,688",76.55%,"14,051,575","93,496","21,975,262"
2,美國,法蒂瑪的奇蹟,2020/09/25,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,46,"2,294",-30.44%,"487,321","5,592","1,198,789"
3,巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,16,"1,210",-38.61%,"278,627","3,181","738,982"
4,日本,性之劇藥,2020/09/25,提恩傳媒實業有限公司,DMM.com LLC,11,290,49.48%,"70,987",484,"118,338"
5,日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",10,299,-23.92%,"59,287",692,"145,163"
6,日本,重啟咲良田,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,6,66,-71.30%,"15,137",296,"69,851"
7,日本,重啟咲良田,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,6,49,-75.62%,"10,960",250,"59,139"
8,南韓,情慾對決,2020/09/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,43,-18.87%,"9,845",96,"21,090"
9,印度,叢林拳霸,2020/09/25,車庫娛樂股份有限公司,AUTUMN SUN COMPANY LTD.,3,40,-61.90%,"9,265",145,"32,760"
10,中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,100,"23,547",14.27%,"5,437,302","59,038","13,639,862"
11,南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,60,"13,956",-43.29%,"3,325,598","59,453","14,249,671"
12,美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"2,041",-78.20%,"473,112","21,989","5,106,290"
13,英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,29,788,-70.25%,"174,226","6,483","1,490,338"
14,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,38,730,-73.56%,"161,466","6,130","1,360,783"
15,中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,9,315,-71.77%,"72,430","2,339","499,816"
16,日本,舞台 刀劍亂舞 悲傳 結目不如歸,2020/09/18,天馬行空數位有限公司,Marvelous Inc.,8,94,-88.10%,"68,240","2,346","1,652,400"
17,日本,《少女與戰車 最終章》第２話,2020/09/18,華藝娛樂股份有限公司,Hakuhodo DY music & pictures Inc.,14,207,-73.99%,"50,903","2,021","503,132"
18,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,4,210,-54.74%,"47,385",992,"219,175"
19,日本,啊，荒野 後篇,2020/09/18,車庫娛樂股份有限公司,"MYTHEATER D. D., INC.",4,42,-72.90%,"9,969",418,"90,054"
20,日本,啊，荒野 前篇,2020/09/18,車庫娛樂股份有限公司,"MYTHEATER D. D., INC.",5,29,-83.14%,"7,307",523,"113,844"
21,香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,57,"2,538",-53.46%,"565,758","15,890","3,582,641"
22,中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",72,"2,276",-65.33%,"509,964","49,308","11,248,363"
23,法國,夜訪羅浮宮：達文西特展,2020/09/16,威秀影城股份有限公司,Pathé Live,3,120,-9.09%,"43,860",303,"111,440"
24,南韓,特務搞飛機,2020/09/11,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,63,"12,780",-40.23%,"3,045,988","108,327","25,561,852"
25,日本,蠟筆小新電影 激戰!塗鴉王國與差不多四勇者,2020/09/11,木棉花國際股份有限公司,ADK EMOTIOS INC.,54,"8,907",-0.96%,"2,010,059","62,414","14,320,090"
26,巴西,中央車站:數位修復版,2020/09/11,光年映畫有限公司,MACT Productions,9,724,-34.24%,"158,700","5,917","1,314,915"
27,美國,密弒直播,2020/09/11,威視股份有限公司,"MELVILLE FILMS, INC.",26,595,-66.46%,"122,773","13,585","3,060,627"
28,美國,顫役輪迴,2020/09/11,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,19,229,-86.39%,"54,950","20,786","4,960,259"
29,德國,蘿莉破壞王,2020/09/11,鴻聯國際開發股份有限公司,Beta Cinema GmbH,5,139,-70.04%,"30,900","2,027","443,535"
30,日本,約會大作戰 赤黑新章：虛或實,2020/09/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,12,138,-31.00%,"22,110","4,436","709,785"
31,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,5,68,-48.87%,"14,755","1,322","282,592"
32,越南,鬼爸爸,2020/09/11,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",1,1,-97.73%,190,"1,069","244,620"
