序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,澳洲,餓之必要,2023/12/22,東昊影業有限公司,SOCIÉTÉ PARISIENNE DE PRODUCTION SARL,11,210,42.86%,"45,465",357,"77,613"
2,美國,贖罪日之戰,2023/12/22,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,37,"1,427",-5.93%,"325,587","2,944","673,228"
3,日本,東尼瀧谷:數位經典版,2023/12/22,光年映畫有限公司,Celluloid Dreams SAS,18,"1,696",90.56%,"397,564","2,586","602,588"
4,日本,千年決鬥,2023/12/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,10,35,-22.22%,"7,510",80,"16,318"
5,日本,銀河鐵道之夜,2023/12/22,中影股份有限公司,Gold View Co.  Ltd.,16,602,17.81%,"143,863","1,113","264,166"
6,美國,法拉利,2023/12/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,69,"12,703",0.00%,"3,278,636","12,703","3,278,636"
7,日本,寬鬆世代又怎樣：INTERNATIONAL,2023/12/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,53,"1,260",6.78%,"304,753","2,440","594,479"
8,泰國,送葬人,2023/12/22,車庫娛樂股份有限公司,RELAY MOTION KFT.,69,"8,008",4.22%,"1,956,050","15,692","3,872,713"
9,瑞典,巫術,2023/12/22,仲業股份有限公司,TRUSTNORDISK APS,18,242,25.39%,"58,085",435,"105,813"
10,美國,RENAISSANCE: A FILM BY BEYONCÉ,2023/12/21,威秀影城股份有限公司,Trafalgar Releasing Ltd.,9,"1,626",-30.03%,"826,875","3,950","2,086,473"
11,美國,水行俠 失落王國,2023/12/20,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,100,"230,823",-10.67%,"63,246,710","489,208","134,223,591"
12,南韓,12.12：首爾之春,2023/12/15,車庫娛樂股份有限公司,RELAY MOTION KFT.,65,"5,236",-43.33%,"1,303,824","23,957","5,957,840"
13,法國,青春,2023/12/15,前景娛樂有限公司,HOUSE ON FIRE##GLADYS GLOVER##CS PRODUCTION,2,245,-14.63%,"69,420",736,"202,104"
14,南韓,鬼6怨,2023/12/15,車庫娛樂股份有限公司,RELAY MOTION KFT.,47,"1,489",-52.66%,"370,766","9,937","2,465,643"
15,西班牙,荒漠斷背情,2023/12/15,傳影互動股份有限公司,Sony Pictures Classics Inc.,6,79,-67.36%,"12,080",613,"92,290"
16,法國,像高達一樣寂寞,2023/12/15,佳映娛樂國際股份有限公司,MEDIAWAN RIGHTS,5,109,-70.78%,"23,970",686,"156,968"
17,日本,青春豬頭少年不會夢到紅書包女孩,2023/12/15,木棉花國際股份有限公司,Aniplex Inc.,16,"6,054",-29.16%,"1,811,280","26,139","7,584,023"
18,香港,夜校,2023/12/15,華映國際文創股份有限公司,宏寰文化傳播有限公司,3,20,-31.03%,"4,735",49,"11,798"
19,中華民國,赤心巔峰,2023/12/15,活水文化事業有限公司,活水文化事業有限公司,49,"7,623",-44.48%,"1,824,642","33,247","7,875,245"
20,中華民國,愛是一把槍,2023/12/15,好威映象有限公司,念白電影有限公司##南川上電影有限公司,22,292,-71.43%,"68,589","2,379","546,226"
21,香港,年少日記,2023/12/08,光年映畫有限公司,MM2 STUDIOS HONG KONG  LTD,25,"1,648",-16.94%,"392,075","10,074","2,415,794"
22,中華民國,小曉,2023/12/08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,華映娛樂股份有限公司##得利影視股份有限公司##華文創股份有限公司##承達投資有限公司##寓言工作室##影響原創影視股份有限公司,66,"4,801",-42.66%,"1,162,146","44,992","11,060,980"
23,日本,鄰人Ｘ：謎樣的女子,2023/12/08,天馬行空數位有限公司,恆星多媒體股份有限公司,15,116,-73.52%,"26,420","2,089","536,607"
24,南韓,30日,2023/12/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,5,40,-71.83%,"10,170","10,548","2,553,103"
25,日本,東京復仇者2：血腥萬聖節 後篇─決戰,2023/12/08,華映國際文創股份有限公司,富士電視台##日本華納兄弟合同會社,5,63,-60.13%,"14,240","1,734","401,824"
26,美國,魔髮精靈：樂團在一起,2023/12/08,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,46,614,-69.05%,"147,342","26,636","6,457,287"
27,日本,歡迎來到駒田蒸餾所,2023/12/08,采昌國際多媒體股份有限公司,Gaga Corporation,23,855,-51.61%,"215,918","7,998","2,009,659"
28,日本,花腐,2023/12/08,中影股份有限公司,TOEI VIDEO COMPANY  LTD.,4,93,-16.22%,"21,630","1,304","296,445"
29,美國,夢行者保羅,2023/12/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,15,429,-59.38%,"107,609","10,975","2,679,846"
30,南韓,水鬼,2023/12/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,157,-67.76%,"39,275","6,939","1,717,163"
31,中國大陸,絕地追擊,2023/12/08,內容工廠有限公司,愛奇藝影業(蘇州)有限公司##愛奇藝影業(上海)有限公司##廈門恒業影業有限公司,4,8,-96.08%,"1,955",606,"139,758"
32,美國,旺卡,2023/12/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,100,"58,957",-0.91%,"15,313,717","301,326","80,905,064"
33,美國,無聲夜,2023/12/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,863,185.76%,"190,120","21,573","5,018,429"
34,西班牙,轉生幻夢,2023/12/01,燕翼企業有限公司,Bendita Films Sales,1,17,-85.83%,"4,700","1,218","277,728"
35,馬來西亞,富都青年,2023/12/01,新世紀南向開發有限公司,CINEMA INUTILE  INC.##mm2 Entertainment PTE. LTD.##大元娛樂有限公司 IS Entertainment Co.  Ltd.##彼演員多媒體有限公司 Be Actor Co.  Ltd.##星娛音樂有限公司 XYmusic Ltd.##JW SAB ## PARTNERS,77,"45,404",-15.33%,"11,385,864","345,807","87,389,802"
36,德國,五月的35日,2023/12/01,鴻聯國際開發股份有限公司,WARNER BROS. ENTERTAINMENT GmbH##EYRIE ENTERTAINMENT GmbH,1,1,-50.00%,160,897,"197,382"
37,印尼,屍禁,2023/12/01,威視股份有限公司,PT MD Pictures Tbk.,39,"1,650",-35.01%,"423,688","35,591","8,783,295"
38,英國,直線偏執狂,2023/11/30,威秀影城股份有限公司,The Royal National Theatre,4,50,0.00%,"32,520",123,"82,160"
39,南韓,全羅道少年殺人事件,2023/11/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,6,68,-58.28%,"16,971","7,575","1,850,710"
40,美國,下一球，勝利,2023/11/24,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,4,38,-75.80%,"8,500","11,358","2,728,956"
41,美國,拿破崙,2023/11/24,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,75,"2,507",-45.05%,"684,476","155,500","43,794,020"
42,美國,恐怖感恩劫,2023/11/17,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,2,-71.43%,440,"18,139","4,446,212"
43,中華民國,撼山河 撼向世界,2023/11/17,牽猴子股份有限公司,我們之間影像製作有限公司,2,113,303.57%,"24,660","8,513","1,923,931"
44,中華民國,少男少女,2023/11/17,嘉揚電影有限公司,嘉揚電影有限公司##滿滿額娛樂股份有限公司##MakerVille Company Limited##阿榮影業股份有限公司##台北影業股份有限公司##台灣大哥大股份有限公司,1,1,-88.89%,250,"4,707","1,144,779"
45,中華民國,車頂上的玄天上帝,2023/11/17,三視多媒體網路股份有限公司,三視多媒體網路股份有限公司##大好天光文化創意股份有限公司##台灣文創天使投資股份有限公司##財團法人台北市文化基金會台北市電影委員會##財團法人臺中市影視發展基金會##台灣大哥大股份有限公司##十二果子有限公司##映費迪國際有限公司##香港商甲上娛樂有限公司台灣分公司##相聚國際股份有限公司##風度國際股份有限公司##衛山資本股份有限公司,13,409,16.52%,"99,755","53,488","12,567,621"
46,香港,白日之下,2023/11/17,台北双喜電影發行股份有限公司,天下一電影發行有限公司,1,4,-55.56%,"1,020","1,648","404,499"
47,美國,飢餓遊戲：鳴鳥與游蛇之歌,2023/11/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,65,"4,319",-41.29%,"1,216,653","234,785","65,986,984"
48,日本,東京復仇者2：血腥萬聖節 前篇─命運,2023/11/10,華映國際文創股份有限公司,日本華納兄弟合同會社##角川集團,5,59,-51.24%,"13,365","1,796","416,240"
49,法國,茱莉亞四重奏,2023/11/10,聯影企業股份有限公司,SOCIETE NOUVELLE DE DISTRIBUTION,9,257,57.67%,"56,720",420,"92,555"
50,法國,琳達想吃雞!,2023/11/10,捷傑有限公司,CHARADES,15,314,0.00%,"69,968",488,"113,468"
51,日本,天一亮，就想見到你,2023/11/10,原創娛樂股份有限公司,Asmik Ace  Inc.,20,479,-10.80%,"117,324","1,238","308,660"
52,日本,電影版 勿說是推理,2023/11/10,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,2,8,-68.00%,"2,220","15,445","3,941,026"
53,泰國,日暮生死戀,2023/11/10,采昌國際多媒體股份有限公司,M PICTURES COMPANY LIMITED,1,5,-58.33%,"1,475","4,437","1,061,471"
54,美國,驚奇隊長 2,2023/11/08,台灣華特迪士尼股份有限公司,BUENA VISTA INTERNATIONAL  INC.,21,179,-71.63%,"43,520","314,390","82,223,928"
