序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,南韓,魔女二部曲：另一個她,2022/07/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,62,"23,135",5.59%,"5,538,056","45,046","10,816,581"
2,美國,闇黑電話,2022/07/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,87,"12,050",11.50%,"2,955,772","22,857","5,624,821"
3,南韓,衝鋒戰士劇場版：翁法洛斯島的秘密,2022/07/01,華藝娛樂股份有限公司,"Choirock Contents Company Co.,Ltd.",32,"1,176",-16.83%,"274,258","2,590","617,992"
4,美國,美國舞孃,2022/07/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,11,193,-5.39%,"37,935",397,"78,142"
5,義大利,戰地夜曲,2022/07/01,佳映娛樂國際股份有限公司,The Match Factory GmbH,2,68,-25.27%,"14,580",159,"34,005"
6,匈牙利,親愛的母親,2022/07/01,輝洪開發股份有限公司,Good Vibe Media,1,59,-49.14%,"12,360",175,"37,115"
7,法國,一路上有妳,2022/07/01,好威映象有限公司,Playtime,2,15,-16.67%,"3,155",33,"6,685"
8,日本,名偵探柯南 萬聖節的新娘,2022/06/30,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,92,"117,146",-22.29%,"29,099,508","267,898","67,908,755"
9,南韓,嬰兒轉運站,2022/06/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,69,"9,782",-56.31%,"2,403,256","50,840","12,445,982"
10,波蘭,拜金女王的性愛派對,2022/06/24,仲業股份有限公司,"Cinema Management Group,LLC",22,397,-78.85%,"93,826","3,753","893,699"
11,匈牙利,忌妒的藍圖,2022/06/24,可樂藝術文創股份有限公司,FILMS BOUTIQUE SAS,7,96,-73.70%,"21,895",742,"164,323"
12,日本,龍馬！新生網球王子劇場版,2022/06/24,捷傑有限公司,GAGA Corporation,16,93,-70.85%,"21,611",690,"166,679"
13,芬蘭,不看鐵達尼號的男人,2022/06/24,天馬行空數位有限公司,INTRAMOVIES,6,89,-68.66%,"19,825",581,"129,053"
14,日本,怪獸死了怎麼辦,2022/06/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,21,81,-87.16%,"19,294","1,805","428,614"
15,日本,龍馬！新生網球王子劇場版,2022/06/24,捷傑有限公司,GAGA Corporation,16,69,-76.85%,"16,906",726,"173,391"
16,法國,越界分身,2022/06/24,本萃電影有限公司,CHARADES,6,56,-74.66%,"10,595",451,"93,495"
17,美國,貓王艾維斯,2022/06/23,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,89,"5,399",-61.28%,"1,367,822","32,794","8,396,233"
18,美國,巴斯光年,2022/06/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",91,"15,003",-56.93%,"3,654,259","156,239","38,829,532"
19,中華民國,台灣男子葉石濤,2022/06/17,茂樹電影有限公司,"茂樹電影有限公司,高雄人",17,"1,031",-8.92%,"237,245","8,807","1,963,033"
20,日本,尋人啟弒,2022/06/17,光年映畫有限公司,"ASMIK ACE,INC.",12,353,-60.82%,"79,155","4,031","923,394"
21,美國,午後彌撒,2022/06/17,好威映象有限公司,Kinology,6,196,-35.95%,"44,705","1,507","343,479"
22,美國,蘿莉塔,2022/06/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,24,-79.66%,"5,550",891,"205,103"
23,義大利,隔離巢,2022/06/17,原創娛樂股份有限公司,"FILM FACTORY ENTERTAINMENT,S.L.",1,3,-92.31%,595,316,"75,097"
24,法國,一屍到底：法屍浪漫,2022/06/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,2,-97.01%,375,"1,646","388,850"
25,英國,利奥波德城,2022/06/14,威秀影城股份有限公司,Royal National Theatre,3,22,0.00%,"14,080",47,"28,840"
26,英國,伊恩•麥克連 80歲個人秀巡迴演出,2022/06/11,威秀影城股份有限公司,Royal National Theatre,3,69,81.58%,"45,700",165,"112,020"
27,日本,餘命10年,2022/06/10,車庫娛樂股份有限公司,WARNER BROS. JAPAN LLC,44,"8,201",-34.49%,"2,065,223","63,097","15,815,337"
28,日本,露草,2022/06/10,天馬行空數位有限公司,"Free Stone Productions Co.,Ltd.",1,2,-33.33%,530,611,"125,959"
