序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,新解釋．三國志,2020/12/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,54,"11,044",-22.25%,"2,627,648","25,248","6,039,819"
2,美國,求婚好意外,2020/12/11,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,89,"9,653",-9.37%,"2,226,360","20,304","4,687,117"
3,日本,信用詐欺師JP:公主篇,2020/12/11,海樂影業股份有限公司,PONY CANYON INC.,46,"8,534",-0.74%,"2,008,760","17,308","4,115,834"
4,南韓,喬瑟與老虎、魚,2020/12/11,英屬維京群島商高捷全球開發有限公司 台灣分公司,K-MOVIE ENTERTAINMENT,46,"1,198",-41.84%,"272,947","3,258","756,513"
5,匈牙利,怵目驚魂28天,2020/12/11,本萃電影有限公司,GEM ENTERTAINMENT KFT,14,617,9.59%,"138,830","1,180","273,295"
6,香港,逃獄兄弟,2020/12/11,華映娛樂股份有限公司,東方影業出品有限公司##本地製作有限公司,21,613,-34.58%,"135,255","1,550","342,071"
7,越南,人性爆走課,2020/12/11,政駒實業有限公司,"FINECUT CO., LTD.",12,335,6.35%,"74,660",650,"145,336"
8,德國,行動代號：熱狗,2020/12/11,車庫娛樂股份有限公司,PICTURE TREE INTERNATIONAL GMBH,3,50,-28.57%,"11,820",120,"27,485"
9,日本,監幽,2020/12/11,英屬維京群島商映畫聯合有限公司台灣分公司,"MYTHEATER D.D., INC.",3,22,-46.34%,"4,770",63,"14,180"
10,法國,聖羅蘭：時尚影子的人生,2020/12/11,車庫娛樂股份有限公司,PLAYTIME,3,9,-55.00%,"2,220",29,"6,765"
11,美國,再見街貓BOB,2020/12/10,采昌國際多媒體股份有限公司,Bos Entertainment Inc. dba The Exchange,58,"3,331",-46.56%,"791,150","9,564","2,281,546"
12,美國,魔物獵人,2020/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,97,"52,587",-63.48%,"12,328,721","366,268","87,633,061"
13,中華民國,親愛的殺手,2020/12/04,威視股份有限公司,興揚電影有限公司##滿滿額娛樂股份有限公司##海寧鐵幕真文化傳媒有限公司##華映娛樂股份有限公司##十三月股份有限公司##浙江光芒文化傳媒有限公司##海寧夢生影視文化傳媒有限公司##上海牧神文化傳媒有限公司,64,"3,586",-67.82%,"832,102","25,867","6,009,513"
14,南韓,瑜珈怨,2020/12/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,25,375,-87.61%,"84,890","7,065","1,665,655"
15,香港,熱血合唱團,2020/12/04,台北双喜電影發行股份有限公司,"博納影視娛樂有限公司 	 ##博納影業集團股份有限公司##上海博納文化傳媒有限公司##双喜電影發行(北京)有限公司##夢造者娛樂有限公司",27,237,-83.64%,"48,645","3,452","788,510"
16,波蘭,只有悲傷才是美麗的,2020/12/04,海鵬影業有限公司,INTRAMOVIES SRL,7,164,-73.07%,"33,960","1,328","275,610"
17,日本,用甜酒漱口,2020/12/04,天馬行空數位有限公司,"MCIP Holdings Co., Ltd.",8,135,-73.11%,"29,195","1,021","221,106"
18,日本,約會大作戰 赤黑新章：紅或白,2020/12/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,13,157,-67.56%,"25,250","1,579","252,525"
19,德國,情攝大師,2020/12/04,前景娛樂有限公司,MK2 FILMS,6,111,-68.82%,"24,430",895,"205,843"
20,美國,搖滾變色龍：大衛鮑伊,2020/12/04,薩摩亞商雄讚股份有限公司台灣分公司,Media Film International,3,76,-73.24%,"17,280",705,"162,932"
21,義大利,食人少年幫,2020/12/04,車庫娛樂股份有限公司,ELLE DRIVER,1,2,-98.29%,620,249,"56,395"
22,美國,女王特大號,2020/12/04,車庫娛樂股份有限公司,"IMR INTERNATIONAL, LLC",2,2,-95.35%,420,104,"22,915"
23,美國,古魯家族：新石代,2020/11/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,81,"6,086",-54.10%,"1,371,234","69,813","15,821,349"
24,日本,尋找小魔女Doremi,2020/11/27,薩摩亞商雄讚股份有限公司台灣分公司,"TOEI ANIMATION CO., LTD.",68,"3,392",-67.58%,"807,204","57,343","13,563,110"
25,中華民國,十二夜2：回到第零天,2020/11/27,牽猴子整合行銷股份有限公司,縫影子宇宙有限公司##牽猴子整合行銷股份有限公司##貝殼放大股份有限公司,26,"1,545",-52.61%,"345,022","15,332","3,427,567"
26,美國,鬼弒訊,2020/11/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CHARADES,3,207,86.49%,"53,330","3,876","911,068"
27,美國,說不出的告別,2020/11/27,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",8,188,-70.94%,"43,390","4,956","1,099,377"
28,伊朗,緝毒風暴,2020/11/27,捷傑有限公司,Iranian Independents,4,106,-69.01%,"22,945","2,183","497,430"
29,香港,無間行者之生死潛行,2020/11/27,華映娛樂股份有限公司,寰宇娛樂有限公司##深圳豆角映像影視文化傳媒有限公司##寰宇縱橫世紀電影發行（北京）有限公司##寰宇影片發行有限公司,2,11,-93.53%,"2,750","2,897","654,333"
30,德國,未來的我們,2020/11/27,好威映象有限公司,m-appeal,1,5,-78.26%,"1,250",352,"75,783"
31,智利,他們的自由年代,2020/11/27,東昊影業有限公司,Film Factory,1,4,-77.78%,865,295,"62,880"
32,比利時,慾望摩天輪,2020/11/27,車庫娛樂股份有限公司,WTFILMS,1,1,0.00%,300,90,"18,919"
33,美國,追殺胖老爹,2020/11/27,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,0,-100.00%,0,"4,253","964,815"
34,法國,Miss,2020/11/23,原創娛樂股份有限公司,Other Angle Pictures,1,4,-91.11%,"1,140",559,"128,040"
35,中華民國,同學麥娜絲,2020/11/20,甜蜜生活製作有限公司,甜蜜生活製作有限公司##華文創股份有限公司,74,"9,109",-55.49%,"2,131,987","183,681","42,880,165"
36,日本,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,2020/11/20,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,50,"4,540",-55.94%,"1,118,790","99,714","23,744,933"
37,南韓,盜墓同盟,2020/11/20,英屬維京群島商高捷全球開發有限公司 台灣分公司,"CJ ENM CO., LTD",12,212,-79.56%,"46,640","28,540","6,671,103"
38,日本,惡童當街 經典重映,2020/11/20,天馬行空數位有限公司,Aniplex Inc.,4,108,-47.83%,"24,940","3,438","795,325"
39,美國,逃,2020/11/20,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,4,53,-86.58%,"12,615","20,418","4,906,824"
40,馬來西亞,你是豬,2020/11/20,華映娛樂股份有限公司,NSP ENTERTAINMENT SDN BHD,2,45,-71.52%,"11,190","8,081","1,854,243"
41,日本,愛在末路之境,2020/11/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,37,-62.63%,"9,420","5,165","1,220,656"
42,美國,婊兄弟上路,2020/11/20,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,2,-85.71%,510,"1,298","290,398"
43,日本,海邊的異邦人,2020/11/13,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,7,72,-68.14%,"17,615","14,390","3,486,746"
