序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,日本,刀劍亂舞 迴 -虛傳 燃燒的本能寺- 【前篇】,2024/05/19,天馬行空數位有限公司,Marvelous Inc.,18,"1,093",71.32%,"268,492","1,731","501,902"
2,德國,全面監視,2024/05/17,佳映娛樂國際股份有限公司,Filmtank Berlin,7,144,-44.19%,"34,935",402,"95,360"
3,中國大陸,沉默筆錄,2024/05/17,凱佳國際有限公司,上海淘票票影視文化有限公司##北京中導協文化發展有限公司##北京盛煜天桐文化集團有限公司,17,92,-19.30%,"20,401",206,"46,114"
4,義大利,如果可以再死一次,2024/05/17,海鵬影業有限公司,TRUE COLOURS glorious films S.r.l.,16,699,2.19%,"154,104","1,383","306,827"
5,日本,BLOODY ESCAPE：地獄的逃走劇,2024/05/17,采昌國際多媒體股份有限公司,Dentsu Anime Solutions Inc.,43,384,-44.91%,"91,104","1,081","257,490"
6,美國,滅世男孩,2024/05/17,車庫娛樂股份有限公司,RELAY MOTION KFT.,80,"2,649",-32.11%,"619,139","6,551","1,512,560"
7,法國,日落喜劇,2024/05/17,東昊影業有限公司,MK2 Films,9,224,13.71%,"44,835",421,"87,713"
8,日本,鴉色刑事組電影版,2024/05/17,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,56,"1,036",-13.81%,"238,629","2,238","516,253"
9,英國,小熊維尼2：噬血維尼,2024/05/17,可樂藝術文創股份有限公司,PREMIERE ENTERTAINMENT GROUP LLC,34,"1,055",-4.70%,"266,384","2,162","553,113"
10,日本,魯邦三世 卡里奧斯特羅城 4K數位修復版,2024/05/17,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,11,468,-19.03%,"119,229","1,046","272,082"
11,美國,幻幻之交,2024/05/11,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,91,"13,474",-27.28%,"3,474,881","32,247","8,254,043"
12,南韓,惡鄰羅曼史,2024/05/10,車庫娛樂股份有限公司,RELAY MOTION KFT.,20,72,-89.67%,"16,959","1,778","394,297"
13,泰國,鬼妻塚,2024/05/10,車庫娛樂股份有限公司,RELAY MOTION KFT.,63,"1,333",-72.54%,"324,162","10,695","2,647,400"
14,日本,假面騎士 THE WINTER MOVIE- 葛查多 & GEATS 最強克米GOTCHA大作戰,2024/05/10,華映國際文創股份有限公司,東映株式會社,15,190,-69.45%,"49,068","1,803","474,020"
15,丹麥,短句之國,2024/05/10,仲業股份有限公司,TRUSTNORDISK APS,4,30,-86.73%,"6,680",442,"95,628"
16,美國,猩球崛起：王國誕生,2024/05/08,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,95,"55,347",-46.94%,"14,631,914","297,287","80,444,603"
17,中國大陸,熊出沒．伴我“熊芯”,2024/05/07,飛擎國際視聽有限公司,Fantawild Animation Inc.##浙江横店影業有限公司##中國電影股份有限公司##萬達電影股份有限公司##霍爾果斯聯瑞木馬影視傳媒有限公司##方特影業投資有限公司##天津貓眼微影文化傳媒有限公司##海南禾光影業有限公司##上海華策電影有限公司##之江電影集團有限公司##北京耀影電影發行有限公司##北京國影縱横電影發行有限公司##抖音文化（廈門）有限公司##中視金橋文化發展（北京）有限公司##北京微夢創科網絡技術有限公司 ##北京長城沃美電影院線有限公司##完美世界院線有限公司##上海環路影視文化有限公司##海南虞安投資有限公司,18,254,-57.38%,"60,508","1,958","467,670"
18,香港,九龍城寨之圍城,2024/5/17,華映國際文創股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##天下一電影製作有限公司##銀都機構有限公司##聯瑞（上海）影業有限公司##浙江橫店影業有限公司##上海淘票票影視文化有限公司##浙江聯瑞木馬文化傳媒有限公司##北京微夢創科網絡技術有限公司##江蘇省電影集團有限公司,95,"47,454",30.68%,"12,143,974","84,117","21,286,529"
19,中華民國,我在這裡等你,2024/05/05,威視股份有限公司,抓馬文化股份有限公司,59,"2,956",-59.62%,"764,278","16,502","4,378,257"
20,日本,長夜盡頭的微光,2024/05/04,天馬行空數位有限公司,Hakuhodo DY music ## pictures Inc.,12,434,-47.77%,"96,567","2,296","541,540"
21,義大利,少年的漂浪旅程,2024/05/03,鴻聯國際開發股份有限公司,PATHE FILMS,6,143,2.14%,"32,035","1,723","379,439"
22,美國,蜘蛛驚,2024/05/01,采昌國際多媒體股份有限公司,Cornerstone Films Ltd,2,15,-94.16%,"3,540","5,112","1,255,892"
23,美國,挑戰者,2024/05/01,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,33,421,-70.41%,"109,069","11,303","2,974,812"
24,美國,帝國浩劫：美國內戰,2024/05/01,車庫娛樂股份有限公司,RELAY MOTION KFT.,84,"4,519",-60.60%,"1,166,931","84,737","21,845,824"
25,日本,貓的報恩,2024/04/30,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,54,"1,461",-51.15%,"360,971","21,969","5,509,617"
26,新加坡,錢不夠用3：全部夠用,2024/04/30,華映國際文創股份有限公司,Clover Films##mm2 Entertainmen,8,327,-44.10%,"71,615","4,569","1,082,913"
27,英國,非關性愛,2024/04/26,捷傑有限公司,MK2 FILMS,2,9,80.00%,"2,480",492,"107,457"
28,蒙古,如果我可以冬眠,2024/04/26,東昊影業有限公司,URBAN SALES,1,8,-33.33%,"2,080",700,"153,590"
29,印尼,全境炸裂,2024/04/26,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PT VISINEMA PICTURES,1,3,-72.73%,465,"1,594","372,978"
30,南韓,犯罪都市4,2024/04/26,車庫娛樂股份有限公司,RELAY MOTION KFT.,81,"9,213",-46.86%,"2,333,663","150,866","38,335,551"
31,不丹,不丹沒有槍,2024/04/25,海鵬影業有限公司,東遊記創意有限公司##湯臣電影事業股份有限公司,1,60,0.00%,"12,000",382,"90,620"
32,美國,特技玩家,2024/04/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,80,"7,048",-50.82%,"1,912,469","141,262","38,784,246"
33,泰國,屍控大賣場,2024/04/23,可樂藝術文創股份有限公司,M PICTURES CO. LTD.,1,4,-71.43%,880,"1,131","281,395"
34,南韓,神鬼對決,2024/04/19,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,7,-63.16%,"1,870","10,124","2,514,659"
35,日本,孤島診療所2022,2024/04/19,車庫娛樂股份有限公司,FUJI CREATIVE CORPORATION,1,14,-79.71%,"3,670","2,294","535,520"
36,美國,噬血芭蕾,2024/04/19,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,17,-84.96%,"4,675","18,108","4,640,152"
37,義大利,盜墓奇美拉,2024/04/19,海鵬影業有限公司,The Match Factory GmbH,2,23,-81.89%,"5,345","2,363","521,372"
38,日本,機動戰士鋼彈 SEED FREEDOM,2024/04/16,薩摩亞商羚邦(亞洲)有限公司台灣分公司,SUNRISE INC.,37,"1,882",-55.22%,"627,853","92,961","29,519,413"
39,美國,非紳士特攻隊,2024/04/16,采昌國際多媒體股份有限公司,GEM Entertainment Kft.,8,99,-75.50%,"24,981","37,905","9,551,397"
40,中華民國,鬼天廈,2024/4/19,華映國際文創股份有限公司,華映娛樂股份有限公司##艾迪昇傳播事業有限公司##一念間電影有限公司##轅年視覺創意股份有限公司##三皇生物科技股份有限公司##星泰國際娛樂股份有限公司##文化內容策進院##乾伽國際媒體有限公司,36,"1,797",-44.19%,"454,741","65,027","16,153,626"
41,日本,搬家 4K數位修復版,2024/04/12,中影股份有限公司,MK2 FILMS,4,123,12.84%,"28,270","2,387","528,504"
42,日本,怪物樵夫,2024/04/11,網銀國際影視股份有限公司,Warner Bros. Pictures Japan,1,9,-59.09%,"2,190","4,470","1,136,495"
43,美國,瓊拜雅：三重人格,2024/04/05,造次文化有限公司,Magnolia Pictures LLC,1,2,-50.00%,380,"1,236","283,941"
44,日本,劇場版 排球少年!! 垃圾場的決戰,2024/04/04,薩摩亞商羚邦(亞洲)有限公司台灣分公司,Dentsu Tec Inc.,92,"29,557",-43.54%,"8,218,806","811,915","234,239,345"
45,美國,天魔：惡之初,2024/04/03,博偉電影股份有限公司,BUENA VISTA INTERNATIONAL  INC.,1,26,0.00%,"3,400","19,962","5,124,201"
46,南韓,Strike！娜英,2024/03/29,原創娛樂股份有限公司,FINECUT CO.  LTD.,1,24,50.00%,"4,320",710,"164,014"
