序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,中華民國,朝向一首詩的完成,2022/09/10,目宿媒體股份有限公司,目宿媒體股份有限公司,3,26,73.33%,"6,410",41,"10,261"
2,南韓,機密同盟2,2022/09/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,67,"26,147",4.63%,"6,293,983","51,136","12,306,359"
3,日本,神隱少女,2022/09/08,香港商甲上娛樂有限公司台灣分公司,Studio Ghibli Inc.,70,"18,316",-38.52%,"4,614,142","48,106","11,922,432"
4,美國,拉辛正傳,2022/09/08,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,87,"6,416",-21.51%,"1,549,454","14,590","3,499,493"
5,中華民國,藏匿處,2022/09/08,春暉映像有限公司,影格電影有限公司,30,"1,743",-37.14%,"404,375","5,299","1,230,990"
6,美國,大開眼戒,2022/09/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,18,693,-5.07%,"168,231","1,423","349,898"
7,美國,終極交戰,2022/09/08,車庫娛樂股份有限公司,RELAY MOTION KFT.,19,666,-18.48%,"157,099","1,483","353,257"
8,日本,七五計劃,2022/09/08,天馬行空數位有限公司,URBAN SALES. s.a.s (“US”),18,737,-16.53%,"155,080","1,620","347,441"
9,義大利,請為我在羅馬多留一天,2022/09/08,海鵬影業有限公司,VISION DISTRIBUTION S.p.A.,15,693,29.05%,"142,630","1,230","258,249"
10,香港,一路瞳行,2022/09/08,華映娛樂股份有限公司,"東方影業出品有限公司,本地製作有限公司,香港電影發展基金",10,140,7.69%,"31,560",270,"61,062"
11,南韓,語意錯誤電影版,2022/09/07,采昌國際多媒體股份有限公司,ATRIUM PRODUCTIONS KFT,24,"8,762",-22.75%,"2,259,748","20,105","5,095,051"
12,日本,劇場版 超時空要塞F~虛空歌姬~,2022/09/07,水元素文化傳媒有限公司,"BIGWEST CO., LTD.",15,"1,484",550.88%,"385,419","1,712","435,579"
13,日本,七龍珠超：超級英雄,2022/09/03,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,99,"13,065",-38.62%,"3,421,923","34,349","9,226,288"
14,香港,花樣年華 4K數位修復版,2022/09/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Jet Tone Films Limited,春光映畫,PARADIS FILMS",23,"3,008",679.27%,"777,255","3,770","1,044,975"
15,中華民國,大俠胡金銓 第二部曲—斷腸人在天涯,2022/09/03,華映娛樂股份有限公司,"華映娛樂股份有限公司,七霞電影有限公司",5,676,0.00%,"142,220","1,232","269,240"
16,中華民國,大俠胡金銓 第一部曲—先知曾經來過,2022/09/03,華映娛樂股份有限公司,"華映娛樂股份有限公司,七霞電影有限公司",5,676,0.00%,"142,220","1,232","269,240"
17,中華民國,尋找背海的人,2022/09/03,目宿媒體股份有限公司,目宿媒體股份有限公司,1,0,0.00%,0,1,140
