序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,義大利,鬼巢,2020/12/18,車庫娛樂股份有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L.,30,"1,287",-26.58%,"294,531","3,040","705,832"
2,法國,85年的夏天,2020/12/18,好威映象有限公司,Playtime,18,"1,128",34.61%,"249,135","1,966","434,312"
3,日本,順其自然的日子,2020/12/18,可樂藝術文創股份有限公司,PONY CANYON INC.,27,514,-11.23%,"119,139","1,238","298,448"
4,美國,高校棋蹟,2020/12/18,捷傑有限公司,"Cinema Management Group, LLC",11,484,-29.03%,"109,417","1,166","267,114"
5,哥倫比亞,總是有個人在愛你,2020/12/18,海鵬影業有限公司,KINOLOGY,9,417,4.77%,"83,745",815,"164,275"
6,日本,手塚治虫迷幻少女,2020/12/18,天馬行空數位有限公司,NIKKATSU CORPORATION,7,203,-25.64%,"42,450",476,"101,165"
7,法國,卡薩諾瓦的情人,2020/12/18,車庫娛樂股份有限公司,ELLE DRIVER,11,195,-14.47%,"39,860",423,"86,874"
8,南韓,說唱藝人：希望之聲,2020/12/18,原創娛樂股份有限公司,"KT Hitel CO., LTD.",5,150,-52.53%,"34,185",466,"105,984"
9,法國,純真誘惑,2020/12/18,車庫娛樂股份有限公司,GAUMONT S.A.,3,17,-29.17%,"3,300",41,"8,295"
10,日本,春情蕩漾,2020/12/18,英屬維京群島商映畫聯合有限公司台灣分公司,"KING RECORD CO., LTD.",3,8,33.33%,"1,645",14,"2,850"
11,美國,神力女超人1984,2020/12/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"325,487",-15.15%,"82,694,938","709,082","180,233,819"
12,英國,俘虜,2020/12/15,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,1,174,1.16%,"39,765",346,"78,440"
13,日本,新解釋．三國志,2020/12/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"4,500",-59.25%,"1,071,873","29,748","7,111,692"
14,美國,求婚好意外,2020/12/11,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,82,"4,031",-58.24%,"950,930","24,335","5,638,047"
15,日本,信用詐欺師JP:公主篇,2020/12/11,海樂影業股份有限公司,PONY CANYON INC.,46,"3,981",-53.35%,"944,109","21,289","5,059,943"
