序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,中華民國,叱咤風雲,2021/01/16,星泰國際娛樂股份有限公司,量能文創股份有限公司##創映電影有限公司##天鵬翱翔集團有限公司,82,"39,514",49.40%,"9,371,808","65,962","15,505,100"
2,英國,議事錄,2021/01/16,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,5,51,2.00%,"32,040",101,"63,800"
3,美國,馬德里金庫盜數90分鐘,2021/01/15,薩摩亞商雄讚股份有限公司台灣分公司,TF1 DROITS AUDIOVISUELS.,84,"36,273",33.42%,"8,416,813","63,461","14,804,216"
4,日本,凶宅怪談,2021/01/15,海樂影業股份有限公司,"Shochiku Co.,Ltd.",46,"5,003",2.42%,"1,166,462","9,888","2,307,023"
5,日本,死亡醫生的遺產-BLACK FILE-,2021/01/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,Nippon Television Network Corporation,44,"3,947",-18.90%,"923,397","8,814","2,065,452"
6,日本,千年女優 4K 數位修復版,2021/01/15,向洋影業有限公司,株式会社ジェンコ,16,"3,293",39.89%,"827,812","5,647","1,432,617"
7,美國,異種獵殺,2021/01/15,車庫娛樂股份有限公司,RELAY MOTION KFT.,46,"2,807",-44.60%,"647,198","7,874","1,823,519"
8,英國,李希特舒眠曲,2021/01/15,造次文化有限公司,Dogwoof Ltd（''Licensor''）,10,"1,594",270.70%,"371,255","2,024","470,301"
9,德國,偷畫男孩,2021/01/15,海鵬影業有限公司,ARRI Media GmbH,15,"1,359",28.45%,"285,014","2,417","511,387"
10,美國,末路狂奔,2021/01/15,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,45,803,-24.60%,"174,170","1,868","409,934"
11,香港,好好拍電影,2021/01/15,傳影互動股份有限公司,A.M. ASSOCIATES LIMITED,12,694,50.87%,"149,810","1,154","250,375"
12,中國大陸,我在時間盡頭等你,2021/01/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"阿里巴巴影業（北京）有限公司,宸銘影業（上海）有限公司,安樂影片有限公司,萬誘引力甲有限公司,安樂（北京）電影發行有限公司,北京中聯華盟文化傳媒投資有限公司,北京劇角映畫文化傳媒股份有限公司,深圳市東方富海投資管理股份有限公司,貴州黔霖水西影視文化傳媒有限公司,大河影業揚州有限公司",11,603,9.24%,"136,737","1,155","265,927"
13,英國,倫敦生活,2021/01/15,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,5,162,67.01%,"110,480",259,"176,040"
14,法國,蠢蛋告別式,2021/01/15,捷傑有限公司,Gaumont S.A.,14,438,-31.24%,"94,842","1,075","235,525"
15,美國,冰血驚魂,2021/01/15,水元素文化傳媒有限公司,Arclight Films International Pty. Ltd.,16,406,-6.24%,"89,525",839,"186,355"
16,德國,靈冤而厲,2021/01/15,天馬行空數位有限公司,Media Luna New Films UG (haftungsbeschränkt),14,337,1.51%,"81,475",669,"165,130"
17,日本,一步一步的愛,2021/01/15,原創娛樂股份有限公司,AVEX PICTURES INC.,16,165,-62.07%,"36,805",600,"137,239"
18,義大利,最美麗的歲月,2021/01/15,車庫娛樂股份有限公司,ELLE DRIVER,16,148,-19.57%,"29,305",332,"67,330"
19,日本,哲人王：李登輝對話篇,2021/01/15,佳映娛樂國際股份有限公司,REICIEL STUDIO INC.,3,59,-22.37%,"13,160",215,"46,375"
20,日本,妻子的祕蜜,2021/01/15,英屬維京群島商映畫聯合有限公司台灣分公司,RELAY MOTION KFT.,3,7,-66.67%,"1,550",28,"5,475"
21,中華民國,牡丹還魂—白先勇與崑曲復興,2021/01/13,藝碩文創股份有限公司,藝碩文創股份有限公司,2,909,-1.20%,"190,930","1,829","389,130"
22,中華民國,迷失安狄,2021/01/08,滿滿額娛樂股份有限公司,滿滿額娛樂股份有限公司##豐采文創有限公司,27,"2,389",-32.87%,"583,389","9,410","2,266,022"
23,日本,妄想代理人：後篇,2021/01/08,光年映畫有限公司,TOHOKUSHINSHA FILM CORPORATION,20,695,-52.85%,"160,627","3,958","917,638"
24,美國,末世戰疫：鳴鳥檔案,2021/01/08,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,51,616,-89.85%,"140,326","14,837","3,491,185"
25,德國,破處那件小事,2021/01/08,鴻聯國際開發股份有限公司,UFA Fiction GmbH,12,252,-67.94%,"55,155","1,820","395,145"
26,英國,舊愛靈靈妻,2021/01/08,采昌國際多媒體股份有限公司,Protagonist Pictures Limited,26,154,-90.33%,"34,480","3,890","884,654"
27,中華民國,少年阿堯,2021/01/08,林柏瑜,林柏瑜,7,214,-25.44%,"34,140","1,028","163,730"
28,日本,聖誕殺戮日,2021/01/08,可樂藝術文創股份有限公司,"Toei Company, LTD",19,76,-91.72%,"17,175","2,567","578,756"
29,義大利,謎宮,2021/01/08,車庫娛樂股份有限公司,TF1 DROITS AUDIOVISUELS,8,31,-96.10%,"6,975","1,829","424,419"
30,日本,少女墮落日記,2021/01/08,英屬維京群島商映畫聯合有限公司台灣分公司,CREI INC.,1,12,-85.71%,"2,450",167,"35,350"
31,香港,拆彈專家2,2020/12/31,華映娛樂股份有限公司,寰宇娛樂有限公司##阿里巴巴影業(北京)有限公司##廣州市英明文化傳播有限公司##寰宇縱橫世紀電影發行（北京）有限公司##映藝娛樂有限公司##尚乘數字媒體有限公司##寰宇影片發行有限公司,94,"44,517",-34.34%,"10,557,602","327,895","77,661,283"
32,中華民國,杏林醫院,2020/12/31,海樂影業股份有限公司,"海樂影業股份有限公司,影童國際有限公司",75,"4,294",-58.72%,"977,707","125,428","28,884,247"
33,日本,妄想代理人：前篇,2020/12/31,光年映畫有限公司,TOHOKUSHINSHA FILM CORPORATION,16,519,-49.37%,"122,030","6,437","1,548,321"
34,日本,午夜天鵝,2020/12/31,天馬行空數位有限公司,"KINOSHITA GROUP CO.,LTD.",4,156,-68.29%,"35,530","3,576","805,542"
35,德國,水漾的女人,2020/12/31,海鵬影業有限公司,THE MATCH FACTORY,2,26,-87.13%,"5,725","1,728","349,064"
36,美國,空中謎航,2020/12/31,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",4,17,-95.25%,"3,740","5,200","1,182,909"
37,美國,致命天際線,2020/12/31,車庫娛樂股份有限公司,RELAY MOTION KFT.,9,14,-97.68%,"3,155","20,314","4,864,736"
38,美國,靈魂急轉彎,2020/12/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",95,"92,898",-18.55%,"22,291,300","597,361","143,752,083"
39,中華民國,腿,2020/12/24,甜蜜生活製作有限公司,鏡文學股份有限公司##華文創股份有限公司##甜蜜生活製作有限公司,15,492,-68.42%,"113,952","33,260","7,716,416"
40,法國,85年的夏天,2020/12/18,好威映象有限公司,Playtime,1,23,-71.25%,"5,420","2,706","604,562"
41,日本,順其自然的日子,2020/12/18,可樂藝術文創股份有限公司,PONY CANYON INC.,2,9,-83.93%,"2,255","1,560","374,482"
42,美國,神力女超人1984,2020/12/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,90,"13,179",-45.13%,"3,270,992","974,726","247,457,007"
43,英國,俘虜,2020/12/15,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,18,"2,376",-40.14%,"544,518","9,613","2,247,529"
44,日本,信用詐欺師JP:公主篇,2020/12/11,海樂影業股份有限公司,PONY CANYON INC.,1,4,-96.40%,780,"23,334","5,547,013"
45,美國,魔物獵人,2020/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,35,418,-81.59%,"96,338","422,014","100,433,903"
46,香港,熱血合唱團,2020/12/04,台北双喜電影發行股份有限公司,"博納影視娛樂有限公司 	 ##博納影業集團股份有限公司##上海博納文化傳媒有限公司##双喜電影發行(北京)有限公司##夢造者娛樂有限公司",4,136,-53.74%,"13,205","3,955","853,620"
