序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
1,丹麥,荒蕪之地．應許之心,2024/07/05,仲業股份有限公司,TRUSTNORDISK APS,19,"1,099",2.14%,"249,240","2,175","571,936"
2,南韓,找死凶宅,2024/07/05,車庫娛樂股份有限公司,RELAY MOTION KFT.,70,"4,958",-1.33%,"1,223,632","9,983","2,435,678"
3,南韓,彼此的日子 In Our Day,2024/07/05,可樂藝術文創股份有限公司,FINECUT CO.  LTD.,9,302,20.80%,"68,343",552,"125,214"
4,德國,56種喝采,2024/07/05,海鵬影業有限公司,Picture Tree International GmbH,14,598,33.18%,"126,621","1,047","223,332"
5,香港,海關戰線,2024/07/05,華映國際文創股份有限公司,英皇影業有限公司##天津閱文影視文化傳媒有限公司##新麗傳媒集團有限公司##上海淘票票影視文化有限公司##北京上獅文化集團有限公司##北京微夢創科網絡技術有限公司##華文映像（北京）影業有限公司##新麗國際傳媒有限公司,85,"9,614",-41.55%,"2,435,681","26,063","6,539,404"
6,泰國,猛鬼聲泣泣,2024/07/05,采昌國際多媒體股份有限公司,Mono Streaming Company Limited,45,"2,785",-22.98%,"699,207","6,401","1,605,921"
7,日本,秒速5公分,2024/07/05,車庫娛樂股份有限公司,RELAY MOTION KFT.,57,"5,493",-0.42%,"1,372,889","11,009","2,771,486"
8,中華民國,我想和你在一起,2024/07/05,威視股份有限公司,文化內容策進院TAICCA ##寬魚國際股份有限公司##星映電影有限公司##(聯合出品)基翔影視有限公司##(聯合出品)合名實業有限公司##(聯合出品)平天下電影娛樂有限公司,85,"16,266",79.38%,"4,189,851","26,569","6,915,629"
9,義大利,教宗家的小兒子,2024/07/05,光年映畫有限公司,The Match Factory GmbH,18,691,38.20%,"148,571","1,191","254,427"
10,日本,異國日記,2024/07/03,天馬行空數位有限公司,Hakuhodo DY music ## pictures Inc.,15,"1,256",10.95%,"285,236","2,388","541,576"
11,美國,神偷奶爸 4,2024/07/03,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,95,"169,860",-22.54%,"45,010,266","389,147","103,571,129"
12,日本,角落小夥伴電影版：奇幻的玩具工廠,2024/06/29,威視股份有限公司,Asmik Ace  Inc.,7,665,-21.67%,"204,330","1,690","555,215"
13,法國,瑪麗亞‧蒙特梭利,2024/06/28,捷傑有限公司,INDIE SALES COMPANY,7,182,-74.07%,"41,620","1,952","457,745"
14,越南,鬼厄犬,2024/06/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,60,"1,613",-77.52%,"399,636","17,783","4,453,789"
15,美國,超級殺,2024/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,STUDIOCANAL,5,28,-92.31%,"6,530",899,"217,481"
16,英國,忙愛不如盲婚,2024/06/28,英屬維京群島商映畫聯合有限公司台灣分公司,STUDIOCANAL,1,8,-93.89%,"1,560",294,"64,326"
17,日本,名偵探柯南 100萬美元的五稜星,2024/06/28,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,98,"131,834",-38.16%,"35,478,442","587,256","157,455,281"
18,德國,金髮毒藥,2024/06/28,鴻聯國際開發股份有限公司,Telepool GmbH,6,251,-60.35%,"71,530","1,422","328,409"
19,中華民國,破浪男女,2024/06/28,原子映象有限公司,壹陸喜喜股份有限公司##原子映象有限公司,71,"12,352",-43.87%,"3,167,135","49,588","12,704,968"
20,南韓,60分鐘亡命直播,2024/06/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,32,214,-90.36%,"49,460","5,466","1,297,526"
21,美國,噤界：入侵日,2024/06/26,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,91,"27,334",-52.65%,"7,451,932","183,524","50,801,808"
22,越南,媽的人生願望,2024/06/21,車庫娛樂股份有限公司,RELAY MOTION KFT.,28,993,-68.07%,"235,567","28,084","6,951,316"
23,加拿大,紅色房間,2024/06/21,好威映象有限公司,H264,3,7,-91.25%,"1,660",879,"214,867"
24,泰國,分期付款愛上你,2024/06/21,采昌國際多媒體股份有限公司,GMM TV Company Limited,5,55,-66.46%,"12,450","3,169","761,728"
25,泰國,金孫爆富攻略,2024/06/21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 CO.  LTD.,49,"7,972",-32.66%,"1,993,016","52,077","13,068,256"
