"104-108年國內原創動畫平均製作動用人力","","","",""
"","","","",""
"本研究定義之動畫長片包含單集60分鐘以上之偶動畫、試映會播映之動畫片。
資料來源：台灣經濟研究院盤點自臺灣系列動畫、動畫長片作品卡司表","","","",""
"N","R","R","R","R"
"","人","人","人","人"
"","0","0","0","0"
"類型","平均值","平均值(扣除極端值)","最大值","最小值"
"系列動畫","59","57","191","8"
"動畫長片","208","147","636","60"
