"104-108年國內外動畫長片主要發行商",""
"",""
"資料來源：台灣經濟研究院盤點整理。",""
"N","R"
"","部"
"","0"
"發行商名稱","部數"
"曼迪傳播有限公司","28"
"向洋影業有限公司","22"
"木棉花國際股份有限公司","20"
"車庫娛樂股份有限公司","19"
"香港商甲上娛樂有限公司臺灣分公司","14"
"博偉電影股份有限公司","13"
"美商二十世紀福斯影片公司","11"
"台灣華特迪士尼股份有限公司","10"
"傳影互動股份有限公司","10"
"美商美國環球影片股份有限公司臺灣分公司","10"
"其他","87"
