"108年我國系列動畫播映管道",""
"",""
"資料來源：台灣經濟研究院整理自問卷調查回收。",""
"N","R"
"","%"
"","0"
"項目","比重"
"無線電視台","14.280000000000001"
"公共電視台","21.43"
"境外卡通頻道","21.43"
"中華電信MOD","21.43"
"有線電視隨選視訊服務","21.43"
