"108年我國動畫長片、短片播映管道",""
"",""
"資料來源：台灣經濟研究院整理自問卷調查回收。",""
"N","R"
"","%"
"","0"
"項目","比重"
"電影院上映","36.36"
"影展播映","45.46"
"其他","18.18"
