"近年出版行銷通路平均退書率","","",""
"","","",""
"104年（N=242） 105年（N=181） 106年（N=174） 107年（N=192） 108年（N=219）","","",""
"T","I","I","I"
"年(民國)","%","%","%"
"","0","0","0"
"年度","圖書","雜誌","漫畫"
"104","0.379","0.453","0.441"
"105","0.404","0.479","0.44"
"106","0.428","0.474","0.435"
"107","0.399","0.461","0.405"
"108","0.416","0.51","0.517"
