"出版機構家數、各類型圖書定價歷年發展趨勢","","","",""
"","","","",""
"","","","",""
"T","R","R","I","R"
"年(民國)","元新臺幣","家","折","元新臺幣"
"","0","0","0","0"
"年度","定價","廠商家數","平均折扣","平均單頁定價"
"104","378","793","",""
"105","401","517","",""
"106","425","542","8.7","2.6"
"107","390","537","8.6","2.21"
"108","408","545","8.6","2.32"
