"我國申請國際標準書號（ISBN）書籍上架率 - 店銷書比重","","","","","",""
"","","","","","",""
"","","","","","",""
"T","R","R","R","R","R","R"
"年(民國)","%","%","%","%","%","%"
"","0","0","0","0","0","0"
"年度","整體","博客來","誠品","金石堂","三民","新絲路"
"104","50.50","49.33","46.08","47.14","-","36.54"
"105","49.60","46.30","42.99","44.19","47.97","-"
"106","48.80","45.00","41.90","42.90","47.80","-"
"107","51.30","47.30","44.20","46.20","50.30","-"
"108","57.30","50.04","48.60","47.17","54.81","-"
