"我國新書之電子書出版語言與種數 (整體)","","","","",""
"","","","","",""
"","","","","",""
"T","R","R","R","R","R"
"年(民國)","種","種","種","種","種"
"","0","0","0","0",""
"年份","繁體中文","簡體中文","英文","其它","日文"
"105","4656","212","324","88",""
"106","6407","229","194","83",""
"107","9621","371","142","15",""
"108","9597","345","19","6",""
"109","10555","454","73","3","1825"
