"我國申請ISBN之圖書出版種數",""
"",""
"資料來源：國家圖書館",""
"T","R"
"年(民國)","本"
"","0"
"年度","ISBN申請總量"
"90","36353"
"91","38746"
"92","39003"
"93","39754"
"94","41682"
"95","42060"
"96","41570"
"97","41033"
"98","40405"
"99","43047"
"100","42451"
"101","42212"
"102","42118"
"103","41598"
"104","39717"
"105","38807"
"106","40401"
"107","39114"
"108","36810"
"109","35041"
