"我國新書之電子書出版語言與種數 (店銷書)","","","","",""
"","","","","",""
"","","","","",""
"T","R","R","R","R","R"
"年(民國)","種","種","種","種","種"
"","0","0","0","0",""
"年份","繁體中文","簡體中文","英文","其它","日文"
"105","4002","212","321","87",""
"106","5618","222","191","83",""
"107","8505","344","140","15",""
"108","8676","343","17","6",""
"109","9910","430","72","3","1825"
