"我國歷年各類型電子漫畫出版種類","","","","","",""
"","","","","","",""
"","","","","","",""
"T","R","R","R","R","R","R"
"年(民國)","種","種","種","種","種","種"
"","0","0","0","0","0","0"
"年度","少年","少女","青年","淑女","BL","百合"
"105","209","126","55","82","21","5"
"106","369","776","98","145","42","5"
"107","464","946","191","34","161","11"
"108","516","675","209","139","383","16"
