"105年-109年單歌平均製作成本","",""
"","",""
"105年 - 107年為有聲出版業
資料來源：本研究整理","",""
"T","R","R"
"年(民國)","萬元新臺幣","首"
"","0","0"
"年度","平均製作成本","樣本數"
"105","19.8","72"
"106","16.6","67"
"107","17.67","54"
"108","19.55","56"
"109","19.96","58"
