"遊戲開發成本結構與時間","","","","","","","",""
"","","","","","","","",""
"1. 其他包含投放廣告、雲端伺服器服務、硬體設備等。
2. 109年度調查新增題項。","","","","","","","",""
"N","R","R","R","R","R","I","I","T"
"","%","%","%","%","%","萬元新臺幣","月","年"
"","0","0","0","0","0","0","0","0"
"開發規模","企劃/腳本","程式/引擎","美術/動畫","音效/音樂","其他","平均開發成本","平均開發時間","年度"
"未滿500萬元","20.4","36","31.4","7.8","4.4","279.9","8.6","109"
"500萬-未滿1,000萬元","17.3","33.8","36.5","8.5","3.9","728.6","18.2","109"
"1,000萬-未滿5,000萬元","19.4","22.8","38.9","12.2","6.7","1711.1","20.8","109"
"5,000萬元以上","16.5","24","50.5","9","0","17500","24","109"
