遊戲開發內容取得模式,,,
,,,
"1. 108年度調查本題有效回覆家數共計33家。
2. 109年度調查本題有效回覆家數共計68家。",,,
C,R,R,T
,家,%,年
,0,0,0
主要開發內容取得模式,家數,比例,年度
內部自行製作,28,84.8,108
外部取得,5,15.2,108
內部自行製作,61,89.7,109
外部取得,7,10.3,109
