電競賽事舉辦狀況,,,,,
,,,,,
,,,,,
C,I,I,I,I,T
,萬元新臺幣,萬元新臺幣,萬元新臺幣,人,年
,,,,,0
分類,平均辦理成本,平均賽事收入,平均獎金規模,平均觀眾規模,年度
線上賽事,55.40,58.80,22.80,16833,108
線下賽事,240.90,203.30,68.80,2050,108
線上賽事,120.6,63.29,30.22,11342,109
線下賽事,250,228,88.33,1387,109
