"手遊開發成本","","",""
"","","",""
"1. 主機遊戲開發家數較少，不再進行資本額拆分。
2. 109年度調查已刪除此題項。","","",""
"N","I","I","T"
"","萬元新臺幣","月","年"
"","","0","0"
"廠商別","平均開發金額","平均開發時間","年度"
"整體","1921","23.1","108"
"資本額未滿5,000萬","681","18.6","108"
"資本額5,000萬以上","7500","38","108"
